tick,name,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,yaw,grounded,fx_count,kudos,combo,nitro,riskboost,takedowns,skill_driver,crashbreaker
26,wave_jetski89,0,-246,22,0,-32,4,0,0,4,0,0,55,0,0,0,0
27,wave_jetski89,0,-254,24,0,-31,4,0,0,4,0,0,55,0,0,0,0
28,wave_jetski89,0,-262,25,0,-29,4,0,0,4,0,0,55,0,0,0,0
29,wave_jetski89,0,-269,26,0,-27,4,0,0,4,0,0,55,0,0,0,0
30,wave_jetski89,0,-276,28,0,-25,5,0,0,4,0,0,55,0,0,0,0
31,wave_jetski89,0,-282,29,0,-23,5,0,0,4,0,0,56,0,0,0,0
32,wave_jetski89,0,-288,30,0,-21,5,0,0,4,0,0,56,0,0,0,0
33,wave_jetski89,0,-293,32,0,-19,5,0,0,4,0,0,56,0,0,0,0
34,wave_jetski89,0,-298,33,0,-18,5,0,0,4,0,0,56,0,0,0,0
35,wave_jetski89,0,-302,34,0,-16,5,0,0,4,0,0,56,0,0,0,0
36,wave_jetski89,0,-306,36,0,-14,5,0,0,4,0,0,56,0,0,0,0
37,wave_jetski89,0,-310,37,0,-12,5,0,0,4,0,0,57,0,0,0,0
38,wave_jetski89,0,-313,39,0,-11,5,0,0,4,0,0,57,0,0,0,0
39,wave_jetski89,0,-315,40,0,-9,5,0,0,4,0,0,57,0,0,0,0
40,wave_jetski89,0,-317,42,0,-7,5,0,0,4,0,0,57,0,0,0,0
41,wave_jetski89,0,-319,43,0,-6,5,0,0,4,0,0,57,0,0,0,0
42,wave_jetski89,0,-320,44,0,-4,5,0,0,4,0,0,58,0,0,0,0
43,wave_jetski89,0,-321,46,0,-3,5,0,0,4,0,0,58,0,0,0,0
44,wave_jetski89,0,-322,47,0,-2,5,0,0,4,0,0,58,0,0,0,0
45,wave_jetski89,0,-322,49,0,0,5,0,0,4,0,0,58,0,0,0,0
46,wave_jetski89,0,-322,50,0,0,5,0,0,4,0,0,58,0,0,0,0
47,wave_jetski89,0,-322,52,0,1,5,0,0,4,0,0,59,0,0,0,0
48,wave_jetski89,0,-321,53,0,2,5,0,0,4,0,0,59,0,0,0,0
49,wave_jetski89,0,-320,55,0,3,5,0,0,4,0,0,59,0,0,0,0
50,wave_jetski89,0,-319,56,0,3,5,0,0,4,0,0,59,0,0,0,0
51,wave_jetski89,0,-318,58,0,4,5,0,0,4,0,0,59,0,0,0,0
52,wave_jetski89,0,-316,59,0,5,5,0,0,4,0,0,59,0,0,0,0
53,wave_jetski89,0,-315,61,0,6,5,0,0,4,0,0,60,0,0,0,0
54,wave_jetski89,0,-313,62,0,6,5,0,0,4,0,0,60,0,0,0,0
55,wave_jetski89,0,-311,63,0,6,5,0,0,4,0,0,60,0,0,0,0
56,wave_jetski89,0,-309,65,0,7,5,0,0,4,0,0,60,0,0,0,0
57,wave_jetski89,0,-307,66,0,7,5,0,0,4,0,0,60,0,0,0,0
58,wave_jetski89,0,-305,68,0,7,5,0,0,4,0,0,61,0,0,0,0
59,wave_jetski89,0,-303,69,0,8,5,0,0,4,0,0,61,0,0,0,0
60,wave_jetski89,0,-301,71,0,8,5,0,0,4,0,0,61,0,0,0,0
61,wave_jetski89,0,-299,72,0,8,5,0,0,4,0,0,61,0,0,0,0
62,wave_jetski89,0,-296,74,0,8,5,0,0,4,0,0,61,0,0,0,0
63,wave_jetski89,0,-294,75,0,8,5,0,0,4,0,0,62,0,0,0,0
64,wave_jetski89,0,-292,77,0,8,5,0,0,4,0,0,62,0,0,0,0
65,wave_jetski89,0,-290,78,0,8,5,0,0,4,0,0,62,0,0,0,0
66,wave_jetski89,0,-287,80,0,8,5,0,0,4,0,0,62,0,0,0,0
67,wave_jetski89,0,-285,81,0,7,5,0,0,4,0,0,62,0,0,0,0
68,wave_jetski89,0,-283,83,0,7,5,0,0,4,0,0,62,0,0,0,0
69,wave_jetski89,0,-281,84,0,7,5,0,0,4,0,0,63,0,0,0,0
70,wave_jetski89,0,-279,86,0,7,5,0,0,4,0,0,63,0,0,0,0
71,wave_jetski89,0,-277,87,0,6,5,0,0,4,0,0,63,0,0,0,0
72,wave_jetski89,0,-276,89,0,6,5,0,0,4,0,0,63,0,0,0,0
73,wave_jetski89,0,-274,90,0,6,5,0,0,4,0,0,63,0,0,0,0
74,wave_jetski89,0,-272,92,0,6,5,0,0,4,0,0,64,0,0,0,0
75,wave_jetski89,0,-271,93,0,5,5,0,0,4,0,0,64,0,0,0,0
76,wave_jetski89,0,-269,95,0,5,5,0,0,4,0,0,64,0,0,0,0
77,wave_jetski89,0,-268,96,0,4,5,0,0,4,0,0,64,0,0,0,0
78,wave_jetski89,0,-267,98,0,4,5,0,0,4,0,0,64,0,0,0,0
79,wave_jetski89,0,-266,99,0,4,5,0,0,4,0,0,65,0,0,0,0
80,wave_jetski89,0,-265,101,0,3,5,0,0,4,0,0,65,0,0,0,0
81,wave_jetski89,0,-264,102,0,3,5,0,0,4,0,0,65,0,0,0,0
82,wave_jetski89,0,-263,104,0,3,5,0,0,4,0,0,65,0,0,0,0
83,wave_jetski89,0,-262,105,0,2,5,0,0,4,0,0,65,0,0,0,0
84,wave_jetski89,0,-261,107,0,2,5,0,0,4,0,0,65,0,0,0,0
85,wave_jetski89,0,-261,108,0,2,5,0,0,4,0,0,66,0,0,0,0
86,wave_jetski89,0,-260,110,0,1,5,0,0,4,0,0,66,0,0,0,0
87,wave_jetski89,0,-260,111,0,1,5,0,0,4,0,0,66,0,0,0,0
88,wave_jetski89,0,-260,113,0,1,5,0,0,4,0,0,66,0,0,0,0
89,wave_jetski89,0,-260,114,0,0,5,0,0,4,0,0,66,0,0,0,0
90,wave_jetski89,0,-259,116,0,0,5,0,0,4,0,0,67,0,0,0,0
91,wave_jetski89,0,-259,117,0,0,5,0,0,4,0,0,67,0,0,0,0
92,wave_jetski89,0,-259,119,0,0,5,0,0,4,0,0,67,0,0,0,0
93,wave_jetski89,0,-259,120,0,0,5,0,0,4,0,0,67,0,0,0,0
94,wave_jetski89,0,-259,122,0,0,5,0,0,4,0,0,67,0,0,0,0
95,wave_jetski89,0,-260,123,0,0,5,0,0,4,0,0,68,0,0,0,0
96,wave_jetski89,0,-260,125,0,0,5,0,0,4,0,0,68,0,0,0,0
97,wave_jetski89,0,-260,126,0,0,5,0,0,4,0,0,68,0,0,0,0
98,wave_jetski89,0,-260,128,0,-1,5,0,0,4,0,0,68,0,0,0,0
99,wave_jetski89,0,-261,129,0,-1,5,0,0,4,0,0,68,0,0,0,0
100,wave_jetski89,0,-261,131,0,-1,5,0,0,4,0,0,68,0,0,0,0
101,wave_jetski89,0,-261,132,0,-1,5,0,0,4,0,0,69,0,0,0,0
102,wave_jetski89,0,-262,134,0,-1,5,0,0,4,0,0,69,0,0,0,0
103,wave_jetski89,0,-262,135,0,-1,5,0,0,4,0,0,69,0,0,0,0
104,wave_jetski89,0,-262,137,0,-1,5,0,0,4,0,0,69,0,0,0,0
105,wave_jetski89,0,-263,138,0,-1,5,0,0,4,0,0,69,0,0,0,0
106,wave_jetski89,0,-263,140,0,-1,5,0,0,4,0,0,70,0,0,0,0
107,wave_jetski89,0,-264,141,0,-1,5,0,0,4,0,0,70,0,0,0,0
108,wave_jetski89,0,-264,143,0,-1,5,0,0,4,0,0,70,0,0,0,0
109,wave_jetski89,0,-265,144,0,-1,5,0,0,4,0,0,70,0,0,0,0
110,wave_jetski89,0,-265,146,0,-1,5,0,0,4,0,0,70,0,0,0,0
111,wave_jetski89,0,-265,147,0,-1,5,0,0,4,0,0,71,0,0,0,0
112,wave_jetski89,0,-266,149,0,-1,5,0,0,4,0,0,71,0,0,0,0
113,wave_jetski89,0,-266,150,0,-1,5,0,0,4,0,0,71,0,0,0,0
114,wave_jetski89,0,-267,152,0,-1,5,0,0,4,0,0,71,0,0,0,0
115,wave_jetski89,0,-267,153,0,-1,5,0,0,4,0,0,71,0,0,0,0
116,wave_jetski89,0,-267,155,0,-1,5,0,0,4,0,0,71,0,0,0,0
117,wave_jetski89,0,-268,156,0,-1,5,0,0,4,0,0,72,0,0,0,0
118,wave_jetski89,0,-268,158,0,-1,5,0,0,4,0,0,72,0,0,0,0
119,wave_jetski89,0,-268,159,0,-1,5,0,0,4,0,0,72,0,0,0,0
120,wave_jetski89,0,-269,161,0,-1,5,0,0,4,0,0,72,0,0,0,0
121,wave_jetski89,0,-269,162,0,-1,5,0,0,4,0,0,72,0,0,0,0
122,wave_jetski89,0,-269,164,0,0,5,0,0,4,0,0,73,0,0,0,0
123,wave_jetski89,0,-269,165,0,0,5,0,0,4,0,0,73,0,0,0,0
124,wave_jetski89,0,-270,167,0,0,5,0,0,4,0,0,73,0,0,0,0
125,wave_jetski89,0,-270,168,0,0,5,0,0,4,0,0,73,0,0,0,0
126,wave_jetski89,0,-270,170,0,0,5,0,0,4,0,0,73,0,0,0,0
127,wave_jetski89,0,-270,171,0,0,5,0,0,4,0,0,74,0,0,0,0
128,wave_jetski89,0,-270,173,0,0,5,0,0,4,0,0,74,0,0,0,0
129,wave_jetski89,0,-270,174,0,0,5,0,0,4,0,0,74,0,0,0,0
130,wave_jetski89,0,-271,176,0,0,5,0,0,4,0,0,74,0,0,0,0
131,wave_jetski89,0,-271,177,0,0,6,0,0,5,0,0,73,0,0,0,0
132,wave_jetski89,0,-271,179,0,0,6,0,0,5,0,0,73,0,0,0,0
133,wave_jetski89,0,-271,181,0,0,7,0,0,5,0,0,72,0,0,0,0
134,wave_jetski89,0,-271,183,0,0,7,0,0,5,0,0,71,0,0,0,0
135,wave_jetski89,0,-271,185,0,0,8,0,0,5,0,0,71,0,0,0,0
136,wave_jetski89,0,-271,188,0,0,8,0,0,5,0,0,70,0,0,0,0
137,wave_jetski89,0,-271,190,0,0,8,0,0,5,0,0,69,0,0,0,0
138,wave_jetski89,0,-271,192,0,0,9,0,0,5,0,0,69,0,0,0,0
139,wave_jetski89,0,-271,195,0,0,9,0,0,5,0,0,68,0,0,0,0
140,wave_jetski89,0,-271,198,0,0,9,0,0,5,0,0,67,0,0,0,0
141,wave_jetski89,0,-271,200,0,0,10,0,0,5,0,0,67,0,0,0,0
142,wave_jetski89,0,-271,203,0,0,10,0,0,5,0,0,66,0,0,0,0
143,wave_jetski89,0,-271,206,0,0,10,0,0,5,0,0,65,0,0,0,0
144,wave_jetski89,0,-271,209,0,0,10,0,0,5,0,0,64,0,0,0,0
145,wave_jetski89,0,-271,212,0,0,11,0,0,5,0,0,64,0,0,0,0
146,wave_jetski89,0,-271,215,0,0,11,0,0,5,0,0,63,0,0,0,0
147,wave_jetski89,0,-271,218,0,0,11,0,0,5,0,0,62,0,0,0,0
148,wave_jetski89,0,-271,221,0,0,11,0,0,5,0,0,62,0,0,0,0
149,wave_jetski89,0,-271,224,0,0,11,0,0,5,0,0,61,0,0,0,0
150,wave_jetski89,0,-271,227,0,0,11,0,0,5,0,0,60,0,0,0,0
151,wave_jetski89,0,-271,230,0,0,12,0,0,5,0,0,60,0,0,0,0
152,wave_jetski89,0,-271,234,0,0,12,0,0,5,0,0,59,0,0,0,0
153,wave_jetski89,0,-271,237,0,0,12,0,0,5,0,0,58,0,0,0,0
154,wave_jetski89,0,-271,240,0,0,12,0,0,5,0,0,58,0,0,0,0
155,wave_jetski89,0,-271,244,0,0,12,0,0,5,5,1,57,0,0,0,0
156,wave_jetski89,0,-271,247,0,0,13,0,0,5,10,2,56,0,0,0,0
157,wave_jetski89,0,-270,251,0,0,13,0,0,5,15,3,56,0,0,0,0
158,wave_jetski89,0,-270,254,0,0,14,0,0,5,20,4,55,0,0,0,0
159,wave_jetski89,0,-270,258,0,0,14,0,0,5,25,5,54,0,0,0,0
160,wave_jetski89,0,-270,262,0,0,14,0,0,5,30,6,53,0,0,0,0
161,wave_jetski89,0,-270,266,0,0,15,0,0,5,35,7,53,0,0,0,0
162,wave_jetski89,0,-270,270,0,0,15,0,0,5,45,8,52,0,0,0,0
163,wave_jetski89,0,-270,275,0,0,15,0,0,5,55,9,51,0,0,0,0
164,wave_jetski89,0,-270,279,0,0,16,0,0,5,65,10,51,0,0,0,0
165,wave_jetski89,0,-270,283,0,0,16,0,0,5,75,11,50,0,0,0,0
166,wave_jetski89,0,-270,288,0,0,16,0,0,5,85,12,49,0,0,0,0
167,wave_jetski89,0,-270,292,0,0,17,0,0,5,95,13,49,0,0,0,0
168,wave_jetski89,0,-270,297,0,0,17,0,0,5,105,14,48,0,0,0,0
169,wave_jetski89,0,-270,302,0,0,17,0,0,5,115,15,47,0,0,0,0
170,wave_jetski89,0,-270,306,0,0,17,0,0,5,130,16,47,0,0,0,0
171,wave_jetski89,0,-270,311,0,0,17,0,0,5,145,17,46,0,0,0,0
172,wave_jetski89,0,-270,316,0,0,18,0,0,5,160,18,45,0,0,0,0
173,wave_jetski89,0,-270,321,0,0,18,0,0,5,175,19,45,0,0,0,0
174,wave_jetski89,0,-270,326,0,0,18,0,0,5,190,20,44,0,0,0,0
175,wave_jetski89,0,-270,331,0,0,18,0,0,5,205,21,43,0,0,0,0
176,wave_jetski89,0,-269,336,0,0,18,0,0,5,220,22,42,0,0,0,0
177,wave_jetski89,0,-269,341,0,0,18,0,0,5,235,23,42,0,0,0,0
178,wave_jetski89,0,-269,346,0,0,18,0,0,5,255,24,41,0,0,0,0
179,wave_jetski89,0,-269,351,0,0,18,0,0,5,275,25,40,0,0,0,0
180,wave_jetski89,0,-269,356,0,0,19,0,0,5,295,26,40,0,0,0,0
181,wave_jetski89,0,-269,361,0,0,19,0,0,5,315,27,39,0,0,0,0
182,wave_jetski89,0,-269,366,0,0,19,0,0,5,335,28,38,0,0,0,0
183,wave_jetski89,0,-269,371,0,0,19,0,0,5,355,29,38,0,0,0,0
184,wave_jetski89,0,-269,376,0,0,19,0,0,5,375,30,37,0,0,0,0
185,wave_jetski89,0,-269,381,0,0,19,0,0,5,395,31,36,0,0,0,0
186,wave_jetski89,0,-269,387,0,0,19,0,0,5,420,32,36,0,0,0,0
187,wave_jetski89,0,-269,392,0,0,19,0,0,5,445,33,35,0,0,0,0
188,wave_jetski89,0,-269,397,0,0,19,0,0,5,470,34,34,0,0,0,0
189,wave_jetski89,0,-269,402,0,0,19,0,0,5,495,35,34,0,0,0,0
190,wave_jetski89,0,-269,408,0,0,19,0,0,5,520,36,33,0,0,0,0
191,wave_jetski89,0,-269,413,0,0,19,0,0,5,545,37,32,0,0,0,0
192,wave_jetski89,0,-269,418,0,0,19,0,0,5,570,38,31,0,0,0,0
193,wave_jetski89,0,-269,423,0,0,19,0,0,5,595,39,31,0,0,0,0
194,wave_jetski89,0,-269,429,0,0,19,0,0,5,625,40,30,0,0,0,0
195,wave_jetski89,0,-269,434,0,0,19,0,0,5,655,41,29,0,0,0,0
196,wave_jetski89,0,-269,439,0,0,19,0,0,5,685,42,29,0,0,0,0
197,wave_jetski89,0,-269,445,0,0,19,0,0,5,715,43,28,0,0,0,0
198,wave_jetski89,0,-269,450,0,0,20,0,0,5,745,44,27,0,0,0,0
199,wave_jetski89,0,-269,455,0,0,20,0,0,5,775,45,27,0,0,0,0
200,wave_jetski89,0,-269,461,0,0,20,0,0,5,805,46,26,0,0,0,0
201,wave_jetski89,0,-269,466,0,0,20,0,0,5,835,47,25,0,0,0,0
202,wave_jetski89,0,-269,471,0,0,20,0,0,5,870,48,25,0,0,0,0
203,wave_jetski89,0,-269,477,0,0,20,0,0,5,905,49,24,0,0,0,0
204,wave_jetski89,0,-269,482,0,0,20,0,0,5,940,50,23,0,0,0,0
205,wave_jetski89,0,-269,488,0,0,20,0,0,5,975,51,23,0,0,0,0
206,wave_jetski89,0,-269,493,0,0,20,0,0,5,1010,52,22,0,0,0,0
207,wave_jetski89,0,-269,498,0,0,20,0,0,5,1045,53,21,0,0,0,0
208,wave_jetski89,0,-269,504,0,0,20,0,0,5,1080,54,20,0,0,0,0
209,wave_jetski89,0,-269,509,0,0,20,0,0,5,1115,55,20,0,0,0,0
210,wave_jetski89,0,-269,514,0,0,19,0,0,4,1155,56,20,0,0,0,5
211,wave_jetski89,0,-269,519,0,0,18,0,0,4,1195,57,20,0,0,0,11
212,wave_jetski89,0,-269,524,0,0,17,0,0,4,1235,58,20,1,0,0,15
213,wave_jetski89,0,-269,528,0,0,16,0,0,4,1275,59,21,1,0,0,20
214,wave_jetski89,0,-269,532,0,0,15,0,0,4,1315,60,21,1,0,0,24
215,wave_jetski89,0,-269,537,0,0,15,0,0,4,1355,61,21,2,0,0,28
216,wave_jetski89,0,-269,540,0,0,14,0,0,4,1395,62,21,2,0,0,32
217,wave_jetski89,0,-269,544,0,0,13,0,0,4,1435,63,21,3,0,0,36
218,wave_jetski89,0,-269,548,0,0,13,0,0,4,1475,64,21,3,0,0,39
219,wave_jetski89,0,-269,551,0,0,12,0,0,4,1515,65,22,3,0,0,42
220,wave_jetski89,0,-269,554,0,0,12,0,0,4,1515,65,22,4,0,0,45
221,wave_jetski89,0,-269,558,0,0,11,0,0,4,1515,65,22,4,0,0,47
222,wave_jetski89,0,-269,561,0,0,11,0,0,4,1515,65,22,4,0,0,50
223,wave_jetski89,0,-269,564,0,0,11,0,0,4,1515,65,22,4,0,0,52
224,wave_jetski89,0,-269,567,0,0,10,0,0,4,1515,65,23,4,0,0,54
225,wave_jetski89,0,-269,569,0,0,10,0,0,4,1515,65,23,4,0,0,56
226,wave_jetski89,0,-269,572,0,0,10,0,0,4,1515,65,23,4,0,0,58
227,wave_jetski89,0,-269,575,0,0,9,0,0,4,1515,65,23,4,0,0,60
228,wave_jetski89,0,-269,577,0,0,9,0,0,4,1515,65,23,4,0,0,61
229,wave_jetski89,0,-269,580,0,0,9,0,0,4,1515,65,24,4,0,0,63
230,wave_jetski89,0,-269,582,0,0,8,0,0,4,1515,65,24,4,0,0,64
231,wave_jetski89,0,-269,584,0,0,8,0,0,4,1515,65,24,4,0,0,66
232,wave_jetski89,0,-269,587,0,0,8,0,0,4,1515,65,24,4,0,0,67
233,wave_jetski89,0,-269,589,0,0,8,0,0,4,1515,65,24,4,0,0,68
234,wave_jetski89,0,-269,591,0,0,8,0,0,4,1515,65,24,4,0,0,69
235,wave_jetski89,0,-269,593,0,0,8,0,0,4,1515,65,25,4,0,0,70
236,wave_jetski89,0,-269,595,0,0,7,0,0,4,1515,65,25,4,0,0,71
237,wave_jetski89,0,-270,597,0,0,7,0,0,4,1515,65,25,4,0,0,72
238,wave_jetski89,0,-270,599,0,0,7,0,0,4,1515,65,25,4,0,0,72
239,wave_jetski89,0,-270,601,0,0,7,0,0,4,1515,65,25,4,0,0,73
240,wave_jetski89,0,-270,603,0,0,7,0,0,4,1515,65,26,4,0,0,74
241,wave_jetski89,0,-270,605,0,0,7,0,0,4,1515,65,26,4,0,0,75
242,wave_jetski89,0,-270,607,0,0,7,0,0,4,1515,65,26,4,0,0,75
243,wave_jetski89,0,-270,609,0,0,7,0,0,4,1515,65,26,4,0,0,76
244,wave_jetski89,0,-270,611,0,0,6,0,0,4,1515,65,26,4,0,0,76
245,wave_jetski89,0,-270,613,0,0,6,0,0,4,1515,65,27,4,0,0,77
246,wave_jetski89,0,-270,614,0,0,6,0,0,4,1515,65,27,4,0,0,77
247,wave_jetski89,0,-270,616,0,0,6,0,0,4,1515,65,27,4,0,0,78
248,wave_jetski89,0,-270,618,0,0,6,0,0,4,1515,65,27,4,0,0,78
249,wave_jetski89,0,-270,620,0,0,6,0,0,4,1515,65,27,4,0,0,78
250,wave_jetski89,0,-270,621,0,0,6,0,0,4,1515,65,27,4,0,0,79
251,wave_jetski89,0,-270,623,0,0,6,0,0,4,1515,65,28,4,0,0,79
252,wave_jetski89,0,-270,625,0,0,6,0,0,4,1515,65,28,4,0,0,79
253,wave_jetski89,0,-270,626,0,0,6,0,0,4,1515,65,28,4,0,0,80
254,wave_jetski89,0,-270,628,0,0,6,0,0,4,1515,65,28,4,0,0,80
255,wave_jetski89,0,-270,630,0,0,6,0,0,4,1515,65,28,4,0,0,80
256,wave_jetski89,0,-269,631,0,0,6,0,0,4,1515,65,29,4,0,0,80
257,wave_jetski89,0,-269,633,0,0,6,0,0,4,1515,65,29,4,0,0,81
258,wave_jetski89,0,-269,635,0,0,6,0,0,4,1515,65,29,4,0,0,81
259,wave_jetski89,0,-269,636,0,0,6,0,0,4,1515,65,29,4,0,0,81
260,wave_jetski89,0,-269,638,0,0,6,0,0,4,1515,65,29,4,0,0,81
261,wave_jetski89,0,-269,640,0,0,6,0,0,4,1515,65,30,4,0,0,81
262,wave_jetski89,0,-269,641,0,0,6,0,0,4,1515,65,30,4,0,0,81
263,wave_jetski89,0,-269,643,0,0,6,0,0,4,1515,65,30,4,0,0,81
264,wave_jetski89,0,-269,644,0,0,5,0,0,4,1515,65,30,4,0,0,82
265,wave_jetski89,0,-269,646,0,0,5,0,0,4,1515,65,30,4,0,0,82
266,wave_jetski89,0,-269,648,0,0,5,0,0,4,1515,65,30,4,0,0,82
267,wave_jetski89,0,-269,649,0,0,5,0,0,4,1515,65,31,4,0,0,82
268,wave_jetski89,0,-269,651,0,0,5,0,0,4,1515,65,31,4,0,0,82
269,wave_jetski89,0,-269,652,0,0,5,0,0,4,1515,65,31,4,0,0,82
270,wave_jetski89,0,-269,654,0,0,5,0,0,4,1515,65,31,4,0,0,82
271,wave_jetski89,0,-269,655,0,0,5,0,0,4,1515,65,31,4,0,0,82
272,wave_jetski89,0,-269,657,0,0,5,0,0,4,1515,65,32,4,0,0,82
273,wave_jetski89,0,-269,659,0,0,5,0,0,4,1515,65,32,4,0,0,82
274,wave_jetski89,0,-269,660,0,0,5,0,0,4,1515,65,32,4,0,0,82
275,wave_jetski89,0,-269,662,0,0,5,0,0,4,1515,65,32,4,0,0,83
276,wave_jetski89,0,-269,663,0,0,5,0,0,4,1515,65,32,4,0,0,83
277,wave_jetski89,0,-270,665,0,0,5,0,0,4,1515,65,33,4,0,0,83
278,wave_jetski89,0,-270,666,0,0,5,0,0,4,1515,65,33,4,0,0,83
279,wave_jetski89,0,-270,668,0,0,5,0,0,4,1515,65,33,4,0,0,83
280,wave_jetski89,0,-270,669,0,0,5,0,0,4,1515,65,33,4,0,0,83
281,wave_jetski89,0,-270,671,0,0,5,0,0,4,1515,65,33,4,0,0,83
282,wave_jetski89,0,-270,672,0,0,5,0,0,4,1515,65,33,4,0,0,83
283,wave_jetski89,0,-270,674,0,0,5,0,0,4,1515,0,34,4,0,0,83
284,wave_jetski89,0,-270,676,0,0,5,0,0,4,1515,0,34,4,0,0,83
285,wave_jetski89,0,-270,677,0,0,5,0,0,4,1515,0,34,4,0,0,83
286,wave_jetski89,0,-270,679,0,0,5,0,0,4,1515,0,34,4,0,0,83
287,wave_jetski89,0,-270,680,0,0,5,0,0,4,1515,0,34,4,0,0,83
288,wave_jetski89,0,-270,682,0,0,5,0,0,4,1515,0,35,4,0,0,83
289,wave_jetski89,0,-270,683,0,0,5,0,0,4,1515,0,35,4,0,0,83
290,wave_jetski89,0,-270,685,0,0,5,0,0,4,1515,0,35,4,0,0,83
291,wave_jetski89,0,-270,686,0,0,5,0,0,4,1515,0,35,4,0,0,83
292,wave_jetski89,0,-270,688,0,0,5,0,0,4,1515,0,35,4,0,0,83
293,wave_jetski89,0,-270,689,0,0,5,0,0,4,1515,0,36,4,0,0,83
294,wave_jetski89,0,-270,691,0,0,5,0,0,4,1515,0,36,4,0,0,83
295,wave_jetski89,0,-270,692,0,0,5,0,0,4,1515,0,36,4,0,0,83
296,wave_jetski89,0,-270,694,0,0,5,0,0,4,1515,0,36,4,0,0,83
297,wave_jetski89,0,-270,695,0,0,5,0,0,4,1515,0,36,4,0,0,83
298,wave_jetski89,0,-270,697,0,0,5,0,0,4,1515,0,36,4,0,0,83
299,wave_jetski89,0,-270,698,0,0,5,0,0,4,1515,0,37,4,0,0,83
300,wave_jetski89,0,-270,700,0,0,5,0,0,4,1515,0,37,4,0,0,83
301,wave_jetski89,0,-269,701,0,0,5,0,0,4,1525,1,37,4,0,0,93
302,wave_jetski89,0,-269,703,0,0,5,0,0,4,1535,2,37,5,0,0,100
303,wave_jetski89,0,-269,704,0,0,5,0,0,4,1545,3,37,6,0,0,100
304,wave_jetski89,0,-269,706,0,0,5,0,0,4,1555,4,38,7,0,0,100
305,wave_jetski89,0,-269,707,0,0,5,0,0,4,1565,5,38,8,0,0,100
306,wave_jetski89,0,-269,709,0,0,5,0,0,4,1575,6,38,8,0,0,100
307,wave_jetski89,0,-269,710,0,0,5,0,0,4,1585,7,38,9,0,0,100
308,wave_jetski89,0,-269,712,0,0,5,0,0,4,1605,8,38,10,0,0,100
309,wave_jetski89,0,-269,713,0,0,5,0,0,4,1625,9,39,11,0,0,100
310,wave_jetski89,0,-269,715,0,0,5,0,0,4,1645,10,39,11,0,0,100
311,wave_jetski89,0,-269,717,0,0,5,0,0,4,1665,11,39,12,0,0,100
312,wave_jetski89,0,-269,718,0,0,5,0,0,4,1685,12,39,13,0,0,100
313,wave_jetski89,0,-269,720,0,0,5,0,0,4,1705,13,39,14,0,0,100
314,wave_jetski89,0,-269,721,0,0,5,0,0,4,1725,14,39,15,0,0,100
315,wave_jetski89,0,-269,723,0,0,5,0,0,4,1745,15,40,15,0,0,100
316,wave_jetski89,0,-269,724,0,0,5,0,0,4,1775,16,40,16,0,0,100
