tick,name,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,yaw,grounded,fx_count,kudos,combo,nitro,riskboost,takedowns,skill_driver,crashbreaker,airspeed,air_lift,rotor_rpm,rotor_lift,fuel,cannon,missiles,lock,cargo
113,thunder_chopper89,20,-13,76,3,0,2,0,0,0,0,0,71,0,0,0,0,0,0,0,6792,999,987,80,0,0
114,thunder_chopper89,21,-13,76,3,0,2,0,0,0,0,0,71,0,0,0,0,0,0,0,6792,999,987,80,0,0
115,thunder_chopper89,22,-13,77,3,0,2,0,0,0,0,0,71,0,0,0,0,0,0,0,6792,999,987,80,0,0
116,thunder_chopper89,23,-13,78,3,0,2,0,0,0,0,0,71,0,0,0,0,0,0,0,6792,999,987,80,0,0
117,thunder_chopper89,24,-13,79,3,0,2,0,0,0,0,0,72,0,0,0,0,0,0,0,6792,999,987,80,0,0
118,thunder_chopper89,25,-13,80,3,0,2,0,0,0,0,0,72,0,0,0,0,0,0,0,6792,999,987,80,0,0
119,thunder_chopper89,26,-13,80,3,0,2,0,0,0,0,0,72,0,0,0,0,0,0,0,6792,999,987,80,0,0
120,thunder_chopper89,27,-13,81,3,0,2,0,0,0,0,0,72,0,0,0,0,0,0,0,6792,999,987,80,0,0
121,thunder_chopper89,28,-13,82,3,0,2,0,0,0,0,0,72,0,0,0,0,0,0,0,6792,999,987,80,0,0
122,thunder_chopper89,29,-13,83,3,0,2,0,0,0,0,0,73,0,0,0,0,0,0,0,6792,999,987,80,0,0
123,thunder_chopper89,30,-13,83,3,0,2,0,0,0,0,0,73,0,0,0,0,0,0,0,6792,999,987,80,0,0
124,thunder_chopper89,31,-13,84,3,0,2,0,0,0,0,0,73,0,0,0,0,0,0,0,6792,999,987,80,0,0
125,thunder_chopper89,32,-13,85,3,0,2,0,0,0,0,0,73,0,0,0,0,0,0,0,6792,999,987,80,0,0
126,thunder_chopper89,33,-13,86,3,0,2,0,0,0,0,0,73,0,0,0,0,0,0,0,6792,999,987,80,0,0
127,thunder_chopper89,34,-13,86,3,0,2,0,0,0,0,0,74,0,0,0,0,0,0,0,6792,999,987,80,0,0
128,thunder_chopper89,35,-13,87,3,0,2,0,0,0,0,0,74,0,0,0,0,0,0,0,6792,999,987,80,0,0
129,thunder_chopper89,36,-13,88,3,0,2,0,0,0,0,0,74,0,0,0,0,0,0,0,6792,999,987,80,0,0
130,thunder_chopper89,37,-13,89,3,0,2,0,0,0,0,0,74,0,0,0,0,0,0,0,6792,999,987,80,0,0
131,thunder_chopper89,38,-13,90,3,0,2,0,0,0,0,0,74,0,0,0,0,0,0,0,6792,999,987,80,0,0
132,thunder_chopper89,39,-13,90,3,0,2,0,0,0,0,0,74,0,0,0,0,0,0,0,6792,999,987,80,0,0
133,thunder_chopper89,40,-13,91,3,0,2,0,0,0,0,0,75,0,0,0,0,0,0,0,6792,999,987,80,0,0
134,thunder_chopper89,41,-13,92,3,0,2,0,0,0,0,0,75,0,0,0,0,0,0,0,6792,999,987,80,0,0
135,thunder_chopper89,42,-13,93,3,0,2,0,0,0,0,0,75,0,0,0,0,0,0,0,6792,999,987,80,0,0
136,thunder_chopper89,43,-13,93,3,0,2,0,0,0,0,0,75,0,0,0,0,0,0,0,6792,999,987,80,0,0
137,thunder_chopper89,44,-13,94,3,0,2,0,0,0,0,0,75,0,0,0,0,0,0,0,6792,999,987,80,0,0
138,thunder_chopper89,45,-13,95,3,0,2,0,0,0,0,0,76,0,0,0,0,0,0,0,6792,999,987,80,0,0
139,thunder_chopper89,46,-13,96,3,0,2,0,0,0,0,0,76,0,0,0,0,0,0,0,6792,999,987,80,0,0
140,thunder_chopper89,47,-13,96,3,0,2,0,0,0,0,0,76,0,0,0,0,0,0,0,6792,999,987,80,0,0
141,thunder_chopper89,48,-13,97,3,0,2,0,0,0,0,0,76,0,0,0,0,0,0,0,6792,999,987,80,0,0
142,thunder_chopper89,49,-13,98,3,0,2,0,0,0,0,0,76,0,0,0,0,0,0,0,6792,999,987,80,0,0
143,thunder_chopper89,50,-13,99,3,0,2,0,0,0,0,0,77,0,0,0,0,0,0,0,6792,999,987,80,0,0
144,thunder_chopper89,51,-13,99,3,0,2,0,0,0,0,0,77,0,0,0,0,0,0,0,6792,999,987,80,0,0
145,thunder_chopper89,52,-13,100,3,0,2,0,0,0,0,0,77,0,0,0,0,0,0,0,6792,999,987,80,0,0
146,thunder_chopper89,53,-13,101,3,0,2,0,0,0,0,0,77,0,0,0,0,0,0,0,6792,999,987,80,0,0
147,thunder_chopper89,54,-13,102,3,0,2,0,0,0,0,0,77,0,0,0,0,0,0,0,6792,999,987,80,0,0
148,thunder_chopper89,55,-13,103,3,0,2,0,0,0,0,0,77,0,0,0,0,0,0,0,6792,999,987,80,0,0
149,thunder_chopper89,57,-13,103,3,0,2,0,0,0,0,0,78,0,0,0,0,0,0,0,6792,999,987,80,0,0
150,thunder_chopper89,58,-13,104,3,0,2,0,0,1,0,0,78,0,0,0,0,0,0,0,6792,999,986,80,0,0
151,thunder_chopper89,59,-13,105,3,0,2,0,0,0,0,0,78,0,0,0,0,0,0,0,6792,999,986,80,0,0
152,thunder_chopper89,60,-13,106,3,0,2,0,0,0,0,0,78,0,0,0,0,0,0,0,6792,999,986,80,0,0
153,thunder_chopper89,61,-13,106,3,0,2,0,0,0,0,0,78,0,0,0,0,0,0,0,6792,999,986,80,0,0
154,thunder_chopper89,62,-13,107,3,0,2,0,0,1,0,0,79,0,0,0,0,0,0,0,6792,999,985,80,0,0
155,thunder_chopper89,63,-13,108,3,0,2,0,0,0,0,0,79,0,0,0,0,0,0,0,6792,999,985,80,0,0
156,thunder_chopper89,64,-13,109,3,0,2,0,0,0,0,0,79,0,0,0,0,0,0,0,6792,999,985,80,0,0
157,thunder_chopper89,65,-13,109,3,0,2,0,0,0,0,0,79,0,0,0,0,0,0,0,6792,999,985,80,0,0
158,thunder_chopper89,66,-13,110,3,0,2,0,0,1,0,0,79,0,0,0,0,0,0,0,6792,999,984,80,0,0
159,thunder_chopper89,67,-13,111,3,0,2,0,0,0,0,0,80,0,0,0,0,0,0,0,6792,999,984,80,0,0
160,thunder_chopper89,68,-13,112,3,0,2,0,0,0,0,0,80,0,0,0,0,0,0,0,6792,999,984,80,0,0
161,thunder_chopper89,69,-13,113,3,0,2,0,0,1,0,0,79,0,0,0,0,0,0,0,6792,999,984,80,0,0
162,thunder_chopper89,70,-13,113,3,0,3,0,0,2,0,0,78,0,0,0,0,0,0,0,6797,999,983,80,0,0
163,thunder_chopper89,71,-13,114,3,0,3,0,0,1,0,0,78,0,0,0,0,0,0,0,6801,999,983,80,0,0
164,thunder_chopper89,72,-13,115,3,0,3,0,0,1,0,0,77,0,0,0,0,0,0,0,6806,999,983,80,0,0
165,thunder_chopper89,73,-13,116,3,0,3,0,0,1,0,0,76,0,0,0,0,0,0,0,6810,999,983,80,0,0
166,thunder_chopper89,74,-13,117,3,0,3,0,0,2,0,0,76,0,0,0,0,0,0,0,6814,999,982,80,0,0
167,thunder_chopper89,75,-13,118,3,0,3,0,0,1,0,0,75,0,0,0,0,0,0,0,6817,999,982,80,0,0
168,thunder_chopper89,76,-13,119,3,0,3,0,0,1,0,0,74,0,0,0,0,0,0,0,6820,999,982,80,0,0
169,thunder_chopper89,77,-13,120,3,0,3,0,0,1,0,0,74,0,0,0,0,0,0,0,6823,999,982,80,0,0
170,thunder_chopper89,79,-13,120,3,0,3,0,0,2,0,0,73,0,0,0,0,0,0,0,6826,999,981,80,0,0
171,thunder_chopper89,80,-13,121,3,0,3,0,0,1,0,0,72,0,0,0,0,0,0,0,6829,999,981,80,0,0
172,thunder_chopper89,81,-13,122,3,0,3,0,0,1,0,0,71,0,0,0,0,0,0,0,6832,999,981,80,0,0
173,thunder_chopper89,82,-13,123,3,0,3,0,0,1,0,0,71,0,0,0,0,0,0,0,6834,999,981,80,0,0
174,thunder_chopper89,83,-13,124,3,0,3,0,0,1,0,0,70,0,0,0,0,0,0,0,6836,999,981,80,0,0
175,thunder_chopper89,84,-13,125,3,0,3,0,0,1,0,0,69,0,0,0,0,0,0,0,6838,999,981,80,0,0
176,thunder_chopper89,85,-13,126,3,0,3,0,0,1,0,0,69,0,0,0,0,0,0,0,6841,999,981,80,0,0
177,thunder_chopper89,86,-13,127,3,0,3,0,0,1,0,0,68,0,0,0,0,0,0,0,6842,999,981,80,0,0
178,thunder_chopper89,87,-13,129,3,0,3,0,0,1,0,0,67,0,0,0,0,0,0,0,6844,999,981,80,0,0
179,thunder_chopper89,88,-13,130,3,0,3,0,0,1,0,0,67,0,0,0,0,0,0,0,6846,999,981,80,0,0
180,thunder_chopper89,89,-13,131,3,0,3,0,0,1,0,0,66,0,0,0,0,0,0,0,6847,999,981,80,0,0
181,thunder_chopper89,90,-13,132,3,0,3,0,0,1,0,0,65,0,0,0,0,0,0,0,6849,999,981,80,0,0
182,thunder_chopper89,91,-13,133,3,0,4,0,0,1,0,0,65,0,0,0,0,0,0,0,6850,999,981,80,0,0
183,thunder_chopper89,92,-13,134,3,0,4,0,0,1,0,0,64,0,0,0,0,0,0,0,6852,999,981,80,0,0
184,thunder_chopper89,93,-13,135,3,0,4,0,0,1,0,0,63,0,0,0,0,0,0,0,6853,999,981,80,0,0
185,thunder_chopper89,94,-13,136,3,0,4,0,0,1,0,0,63,0,0,0,0,0,0,0,6854,999,981,80,0,0
186,thunder_chopper89,95,-13,137,3,0,4,0,0,1,0,0,62,0,0,0,0,0,0,0,6855,999,981,80,0,0
187,thunder_chopper89,96,-13,138,3,0,4,0,0,1,0,0,61,0,0,0,0,0,0,0,6856,999,981,80,0,0
188,thunder_chopper89,97,-13,139,3,0,4,0,0,1,0,0,60,0,0,0,0,0,0,0,6857,999,981,80,0,0
189,thunder_chopper89,98,-13,140,3,0,4,0,0,1,0,0,60,0,0,0,0,0,0,0,6858,999,981,80,0,0
190,thunder_chopper89,99,-13,141,3,0,4,0,0,1,0,0,59,0,0,0,0,0,0,0,6858,999,981,80,0,0
191,thunder_chopper89,100,-13,143,3,0,4,0,0,1,0,0,58,0,0,0,0,0,0,0,6859,999,981,80,0,0
192,thunder_chopper89,102,-13,144,3,0,4,0,0,1,0,0,58,0,0,0,0,0,0,0,6860,999,981,80,0,0
193,thunder_chopper89,103,-13,145,3,0,4,0,0,1,0,0,57,0,0,0,0,0,0,0,6861,999,981,80,0,0
194,thunder_chopper89,104,-13,146,3,0,4,0,0,1,0,0,56,0,0,0,0,0,0,0,6861,999,981,80,0,0
195,thunder_chopper89,105,-13,147,3,0,4,0,0,1,0,0,56,0,0,0,0,0,0,0,6862,999,981,80,0,0
196,thunder_chopper89,106,-13,148,3,0,4,0,0,1,0,0,55,0,0,0,0,0,0,0,6862,999,981,80,0,0
197,thunder_chopper89,107,-13,149,3,0,4,0,0,1,0,0,54,0,0,0,0,0,0,0,6863,999,981,80,0,0
198,thunder_chopper89,108,-13,150,3,0,4,0,0,1,0,0,54,0,0,0,0,0,0,0,6863,999,981,80,0,0
199,thunder_chopper89,109,-13,152,3,0,4,0,0,1,0,0,53,0,0,0,0,0,0,0,6864,999,981,80,0,0
200,thunder_chopper89,110,-13,153,3,0,4,0,0,1,0,0,52,0,0,0,0,0,0,0,6864,999,981,80,0,0
201,thunder_chopper89,111,-13,154,3,0,4,0,0,1,0,0,52,0,0,0,0,0,0,0,6865,999,981,80,0,0
202,thunder_chopper89,112,-13,155,3,0,4,0,0,1,0,0,51,0,0,0,0,0,0,0,6865,999,981,80,0,0
203,thunder_chopper89,113,-13,156,3,0,4,0,0,1,0,0,50,0,0,0,0,0,0,0,6865,999,981,80,0,0
204,thunder_chopper89,114,-13,157,3,0,4,0,0,1,0,0,49,0,0,0,0,0,0,0,6866,999,981,80,0,0
205,thunder_chopper89,115,-13,158,3,0,4,0,0,1,0,0,49,0,0,0,0,0,0,0,6866,999,981,80,0,0
206,thunder_chopper89,116,-13,160,3,0,4,0,0,1,0,0,48,0,0,0,0,0,0,0,6866,999,981,80,0,0
207,thunder_chopper89,117,-13,161,3,0,4,0,0,1,0,0,47,0,0,0,0,0,0,0,6867,999,981,80,0,0
208,thunder_chopper89,118,-13,162,3,0,4,0,0,1,0,0,47,0,0,0,0,0,0,0,6867,999,981,80,0,0
209,thunder_chopper89,119,-13,163,3,0,4,0,0,1,0,0,46,0,0,0,0,0,0,0,6867,999,981,80,0,0
210,thunder_chopper89,120,-13,164,3,0,4,0,0,1,0,0,45,0,0,0,0,0,0,0,6867,999,981,80,0,0
211,thunder_chopper89,121,-13,165,3,0,4,0,0,1,0,0,45,0,0,0,0,0,0,0,6867,999,981,80,0,0
212,thunder_chopper89,122,-13,166,3,0,4,0,0,1,0,0,44,0,0,0,0,0,0,0,6867,999,981,80,0,0
213,thunder_chopper89,124,-13,168,3,0,4,0,0,1,0,0,43,0,0,0,0,0,0,0,6868,999,981,80,0,0
214,thunder_chopper89,125,-13,169,3,0,4,0,0,1,0,0,43,0,0,0,0,0,0,0,6868,999,981,80,0,0
215,thunder_chopper89,126,-13,170,3,0,4,0,0,1,0,0,42,0,0,0,0,0,0,0,6868,999,981,80,0,0
216,thunder_chopper89,127,-13,171,3,0,4,0,0,1,0,0,41,0,0,0,0,0,0,0,6868,999,981,80,0,0
