tick,name,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,yaw,grounded,fx_count,kudos,combo,nitro,riskboost,takedowns,skill_driver,crashbreaker,airspeed,air_lift,rotor_rpm,rotor_lift,fuel,cannon,missiles,lock,cargo,av_lock,threat,engine_dead,ctrl_loss,mission_score,medal,wing_score,shield,laser,heat
45,longbow_campaign89,0,-678,4,0,-73,0,0,0,0,0,0,58,0,0,0,0,0,0,0,22973,98,295,16,0,0,0,0,0,0,0,0,0,100,100,0
46,longbow_campaign89,0,-698,4,0,-73,0,0,0,0,0,0,58,0,0,0,0,0,0,0,23430,98,295,16,0,0,0,0,0,0,0,0,0,100,100,0
47,longbow_campaign89,0,-717,4,0,-73,0,0,0,0,0,0,59,0,0,0,0,0,0,0,23886,98,295,16,0,0,0,0,0,0,0,0,0,100,100,0
48,longbow_campaign89,0,-737,5,0,-73,0,0,0,0,0,0,59,0,0,0,0,0,0,0,24342,98,295,16,0,0,0,0,0,0,0,0,0,100,100,0
49,longbow_campaign89,0,-756,5,0,-73,0,0,0,0,0,0,59,0,0,0,0,0,0,0,24798,98,295,16,0,0,0,0,0,0,0,0,0,100,100,0
50,longbow_campaign89,0,-776,5,0,-73,0,0,0,0,0,0,59,0,0,0,0,0,0,0,25253,98,295,16,0,0,0,0,0,0,0,0,0,100,100,0
51,longbow_campaign89,0,-795,5,0,-73,0,0,0,0,0,0,59,0,0,0,0,0,0,0,25708,97,295,16,0,0,0,0,0,0,0,0,0,100,100,0
52,longbow_campaign89,0,-815,5,0,-73,0,0,0,0,0,0,59,0,0,0,0,0,0,0,26163,97,295,16,0,0,0,0,0,0,0,0,0,100,100,0
53,longbow_campaign89,0,-834,5,0,-73,0,0,0,0,0,0,60,0,0,0,0,0,0,0,26616,97,295,16,0,0,0,0,0,0,0,0,0,100,100,0
54,longbow_campaign89,0,-854,5,0,-72,0,0,0,0,0,0,60,0,0,0,0,0,0,0,27069,97,295,16,0,0,0,0,0,0,0,0,0,100,100,0
55,longbow_campaign89,0,-873,6,0,-72,0,0,0,0,0,0,60,0,0,0,0,0,0,0,27521,97,295,16,0,0,0,0,0,0,0,0,0,100,100,0
56,longbow_campaign89,0,-893,6,0,-72,0,0,0,0,0,0,60,0,0,0,0,0,0,0,27973,97,295,16,0,0,0,0,0,0,0,0,0,100,100,0
57,longbow_campaign89,0,-912,6,0,-72,0,0,0,0,0,0,60,0,0,0,0,0,0,0,28423,97,295,16,0,0,0,0,0,0,0,0,0,100,100,0
58,longbow_campaign89,0,-931,6,0,-72,0,0,0,0,0,0,61,0,0,0,0,0,0,0,28872,97,295,16,0,0,0,0,0,0,0,0,0,100,100,0
59,longbow_campaign89,0,-951,6,0,-72,0,0,0,0,0,0,61,0,0,0,0,0,0,0,29320,97,295,16,0,0,0,0,0,0,0,0,0,100,100,0
60,longbow_campaign89,0,-970,6,0,-71,0,0,0,0,0,0,61,0,0,0,0,0,0,0,29767,97,295,16,0,0,0,0,0,0,0,0,0,100,100,0
61,longbow_campaign89,0,-989,6,0,-71,0,0,0,0,0,0,61,0,0,0,0,0,0,0,30213,97,295,16,0,0,0,0,0,0,0,0,0,100,100,0
62,longbow_campaign89,0,-1008,7,0,-71,0,0,0,0,0,0,61,0,0,0,0,0,0,0,30658,97,295,16,0,0,0,0,0,0,0,0,0,100,100,0
63,longbow_campaign89,0,-1027,7,0,-71,0,0,0,0,0,0,62,0,0,0,0,0,0,0,31101,97,295,16,0,0,0,0,0,0,0,0,0,100,100,0
64,longbow_campaign89,0,-1046,7,0,-71,0,0,0,0,0,0,62,0,0,0,0,0,0,0,31543,97,295,16,0,0,0,0,0,0,0,0,0,100,100,0
65,longbow_campaign89,0,-1065,7,0,-70,0,0,0,0,0,0,62,0,0,0,0,0,0,0,31984,97,295,16,0,0,0,0,0,0,0,0,0,100,100,0
66,longbow_campaign89,0,-1084,7,0,-70,0,0,0,0,0,0,62,0,0,0,0,0,0,0,32423,97,295,16,0,0,0,0,0,0,0,0,0,100,100,0
67,longbow_campaign89,0,-1102,7,0,-70,0,0,0,0,0,0,62,0,0,0,0,0,0,0,32861,97,295,16,0,0,0,0,0,0,0,0,0,100,100,0
68,longbow_campaign89,0,-1121,7,0,-70,0,0,0,0,0,0,62,0,0,0,0,0,0,0,33297,97,295,16,0,0,0,0,0,0,0,0,0,100,100,0
69,longbow_campaign89,0,-1140,8,0,-69,0,0,0,0,0,0,63,0,0,0,0,0,0,0,33732,97,295,16,0,0,0,0,0,0,0,0,0,100,100,0
70,longbow_campaign89,0,-1158,8,0,-69,0,0,0,0,0,0,63,0,0,0,0,0,0,0,34166,97,295,16,0,0,0,0,0,0,0,0,0,100,100,0
71,longbow_campaign89,0,-1177,8,0,-69,0,0,0,0,0,0,63,0,0,0,0,0,0,0,34598,97,295,16,0,0,0,0,0,0,0,0,0,100,100,0
72,longbow_campaign89,0,-1195,8,0,-69,0,0,0,0,0,0,63,0,0,0,0,0,0,0,35028,97,295,16,0,0,0,0,0,0,0,0,0,100,100,0
73,longbow_campaign89,0,-1214,8,0,-68,0,0,0,0,0,0,63,0,0,0,0,0,0,0,35457,97,295,16,0,0,0,0,0,0,0,0,0,100,100,0
74,longbow_campaign89,0,-1232,8,0,-68,0,0,0,0,0,0,64,0,0,0,0,0,0,0,35884,97,295,16,0,0,0,0,0,0,0,0,0,100,100,0
75,longbow_campaign89,0,-1250,8,0,-68,0,0,0,1,0,0,64,0,0,0,0,0,0,0,36310,97,294,16,0,0,0,0,0,0,0,0,0,100,100,0
76,longbow_campaign89,0,-1268,8,0,-68,0,0,0,0,0,0,64,0,0,0,0,0,0,0,36734,96,294,16,0,0,0,0,0,0,0,0,0,100,100,0
77,longbow_campaign89,0,-1287,9,0,-67,0,0,0,0,0,0,64,0,0,0,0,0,0,0,37156,96,294,16,0,0,0,0,0,0,0,0,0,100,100,0
78,longbow_campaign89,0,-1305,9,0,-67,0,0,0,0,0,0,64,0,0,0,0,0,0,0,37577,96,294,16,0,0,0,0,0,0,0,0,0,100,100,0
79,longbow_campaign89,0,-1323,9,0,-67,0,0,0,0,0,0,65,0,0,0,0,0,0,0,37996,96,294,16,0,0,0,0,0,0,0,0,0,100,100,0
80,longbow_campaign89,0,-1340,9,0,-67,0,0,0,1,0,0,65,0,0,0,0,0,0,0,38413,96,293,16,0,0,0,0,0,0,0,0,0,100,100,0
81,longbow_campaign89,0,-1358,9,0,-66,0,0,0,0,0,0,65,0,0,0,0,0,0,0,38829,96,293,16,0,0,0,0,0,0,0,0,0,100,100,0
82,longbow_campaign89,0,-1376,9,0,-66,0,0,0,0,0,0,65,0,0,0,0,0,0,0,39243,96,293,16,0,0,0,0,0,0,0,0,0,100,100,0
83,longbow_campaign89,0,-1394,9,0,-66,0,0,0,0,0,0,65,0,0,0,0,0,0,0,39655,96,293,16,0,0,0,0,0,0,0,0,0,100,100,0
84,longbow_campaign89,0,-1411,10,0,-65,0,0,0,0,0,0,65,0,0,0,0,0,0,0,40066,96,293,16,0,0,0,0,0,0,0,0,0,100,100,0
85,longbow_campaign89,0,-1429,10,0,-65,0,0,0,1,0,0,66,0,0,0,0,0,0,0,40475,96,292,16,0,0,0,0,0,0,0,0,0,100,100,0
86,longbow_campaign89,0,-1446,10,0,-65,0,0,0,0,0,0,66,0,0,0,0,0,0,0,40882,96,292,16,0,0,0,0,0,0,0,0,0,100,100,0
87,longbow_campaign89,0,-1464,10,0,-65,0,0,0,0,0,0,66,0,0,0,0,0,0,0,41287,96,292,16,0,0,0,0,0,0,0,0,0,100,100,0
88,longbow_campaign89,0,-1481,10,0,-64,0,0,0,0,0,0,66,0,0,0,0,0,0,0,41691,96,292,16,0,0,0,0,0,0,0,0,0,100,100,0
89,longbow_campaign89,0,-1498,10,0,-64,0,0,0,0,0,0,66,0,0,0,0,0,0,0,42093,96,292,16,0,0,0,0,0,0,0,0,0,100,100,0
90,longbow_campaign89,0,-1515,10,0,-64,0,0,0,1,0,0,67,0,0,0,0,0,0,0,42493,96,291,16,0,0,0,40,0,0,0,0,0,100,100,0
91,longbow_campaign89,0,-1532,11,0,-64,0,0,0,0,0,0,67,0,0,0,0,0,0,0,42892,96,291,16,0,0,0,40,0,0,0,0,0,100,100,0
92,longbow_campaign89,0,-1549,11,0,-63,0,0,0,0,0,0,67,0,0,0,0,0,0,0,43289,96,291,16,0,0,0,40,0,0,0,0,0,100,100,0
93,longbow_campaign89,0,-1566,11,0,-63,0,0,0,0,0,0,67,0,0,0,0,0,0,0,43684,96,291,16,0,0,0,40,0,0,0,0,0,100,100,0
94,longbow_campaign89,1,-1583,11,0,-63,0,0,0,0,0,0,67,0,0,0,0,0,0,0,44077,96,291,16,0,0,0,40,0,0,0,0,0,100,100,0
95,longbow_campaign89,1,-1600,11,0,-62,0,0,0,1,0,0,68,0,0,0,0,0,0,0,44469,96,290,16,0,0,0,40,0,0,0,0,0,100,100,0
96,longbow_campaign89,1,-1617,11,0,-62,0,0,0,1,0,0,68,0,0,0,0,0,0,0,44859,96,290,16,0,0,0,40,0,0,0,0,0,100,100,0
97,longbow_campaign89,1,-1633,11,0,-62,0,0,0,0,0,0,68,0,0,0,0,0,0,0,45247,96,290,16,0,0,0,40,0,0,0,0,0,100,100,0
98,longbow_campaign89,1,-1650,12,0,-62,0,0,0,0,0,0,68,0,0,0,0,0,0,0,45634,96,290,16,0,0,0,40,0,0,0,0,0,100,100,0
99,longbow_campaign89,1,-1666,12,0,-61,0,0,0,0,0,0,68,0,0,0,0,0,0,0,46019,96,290,16,0,0,0,40,0,0,0,0,0,100,100,0
100,longbow_campaign89,1,-1683,12,0,-61,0,0,0,0,0,0,68,0,0,0,0,0,0,0,46402,96,290,16,0,0,0,40,0,0,0,0,0,100,100,0
101,longbow_campaign89,2,-1699,12,0,-61,0,0,0,0,0,0,69,0,0,0,0,0,0,0,46783,96,290,16,0,0,0,40,0,0,0,0,0,100,100,0
102,longbow_campaign89,2,-1715,12,0,-60,0,0,0,0,0,0,69,0,0,0,0,0,0,0,47163,95,290,16,0,0,0,40,0,0,0,0,0,100,100,0
103,longbow_campaign89,2,-1732,12,0,-60,0,0,0,0,0,0,69,0,0,0,0,0,0,0,47541,95,290,16,0,0,0,40,0,0,0,0,0,100,100,0
104,longbow_campaign89,2,-1748,12,0,-60,0,0,0,0,0,0,69,0,0,0,0,0,0,0,47918,95,290,16,0,0,0,40,0,0,0,0,0,100,100,0
105,longbow_campaign89,2,-1764,13,0,-60,0,0,0,0,0,0,69,0,0,0,0,0,0,0,48292,95,290,16,0,0,0,40,0,0,0,0,0,100,100,0
106,longbow_campaign89,2,-1780,13,0,-59,0,0,0,0,0,0,70,0,0,0,0,0,0,0,48665,95,290,16,0,0,0,40,0,0,0,0,0,100,100,0
107,longbow_campaign89,3,-1796,13,0,-59,0,0,0,0,0,0,70,0,0,0,0,0,0,0,49036,95,290,16,0,0,0,40,0,0,0,0,0,100,100,0
108,longbow_campaign89,3,-1811,13,0,-59,0,0,0,0,0,0,70,0,0,0,0,0,0,0,49406,95,290,16,0,0,0,40,0,0,0,0,0,100,100,0
109,longbow_campaign89,3,-1827,13,0,-59,0,0,0,0,0,0,70,0,0,0,0,0,0,0,49774,95,290,16,0,0,0,40,0,0,0,0,0,100,100,0
110,longbow_campaign89,3,-1843,13,0,-58,0,0,0,0,0,0,70,0,0,0,0,0,0,0,50140,95,290,16,0,0,0,40,0,0,0,0,0,100,100,0
111,longbow_campaign89,3,-1858,13,0,-58,0,0,0,0,0,0,71,0,0,0,0,0,0,0,50505,95,290,16,0,0,0,40,0,0,0,0,0,100,100,0
112,longbow_campaign89,3,-1874,14,0,-58,0,0,0,1,0,0,71,0,0,0,0,0,0,0,50868,95,290,16,0,0,0,40,0,0,0,0,0,100,100,0
113,longbow_campaign89,4,-1889,14,0,-58,0,0,0,0,0,0,71,0,0,0,0,0,0,0,51229,95,290,16,0,0,0,40,0,0,0,0,0,100,100,0
114,longbow_campaign89,4,-1905,14,0,-57,0,0,0,0,0,0,71,0,0,0,0,0,0,0,51588,95,290,16,0,0,0,40,0,0,0,0,0,100,100,0
115,longbow_campaign89,4,-1920,14,0,-57,0,0,0,0,0,0,71,0,0,0,0,0,0,0,51946,95,290,16,0,0,0,40,0,0,0,0,0,100,100,0
116,longbow_campaign89,4,-1935,14,0,-57,0,0,0,0,0,0,71,0,0,0,0,0,0,0,52303,95,290,16,0,0,0,40,0,0,0,0,0,100,100,0
117,longbow_campaign89,4,-1951,14,0,-56,0,0,0,0,0,0,72,0,0,0,0,0,0,0,52657,95,290,16,0,0,0,40,0,0,0,0,0,100,100,0
118,longbow_campaign89,5,-1966,14,0,-56,0,0,0,0,0,0,72,0,0,0,0,0,0,0,53011,95,290,16,0,0,0,40,0,0,0,0,0,100,100,0
119,longbow_campaign89,5,-1981,15,0,-56,0,0,0,0,0,0,72,0,0,0,0,0,0,0,53362,95,290,16,0,0,0,40,0,0,0,0,0,100,100,0
120,longbow_campaign89,5,-1996,15,0,-56,0,0,0,0,0,0,72,0,0,0,0,0,0,0,53712,95,290,16,0,0,0,40,0,0,0,0,0,100,100,0
121,longbow_campaign89,5,-2011,15,0,-55,0,0,0,0,0,0,72,0,0,0,0,0,0,0,54060,95,290,16,0,0,0,40,0,0,0,0,0,100,100,0
122,longbow_campaign89,5,-2026,15,0,-55,0,0,0,0,0,0,73,0,0,0,0,0,0,0,54407,95,290,16,0,0,0,40,0,0,0,0,0,100,100,0
123,longbow_campaign89,6,-2040,15,0,-55,0,0,0,0,0,0,73,0,0,0,0,0,0,0,54752,95,290,16,0,0,0,40,0,0,0,0,0,100,100,0
124,longbow_campaign89,6,-2055,15,0,-55,0,0,0,0,0,0,73,0,0,0,0,0,0,0,55095,95,290,16,0,0,0,40,0,0,0,0,0,100,100,0
125,longbow_campaign89,6,-2070,15,0,-54,0,0,0,0,0,0,73,0,0,0,0,0,0,0,55437,95,290,16,0,0,0,40,0,0,0,0,0,100,100,0
126,longbow_campaign89,6,-2084,16,0,-54,0,0,0,0,0,0,73,0,0,0,0,0,0,0,55777,95,290,16,0,0,0,40,0,0,0,0,0,100,100,0
127,longbow_campaign89,6,-2099,16,0,-54,0,0,0,0,0,0,74,0,0,0,0,0,0,0,56116,95,290,16,0,0,0,40,0,0,0,0,0,100,100,0
128,longbow_campaign89,7,-2113,16,0,-54,0,0,0,1,0,0,74,0,0,0,0,0,0,0,56453,94,290,16,0,0,0,40,0,0,0,0,0,100,100,0
129,longbow_campaign89,7,-2128,16,0,-53,0,0,0,0,0,0,74,0,0,0,0,0,0,0,56789,94,290,16,0,0,0,40,0,0,0,0,0,100,100,0
130,longbow_campaign89,7,-2142,16,0,-53,0,0,0,0,0,0,74,0,0,0,0,0,0,0,57123,94,290,16,0,0,0,40,0,0,0,0,0,100,100,0
131,longbow_campaign89,7,-2156,16,0,-53,0,0,0,0,0,0,74,0,0,0,0,0,0,0,57455,94,290,16,0,0,0,40,0,0,0,0,0,100,100,0
132,longbow_campaign89,7,-2170,16,0,-53,0,0,0,0,0,0,74,0,0,0,0,0,0,0,57786,94,290,16,0,0,0,40,0,0,0,0,0,100,100,0
133,longbow_campaign89,8,-2184,17,0,-52,0,0,0,0,0,0,75,0,0,0,0,0,0,0,58115,94,290,16,0,0,0,40,0,0,0,0,0,100,100,0
134,longbow_campaign89,8,-2198,17,0,-52,0,0,0,0,0,0,75,0,0,0,0,0,0,0,58443,94,290,16,0,0,0,40,0,0,0,0,0,100,100,0
135,longbow_campaign89,8,-2212,17,0,-52,0,0,0,0,0,0,75,0,0,0,0,0,0,0,58769,94,290,16,0,0,0,40,0,0,0,0,0,100,100,0
136,longbow_campaign89,8,-2226,17,0,-52,0,0,0,0,0,0,75,0,0,0,0,0,0,0,59094,94,290,16,0,0,0,40,0,0,0,0,0,100,100,0
137,longbow_campaign89,8,-2240,17,0,-51,0,0,0,0,0,0,75,0,0,0,0,0,0,0,59418,94,290,16,0,0,0,40,0,0,0,0,0,100,100,0
138,longbow_campaign89,9,-2254,17,0,-51,0,0,0,0,0,0,76,0,0,0,0,0,0,0,59739,94,290,16,0,0,0,40,0,0,0,0,0,100,100,0
139,longbow_campaign89,9,-2268,17,0,-51,0,0,0,0,0,0,76,0,0,0,0,0,0,0,60060,94,290,16,0,0,0,40,0,0,0,0,0,100,100,0
140,longbow_campaign89,9,-2281,17,0,-51,0,0,0,0,0,0,76,0,0,0,0,0,0,0,60378,94,290,16,0,0,0,40,0,0,0,0,0,100,100,0
141,longbow_campaign89,9,-2295,18,0,-50,0,0,0,0,0,0,76,0,0,0,0,0,0,0,60696,94,290,16,0,0,0,40,0,0,0,0,0,100,100,0
142,longbow_campaign89,9,-2308,18,0,-50,0,0,0,0,0,0,76,0,0,0,0,0,0,0,61012,94,290,16,0,0,0,40,0,0,0,0,0,100,100,0
143,longbow_campaign89,10,-2322,18,0,-50,0,0,0,0,0,0,77,0,0,0,0,0,0,0,61326,94,290,16,0,0,0,40,0,0,0,0,0,100,100,0
144,longbow_campaign89,10,-2335,18,0,-50,0,0,0,1,0,0,77,0,0,0,0,0,0,0,61639,94,290,16,0,0,0,40,0,0,0,0,0,100,100,0
145,longbow_campaign89,10,-2349,18,0,-50,0,0,0,0,0,0,77,0,0,0,0,0,0,0,61950,94,290,16,0,0,0,40,0,0,0,0,0,100,100,0
146,longbow_campaign89,10,-2362,18,0,-49,0,0,0,0,0,0,77,0,0,0,0,0,0,0,62260,94,290,16,0,0,0,40,0,0,0,0,0,100,100,0
147,longbow_campaign89,10,-2375,18,0,-49,0,0,0,0,0,0,77,0,0,0,0,0,0,0,62569,94,290,16,0,0,0,40,0,0,0,0,0,100,100,0
148,longbow_campaign89,11,-2388,19,0,-49,0,0,0,0,0,0,77,0,0,0,0,0,0,0,62876,94,290,16,0,0,0,40,0,0,0,0,0,100,100,0
149,longbow_campaign89,11,-2401,19,0,-49,0,0,0,0,0,0,78,0,0,0,0,0,0,0,63182,94,290,16,0,0,0,40,0,0,0,0,0,100,100,0
150,longbow_campaign89,11,-2414,19,0,-48,0,0,0,1,0,0,78,0,0,0,0,0,0,0,63486,94,289,16,0,0,0,40,0,0,0,0,0,100,100,0
151,longbow_campaign89,11,-2427,19,0,-48,0,0,0,0,0,0,78,0,0,0,0,0,0,0,63789,94,289,16,0,0,0,40,0,0,0,0,0,100,100,0
152,longbow_campaign89,11,-2440,19,0,-48,0,0,0,0,0,0,78,0,0,0,0,0,0,0,64091,94,289,16,0,0,0,40,0,0,0,0,0,100,100,0
153,longbow_campaign89,12,-2453,19,0,-48,0,0,0,0,0,0,78,0,0,0,0,0,0,0,64391,93,289,16,0,0,0,40,0,0,0,0,0,100,100,0
154,longbow_campaign89,12,-2466,19,0,-47,0,0,0,0,0,0,79,0,0,0,0,0,0,0,64689,93,289,16,0,0,0,40,0,0,0,0,0,100,100,0
155,longbow_campaign89,12,-2479,20,0,-47,0,0,0,1,0,0,79,0,0,0,0,0,0,0,64987,93,288,16,0,0,0,40,0,0,0,0,0,100,100,0
156,longbow_campaign89,12,-2491,20,0,-47,0,0,0,0,0,0,79,0,0,0,0,0,0,0,65283,93,288,16,0,0,0,40,0,0,0,0,0,100,100,0
157,longbow_campaign89,12,-2504,20,0,-47,0,0,0,0,0,0,79,0,0,0,0,0,0,0,65577,93,288,16,0,0,0,40,0,0,0,0,0,100,100,0
158,longbow_campaign89,13,-2516,20,0,-47,0,0,0,0,0,0,79,0,0,0,0,0,0,0,65870,93,288,16,0,0,0,40,0,0,0,0,0,100,100,0
159,longbow_campaign89,13,-2529,20,0,-46,0,0,0,0,0,0,80,0,0,0,0,0,0,0,66162,93,288,16,0,0,0,40,0,0,0,0,0,100,100,0
160,longbow_campaign89,13,-2541,20,0,-46,0,0,0,2,0,0,80,0,0,0,0,0,0,0,66452,93,287,16,0,0,0,40,0,0,0,0,0,100,100,0
