tick,name,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,yaw,grounded,fx_count,kudos,combo,nitro,riskboost,takedowns,skill_driver,crashbreaker,airspeed,air_lift,rotor_rpm,rotor_lift,fuel,cannon,missiles,lock,cargo
54,fs_lightplane89,0,-946,173,0,-85,8,0,0,0,160,18,60,7,0,0,92,89,44,0,0,96,0,0,0,0
55,fs_lightplane89,0,-969,175,0,-85,7,0,0,0,160,18,60,7,0,0,92,89,44,0,0,96,0,0,0,0
56,fs_lightplane89,0,-992,177,0,-85,7,0,0,0,160,18,60,7,0,0,92,89,44,0,0,96,0,0,0,0
57,fs_lightplane89,0,-1014,180,0,-85,7,0,0,0,160,18,60,7,0,0,92,89,44,0,0,96,0,0,0,0
58,fs_lightplane89,0,-1037,182,0,-85,7,0,0,0,160,18,61,7,0,0,92,89,44,0,0,96,0,0,0,0
59,fs_lightplane89,0,-1060,184,0,-85,7,0,0,0,160,18,61,7,0,0,92,89,44,0,0,96,0,0,0,0
60,fs_lightplane89,0,-1083,186,0,-86,7,0,0,0,160,18,61,7,0,0,92,89,44,0,0,96,0,0,0,0
61,fs_lightplane89,0,-1106,188,0,-86,7,0,0,0,160,18,61,7,0,0,93,89,44,0,0,96,0,0,0,0
62,fs_lightplane89,0,-1129,190,0,-86,7,0,0,0,160,18,61,7,0,0,93,90,44,0,0,96,0,0,0,0
63,fs_lightplane89,0,-1152,192,0,-86,7,0,0,0,160,18,62,7,0,0,93,90,44,0,0,96,0,0,0,0
64,fs_lightplane89,0,-1175,194,0,-86,7,0,0,0,160,18,62,7,0,0,93,90,44,0,0,96,0,0,0,0
65,fs_lightplane89,0,-1198,196,0,-86,7,0,0,0,160,18,62,7,0,0,93,90,44,0,0,96,0,0,0,0
66,fs_lightplane89,0,-1221,198,0,-86,7,0,0,0,160,18,62,7,0,0,93,90,44,0,0,96,0,0,0,0
67,fs_lightplane89,0,-1244,200,0,-86,7,0,0,0,160,18,62,7,0,0,93,90,44,0,0,96,0,0,0,0
68,fs_lightplane89,0,-1268,203,0,-86,7,0,0,0,160,18,62,7,0,0,93,90,44,0,0,95,0,0,0,0
69,fs_lightplane89,0,-1291,205,0,-86,7,0,0,0,160,18,63,7,0,0,93,90,44,0,0,95,0,0,0,0
70,fs_lightplane89,0,-1314,207,0,-86,7,0,0,0,160,18,63,7,0,0,93,90,44,0,0,95,0,0,0,0
71,fs_lightplane89,0,-1337,209,0,-86,7,0,0,0,160,18,63,7,0,0,93,90,44,0,0,95,0,0,0,0
72,fs_lightplane89,0,-1360,211,0,-86,7,0,0,0,160,18,63,7,0,0,93,90,44,0,0,95,0,0,0,0
73,fs_lightplane89,0,-1383,213,0,-86,7,0,0,0,160,18,63,7,0,0,93,90,44,0,0,95,0,0,0,0
74,fs_lightplane89,0,-1406,215,0,-86,7,0,0,0,160,18,64,7,0,0,93,90,44,0,0,95,0,0,0,0
75,fs_lightplane89,0,-1430,217,0,-86,7,0,0,0,160,18,64,7,0,0,93,90,44,0,0,95,0,0,0,0
76,fs_lightplane89,0,-1453,219,0,-86,7,0,0,0,160,18,64,7,0,0,94,90,44,0,0,95,0,0,0,0
77,fs_lightplane89,0,-1476,221,0,-86,7,0,0,0,160,18,64,7,0,0,94,90,44,0,0,95,0,0,0,0
78,fs_lightplane89,0,-1499,223,0,-87,7,0,0,0,160,18,64,7,0,0,94,90,44,0,0,95,0,0,0,0
79,fs_lightplane89,0,-1522,225,0,-87,7,0,0,0,160,18,65,7,0,0,94,90,44,0,0,95,0,0,0,0
80,fs_lightplane89,0,-1546,227,0,-87,7,0,0,0,160,18,65,7,0,0,94,90,44,0,0,95,0,0,0,0
81,fs_lightplane89,0,-1569,229,0,-87,7,0,0,0,160,0,65,7,0,0,94,90,44,0,0,95,0,0,0,0
82,fs_lightplane89,0,-1592,231,0,-87,7,0,0,0,160,0,65,7,0,0,94,90,44,0,0,95,0,0,0,0
83,fs_lightplane89,0,-1615,233,0,-87,7,0,0,0,160,0,65,7,0,0,94,90,44,0,0,95,0,0,0,0
84,fs_lightplane89,0,-1638,235,0,-87,7,0,0,0,160,0,65,7,0,0,94,90,44,0,0,95,0,0,0,0
85,fs_lightplane89,0,-1662,237,0,-87,7,0,0,0,160,0,66,7,0,0,94,90,44,0,0,94,0,0,0,0
86,fs_lightplane89,0,-1685,239,0,-87,7,0,0,0,160,0,66,7,0,0,94,90,44,0,0,94,0,0,0,0
87,fs_lightplane89,0,-1708,241,0,-87,7,0,0,0,160,0,66,7,0,0,94,91,44,0,0,94,0,0,0,0
88,fs_lightplane89,0,-1731,243,0,-87,7,0,0,0,160,0,66,7,0,0,94,91,44,0,0,94,0,0,0,0
89,fs_lightplane89,0,-1755,246,0,-87,7,0,0,0,160,0,66,7,0,0,94,91,44,0,0,94,0,0,0,0
90,fs_lightplane89,0,-1778,248,0,-87,7,0,0,0,160,0,67,7,0,0,94,91,44,0,0,94,0,0,0,0
91,fs_lightplane89,0,-1801,250,0,-87,7,0,0,0,160,0,67,7,0,0,94,91,44,0,0,94,0,0,0,0
92,fs_lightplane89,0,-1824,252,0,-87,7,0,0,0,160,0,67,7,0,0,94,91,44,0,0,94,0,0,0,0
93,fs_lightplane89,0,-1848,254,0,-87,7,0,0,0,160,0,67,7,0,0,94,91,44,0,0,94,0,0,0,0
94,fs_lightplane89,0,-1871,256,0,-87,7,0,0,0,160,0,67,7,0,0,94,91,44,0,0,94,0,0,0,0
95,fs_lightplane89,0,-1894,258,0,-87,7,0,0,0,160,0,68,7,0,0,94,91,44,0,0,94,0,0,0,0
96,fs_lightplane89,0,-1918,260,0,-87,7,0,0,0,160,0,68,7,0,0,94,91,44,0,0,94,0,0,0,0
97,fs_lightplane89,0,-1941,262,0,-87,7,0,0,0,160,0,68,7,0,0,94,91,44,0,0,94,0,0,0,0
98,fs_lightplane89,0,-1964,264,0,-87,7,0,0,0,160,0,68,7,0,0,94,91,44,0,0,94,0,0,0,0
99,fs_lightplane89,0,-1987,266,0,-87,7,0,0,0,160,0,68,7,0,0,94,91,44,0,0,94,0,0,0,0
100,fs_lightplane89,0,-2011,268,0,-87,7,0,0,0,160,0,68,7,0,0,94,91,44,0,0,94,0,0,0,0
101,fs_lightplane89,0,-2034,270,0,-87,7,0,0,0,160,0,69,7,0,0,94,91,44,0,0,94,0,0,0,0
102,fs_lightplane89,0,-2057,272,0,-87,7,0,0,0,160,0,69,7,0,0,94,91,44,0,0,93,0,0,0,0
103,fs_lightplane89,0,-2081,274,0,-87,7,0,0,0,160,0,69,7,0,0,94,91,44,0,0,93,0,0,0,0
104,fs_lightplane89,0,-2104,276,0,-87,7,0,0,0,160,0,69,7,0,0,94,91,44,0,0,93,0,0,0,0
105,fs_lightplane89,0,-2127,278,0,-87,7,0,0,0,160,0,69,7,0,0,94,91,44,0,0,93,0,0,0,0
106,fs_lightplane89,0,-2150,280,0,-87,7,0,0,0,160,0,70,7,0,0,94,91,44,0,0,93,0,0,0,0
107,fs_lightplane89,0,-2174,282,0,-87,7,0,0,0,160,0,70,7,0,0,94,91,44,0,0,93,0,0,0,0
108,fs_lightplane89,0,-2197,284,0,-87,7,0,0,0,160,0,70,7,0,0,94,91,44,0,0,93,0,0,0,0
109,fs_lightplane89,0,-2220,286,0,-87,7,0,0,0,160,0,70,7,0,0,94,91,44,0,0,93,0,0,0,0
110,fs_lightplane89,0,-2244,288,0,-87,7,0,0,0,160,0,70,7,0,0,94,91,44,0,0,93,0,0,0,0
111,fs_lightplane89,0,-2267,290,0,-87,7,0,0,0,160,0,71,7,0,0,94,91,44,0,0,93,0,0,0,0
112,fs_lightplane89,0,-2290,292,0,-87,7,0,0,0,160,0,71,7,0,0,94,91,44,0,0,93,0,0,0,0
113,fs_lightplane89,0,-2313,294,0,-87,7,0,0,0,160,0,71,7,0,0,94,91,44,0,0,93,0,0,0,0
114,fs_lightplane89,0,-2337,296,0,-87,7,0,0,0,160,0,71,7,0,0,94,91,44,0,0,93,0,0,0,0
115,fs_lightplane89,0,-2360,298,0,-87,7,0,0,0,160,0,71,7,0,0,94,91,44,0,0,93,0,0,0,0
116,fs_lightplane89,0,-2383,300,0,-87,7,0,0,0,160,0,71,7,0,0,94,91,44,0,0,93,0,0,0,0
117,fs_lightplane89,0,-2407,302,0,-87,7,0,0,0,160,0,72,7,0,0,94,91,44,0,0,93,0,0,0,0
118,fs_lightplane89,0,-2430,304,0,-87,7,0,0,0,160,0,72,7,0,0,94,91,44,0,0,93,0,0,0,0
119,fs_lightplane89,0,-2453,306,0,-87,7,0,0,0,160,0,72,7,0,0,94,91,44,0,0,92,0,0,0,0
120,fs_lightplane89,0,-2476,308,0,-87,7,0,0,0,160,0,72,7,0,0,94,91,44,0,0,92,0,0,0,0
121,fs_lightplane89,0,-2500,311,0,-87,7,0,0,0,160,0,72,7,0,0,94,91,44,0,0,92,0,0,0,0
122,fs_lightplane89,0,-2523,313,0,-87,7,0,0,0,160,0,73,7,0,0,94,91,44,0,0,92,0,0,0,0
123,fs_lightplane89,0,-2546,315,0,-87,7,0,0,0,160,0,73,7,0,0,94,91,44,0,0,92,0,0,0,0
124,fs_lightplane89,0,-2570,317,0,-87,7,0,0,0,160,0,73,7,0,0,94,91,44,0,0,92,0,0,0,0
125,fs_lightplane89,0,-2593,319,0,-87,7,0,0,0,160,0,73,7,0,0,94,91,44,0,0,92,0,0,0,0
126,fs_lightplane89,0,-2616,321,0,-87,7,0,0,0,160,0,73,7,0,0,94,91,44,0,0,92,0,0,0,0
127,fs_lightplane89,0,-2640,323,0,-87,7,0,0,0,160,0,74,7,0,0,94,91,44,0,0,92,0,0,0,0
128,fs_lightplane89,0,-2663,325,0,-87,7,0,0,0,160,0,74,7,0,0,94,91,44,0,0,92,0,0,0,0
129,fs_lightplane89,0,-2686,327,0,-87,7,0,0,0,160,0,74,7,0,0,94,91,44,0,0,92,0,0,0,0
130,fs_lightplane89,0,-2709,329,0,-87,7,0,0,0,160,0,74,7,0,0,94,91,44,0,0,92,0,0,0,0
131,fs_lightplane89,0,-2733,331,0,-87,7,0,0,0,160,0,74,7,0,0,94,91,44,0,0,92,0,0,0,0
132,fs_lightplane89,0,-2756,333,0,-87,7,0,0,0,160,0,74,7,0,0,94,91,44,0,0,92,0,0,0,0
133,fs_lightplane89,0,-2779,335,0,-87,7,0,0,0,160,0,75,7,0,0,94,91,44,0,0,92,0,0,0,0
134,fs_lightplane89,0,-2803,337,0,-87,7,0,0,0,160,0,75,7,0,0,94,91,44,0,0,92,0,0,0,0
135,fs_lightplane89,0,-2826,339,0,-87,7,0,0,0,160,0,75,7,0,0,94,91,44,0,0,92,0,0,0,0
136,fs_lightplane89,0,-2849,341,0,-87,7,0,0,0,160,0,75,7,0,0,94,91,44,0,0,91,0,0,0,0
137,fs_lightplane89,0,-2873,343,0,-87,7,0,0,0,160,0,75,7,0,0,94,91,44,0,0,91,0,0,0,0
138,fs_lightplane89,0,-2896,345,0,-87,7,0,0,0,160,0,76,7,0,0,94,91,44,0,0,91,0,0,0,0
139,fs_lightplane89,0,-2919,347,0,-87,7,0,0,0,160,0,76,7,0,0,94,91,44,0,0,91,0,0,0,0
140,fs_lightplane89,0,-2942,349,0,-87,7,0,0,0,160,0,76,7,0,0,94,91,44,0,0,91,0,0,0,0
141,fs_lightplane89,0,-2966,351,0,-87,7,0,0,0,160,0,76,7,0,0,94,91,44,0,0,91,0,0,0,0
142,fs_lightplane89,0,-2989,353,0,-87,7,0,0,0,160,0,76,7,0,0,94,91,44,0,0,91,0,0,0,0
143,fs_lightplane89,0,-3012,355,0,-87,7,0,0,0,160,0,77,7,0,0,94,91,44,0,0,91,0,0,0,0
144,fs_lightplane89,0,-3036,357,0,-87,7,0,0,0,160,0,77,7,0,0,94,91,44,0,0,91,0,0,0,0
145,fs_lightplane89,0,-3059,359,0,-87,7,0,0,0,160,0,77,7,0,0,94,91,44,0,0,91,0,0,0,0
146,fs_lightplane89,0,-3082,361,0,-87,7,0,0,0,160,0,77,7,0,0,94,91,44,0,0,91,0,0,0,0
147,fs_lightplane89,0,-3106,363,0,-87,7,0,0,0,160,0,77,7,0,0,94,91,44,0,0,91,0,0,0,0
148,fs_lightplane89,0,-3129,365,0,-87,7,0,0,0,160,0,77,7,0,0,94,91,44,0,0,91,0,0,0,0
149,fs_lightplane89,0,-3152,367,0,-87,7,0,0,0,160,0,78,7,0,0,94,91,44,0,0,91,0,0,0,0
150,fs_lightplane89,0,-3175,369,0,-87,7,0,0,0,160,0,78,7,0,0,94,91,44,0,0,91,0,0,0,0
151,fs_lightplane89,0,-3199,371,0,-87,7,0,0,0,160,0,78,7,0,0,94,91,44,0,0,91,0,0,0,0
152,fs_lightplane89,0,-3222,373,0,-87,7,0,0,0,160,0,78,7,0,0,94,91,44,0,0,91,0,0,0,0
153,fs_lightplane89,0,-3245,376,0,-87,7,0,0,0,160,0,78,7,0,0,94,91,44,0,0,90,0,0,0,0
154,fs_lightplane89,0,-3269,378,0,-87,7,0,0,0,160,0,79,7,0,0,94,91,44,0,0,90,0,0,0,0
155,fs_lightplane89,0,-3292,380,0,-87,7,0,0,0,160,0,79,7,0,0,94,91,44,0,0,90,0,0,0,0
156,fs_lightplane89,0,-3315,382,0,-87,7,0,0,0,160,0,79,7,0,0,94,91,44,0,0,90,0,0,0,0
157,fs_lightplane89,0,-3338,384,0,-87,7,0,0,0,160,0,79,7,0,0,94,91,44,0,0,90,0,0,0,0
158,fs_lightplane89,0,-3362,386,0,-87,7,0,0,0,160,0,79,7,0,0,94,91,44,0,0,90,0,0,0,0
159,fs_lightplane89,0,-3385,388,0,-87,7,0,0,0,160,0,80,7,0,0,94,91,44,0,0,90,0,0,0,0
160,fs_lightplane89,0,-3408,390,0,-87,7,0,0,0,160,0,80,7,0,0,94,91,44,0,0,90,0,0,0,0
161,fs_lightplane89,0,-3432,392,0,-87,8,0,0,1,160,0,79,6,0,0,94,91,44,0,0,90,0,0,0,0
162,fs_lightplane89,0,-3455,395,0,-87,9,0,0,1,160,0,78,5,0,0,94,91,45,0,0,90,0,0,0,0
163,fs_lightplane89,0,-3478,397,0,-87,10,0,0,1,160,0,78,4,0,0,94,92,46,0,0,90,0,0,0,0
164,fs_lightplane89,0,-3502,400,0,-87,10,0,0,1,160,0,77,3,0,0,94,92,47,0,0,90,0,0,0,0
165,fs_lightplane89,0,-3525,403,0,-87,11,0,0,1,160,0,76,2,0,0,94,92,147,0,0,90,0,0,0,0
166,fs_lightplane89,0,-3548,406,0,-87,12,0,0,1,160,0,76,1,0,0,94,93,150,0,0,90,0,0,0,0
167,fs_lightplane89,0,-3571,410,0,-87,12,0,0,1,165,1,75,0,0,0,94,93,154,0,0,90,0,0,0,0
168,fs_lightplane89,0,-3595,413,0,-87,13,0,0,1,170,2,74,0,0,0,94,93,157,0,0,90,0,0,0,0
169,fs_lightplane89,0,-3618,417,0,-87,13,0,0,1,175,3,74,0,0,0,94,94,161,0,0,90,0,0,0,0
170,fs_lightplane89,0,-3641,421,0,-87,14,0,0,1,180,4,73,0,0,0,94,94,164,0,0,89,0,0,0,0
171,fs_lightplane89,0,-3665,425,0,-87,14,0,0,1,185,5,72,0,0,0,94,94,167,0,0,89,0,0,0,0
172,fs_lightplane89,0,-3688,429,0,-87,15,0,0,1,190,6,71,0,0,0,94,94,170,0,0,89,0,0,0,0
173,fs_lightplane89,0,-3711,433,0,-87,15,0,0,1,195,7,71,0,0,0,94,95,173,0,0,89,0,0,0,0
174,fs_lightplane89,0,-3735,437,0,-87,16,0,0,1,205,8,70,0,0,0,94,95,176,0,0,89,0,0,0,0
175,fs_lightplane89,0,-3758,442,0,-87,16,0,0,1,215,9,69,0,0,0,94,95,179,0,0,89,0,0,0,0
176,fs_lightplane89,0,-3781,446,0,-87,16,0,0,1,225,10,69,0,0,0,94,95,182,0,0,89,0,0,0,0
177,fs_lightplane89,0,-3805,451,0,-87,17,0,0,1,235,11,68,0,0,0,94,95,184,0,0,89,0,0,0,0
178,fs_lightplane89,0,-3828,455,0,-87,17,0,0,1,245,12,67,0,0,0,94,96,187,0,0,89,0,0,0,0
179,fs_lightplane89,0,-3851,460,0,-87,17,0,0,1,255,13,67,0,0,0,94,96,189,0,0,89,0,0,0,0
180,fs_lightplane89,0,-3875,465,0,-87,17,0,0,1,265,14,66,0,0,0,94,96,191,0,0,89,0,0,0,0
181,fs_lightplane89,0,-3898,470,0,-87,18,0,0,1,275,15,65,0,0,0,94,96,193,0,0,89,0,0,0,0
182,fs_lightplane89,0,-3922,475,0,-87,18,0,0,1,290,16,65,0,0,0,94,96,195,0,0,89,0,0,0,0
183,fs_lightplane89,0,-3945,480,0,-87,18,0,0,1,305,17,64,0,0,0,94,96,197,0,0,89,0,0,0,0
184,fs_lightplane89,0,-3968,485,0,-87,18,0,0,1,320,18,63,0,0,0,94,96,199,0,0,89,0,0,0,0
185,fs_lightplane89,0,-3992,490,0,-87,18,0,0,1,335,19,63,0,0,0,94,96,200,0,0,89,0,0,0,0
186,fs_lightplane89,0,-4015,495,0,-87,19,0,0,1,350,20,62,0,0,0,94,97,202,0,0,89,0,0,0,0
187,fs_lightplane89,0,-4038,500,0,-87,19,0,0,1,365,21,61,0,0,0,94,97,203,0,0,88,0,0,0,0
188,fs_lightplane89,0,-4062,505,0,-87,19,0,0,1,380,22,60,0,0,0,94,97,205,0,0,88,0,0,0,0
189,fs_lightplane89,0,-4085,510,0,-87,19,0,0,1,395,23,60,0,0,0,94,97,206,0,0,88,0,0,0,0
190,fs_lightplane89,0,-4108,515,0,-87,19,0,0,1,415,24,59,0,0,0,94,97,207,0,0,88,0,0,0,0
191,fs_lightplane89,0,-4132,521,0,-87,19,0,0,1,435,25,58,0,0,0,94,97,208,0,0,88,0,0,0,0
192,fs_lightplane89,0,-4155,526,0,-87,19,0,0,1,455,26,58,0,0,0,94,97,210,0,0,88,0,0,0,0
193,fs_lightplane89,0,-4179,531,0,-87,19,0,0,1,475,27,57,0,0,0,94,97,211,0,0,88,0,0,0,0
194,fs_lightplane89,0,-4202,537,0,-87,20,0,0,1,495,28,56,0,0,0,94,97,212,0,0,88,0,0,0,0
195,fs_lightplane89,0,-4225,542,0,-87,20,0,0,1,515,29,56,0,0,0,94,97,212,0,0,88,0,0,0,0
196,fs_lightplane89,0,-4249,547,0,-87,20,0,0,1,535,30,55,0,0,0,94,97,213,0,0,88,0,0,0,0
197,fs_lightplane89,0,-4272,553,0,-87,20,0,0,1,555,31,54,0,0,0,94,97,214,0,0,88,0,0,0,0
198,fs_lightplane89,0,-4295,558,0,-87,20,0,0,1,580,32,54,0,0,0,94,97,215,0,0,88,0,0,0,0
199,fs_lightplane89,0,-4319,564,0,-87,20,0,0,1,605,33,53,0,0,0,94,97,216,0,0,88,0,0,0,0
200,fs_lightplane89,0,-4342,569,0,-87,20,0,0,1,630,34,52,0,0,0,94,97,216,0,0,88,0,0,0,0
201,fs_lightplane89,0,-4366,575,0,-87,20,0,0,1,655,35,52,0,0,0,94,97,217,0,0,88,0,0,0,0
202,fs_lightplane89,0,-4389,580,0,-87,20,0,0,1,680,36,51,0,0,0,94,97,217,0,0,88,0,0,0,0
203,fs_lightplane89,0,-4412,586,0,-87,20,0,0,1,705,37,50,0,0,0,94,98,218,0,0,88,0,0,0,0
204,fs_lightplane89,0,-4436,591,0,-87,20,0,0,1,730,38,49,0,0,0,94,98,218,0,0,88,0,0,0,0
205,fs_lightplane89,0,-4459,597,0,-87,20,0,0,1,755,39,49,0,0,0,94,98,219,0,0,87,0,0,0,0
206,fs_lightplane89,0,-4483,602,0,-87,20,0,0,1,785,40,48,0,0,0,94,98,219,0,0,87,0,0,0,0
207,fs_lightplane89,0,-4506,608,0,-87,20,0,0,1,815,41,47,0,0,0,94,98,220,0,0,87,0,0,0,0
208,fs_lightplane89,0,-4529,613,0,-87,20,0,0,1,845,42,47,0,0,0,94,98,220,0,0,87,0,0,0,0
209,fs_lightplane89,0,-4553,619,0,-87,20,0,0,1,875,43,46,0,0,0,94,98,221,0,0,87,0,0,0,0
210,fs_lightplane89,0,-4576,625,0,-87,21,0,0,1,905,44,45,0,0,0,94,98,221,0,0,87,0,0,0,0
211,fs_lightplane89,0,-4599,630,0,-87,21,0,0,1,935,45,45,0,0,0,94,98,221,0,0,87,0,0,0,0
212,fs_lightplane89,0,-4623,636,0,-87,21,0,0,1,965,46,44,0,0,0,94,98,222,0,0,87,0,0,0,0
213,fs_lightplane89,0,-4646,642,0,-87,21,0,0,1,995,47,43,0,0,0,94,98,222,0,0,87,0,0,0,0
214,fs_lightplane89,0,-4670,647,0,-87,21,0,0,1,1030,48,43,0,0,0,94,98,222,0,0,87,0,0,0,0
