tick,name,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,yaw,grounded,fx_count,kudos,combo,nitro,riskboost,takedowns,skill_driver,crashbreaker,airspeed,air_lift,rotor_rpm,rotor_lift,fuel,cannon,missiles,lock,cargo,av_lock,threat,engine_dead,ctrl_loss,mission_score,medal,wing_score,shield,laser,heat,tank_left,tank_right,turret_yaw,turret_elev,tank_ammo,tank_fired,tank_pen,tank_effective,tank_spall,crew_shock,crew_alive,module_last,platoon_order,platoon_score
24,tank4_t72_89,0,2,38,0,0,9,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,0,0
25,tank4_t72_89,0,2,41,0,0,9,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,0,0
26,tank4_t72_89,0,2,43,0,0,9,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,0,0
27,tank4_t72_89,0,2,46,0,0,9,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,0,0
28,tank4_t72_89,0,2,48,0,0,9,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,0,0
29,tank4_t72_89,0,2,51,0,0,9,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,0,0
30,tank4_t72_89,0,2,53,0,0,9,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,0,0
31,tank4_t72_89,0,2,56,0,0,9,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,0,0
32,tank4_t72_89,0,2,59,0,0,9,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,0,0
33,tank4_t72_89,0,2,61,0,0,10,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,0,0
34,tank4_t72_89,0,2,64,0,0,10,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,0,0
35,tank4_t72_89,0,2,67,0,0,10,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,0,0
36,tank4_t72_89,0,2,69,0,0,10,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,0,0
37,tank4_t72_89,0,2,72,0,0,10,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,0,0
38,tank4_t72_89,0,2,75,0,0,10,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,0,0
39,tank4_t72_89,0,2,78,0,0,10,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,0,0
40,tank4_t72_89,0,2,81,0,0,10,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,1,0
41,tank4_t72_89,0,2,83,0,0,10,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,1,0
42,tank4_t72_89,0,2,86,0,0,10,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,1,0
43,tank4_t72_89,0,2,89,0,0,10,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,1,0
44,tank4_t72_89,0,2,92,0,0,10,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,1,0
45,tank4_t72_89,0,2,95,0,0,10,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,1,0
46,tank4_t72_89,0,2,98,0,0,10,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,1,0
47,tank4_t72_89,0,2,100,0,0,10,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,1,0
48,tank4_t72_89,0,2,103,0,0,10,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,1,0
49,tank4_t72_89,0,2,106,0,0,10,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,1,0
50,tank4_t72_89,0,2,109,0,0,10,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,1,0
51,tank4_t72_89,0,2,112,0,0,10,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,1,0
52,tank4_t72_89,0,2,115,0,0,10,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,1,0
53,tank4_t72_89,0,2,118,0,0,10,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,1,0
54,tank4_t72_89,0,2,121,0,0,10,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,1,0
55,tank4_t72_89,0,2,124,0,0,10,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,1,0
56,tank4_t72_89,0,2,127,0,0,10,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,1,0
57,tank4_t72_89,0,2,129,0,0,11,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,1,0
58,tank4_t72_89,0,2,132,0,0,11,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,1,0
59,tank4_t72_89,0,2,135,0,0,11,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,1,0
60,tank4_t72_89,0,2,138,0,0,11,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,1,0
61,tank4_t72_89,0,2,141,0,0,11,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,1,0
62,tank4_t72_89,0,2,144,0,0,11,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,1,0
63,tank4_t72_89,0,2,147,0,0,11,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,1,0
64,tank4_t72_89,0,2,150,0,0,11,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,1,0
65,tank4_t72_89,0,2,153,0,0,11,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,1,0
66,tank4_t72_89,0,2,156,0,0,11,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,1,0
67,tank4_t72_89,0,2,159,0,0,11,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,1,0
68,tank4_t72_89,0,2,162,0,0,11,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,1,0
69,tank4_t72_89,0,2,165,0,0,11,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,3,-1,1,0
70,tank4_t72_89,0,2,168,0,0,11,0,0,2,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,1,0,657,0,21,3,-1,1,1
71,tank4_t72_89,0,2,171,0,0,11,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-2,3,0,0,657,0,21,3,-1,1,1
72,tank4_t72_89,0,2,174,0,0,11,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
73,tank4_t72_89,0,2,177,0,0,11,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
74,tank4_t72_89,0,2,180,0,0,11,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
75,tank4_t72_89,0,2,183,0,0,11,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
76,tank4_t72_89,0,2,186,0,0,11,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
77,tank4_t72_89,0,2,189,0,0,11,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
78,tank4_t72_89,0,2,192,0,0,11,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
79,tank4_t72_89,0,2,195,0,0,11,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
80,tank4_t72_89,0,2,198,0,0,11,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
81,tank4_t72_89,0,2,201,0,0,11,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
82,tank4_t72_89,0,2,204,0,0,11,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
83,tank4_t72_89,0,2,207,0,0,11,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
84,tank4_t72_89,0,2,210,0,0,11,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
85,tank4_t72_89,0,2,213,0,0,11,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
86,tank4_t72_89,0,2,216,0,0,11,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
87,tank4_t72_89,0,2,219,0,0,11,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
88,tank4_t72_89,0,2,222,0,0,11,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
89,tank4_t72_89,0,2,225,0,0,11,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
90,tank4_t72_89,0,2,228,0,0,11,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
91,tank4_t72_89,0,2,231,0,0,11,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
92,tank4_t72_89,0,2,234,0,0,11,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
93,tank4_t72_89,0,2,237,0,0,11,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
94,tank4_t72_89,0,2,240,0,0,11,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
95,tank4_t72_89,0,2,243,0,0,11,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
96,tank4_t72_89,0,2,246,0,0,11,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
97,tank4_t72_89,0,2,249,0,0,11,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
98,tank4_t72_89,0,2,252,0,0,11,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
99,tank4_t72_89,0,2,255,0,0,11,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
100,tank4_t72_89,0,2,258,0,0,11,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
101,tank4_t72_89,0,2,261,0,0,11,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
102,tank4_t72_89,0,2,264,0,0,11,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
103,tank4_t72_89,0,2,267,0,0,11,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
104,tank4_t72_89,0,2,270,0,0,11,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
105,tank4_t72_89,0,2,273,0,0,11,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
106,tank4_t72_89,0,2,276,0,0,11,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
107,tank4_t72_89,0,2,279,0,0,11,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
108,tank4_t72_89,0,2,282,0,0,11,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
109,tank4_t72_89,0,2,285,0,0,11,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
110,tank4_t72_89,0,2,288,0,0,11,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
111,tank4_t72_89,0,2,291,0,0,11,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
112,tank4_t72_89,0,2,294,0,0,11,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
113,tank4_t72_89,0,2,297,0,0,11,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
114,tank4_t72_89,0,2,300,0,0,11,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
115,tank4_t72_89,0,2,303,0,0,11,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
116,tank4_t72_89,0,2,306,0,0,11,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
117,tank4_t72_89,0,2,309,0,0,11,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
118,tank4_t72_89,0,2,312,0,0,11,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
119,tank4_t72_89,0,2,315,0,0,11,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
120,tank4_t72_89,0,2,318,0,0,11,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
121,tank4_t72_89,0,2,321,0,0,11,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,657,0,21,3,-1,1,1
