tick,name,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,yaw,grounded,fx_count,kudos,combo,nitro,riskboost,takedowns,skill_driver,crashbreaker,airspeed,air_lift,rotor_rpm,rotor_lift,fuel,cannon,missiles,lock,cargo,av_lock,threat,engine_dead,ctrl_loss,mission_score,medal,wing_score,shield,laser,heat,tank_left,tank_right,turret_yaw,turret_elev,tank_ammo,tank_fired,tank_pen,tank_effective,tank_spall,crew_shock,crew_alive,module_last,platoon_order,platoon_score
49,tank4_scout_89,0,2,154,0,0,15,0,0,0,335,28,59,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,4,-1,1,0
50,tank4_scout_89,0,2,158,0,0,15,0,0,0,355,29,59,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,4,-1,1,0
51,tank4_scout_89,0,2,162,0,0,15,0,0,0,375,30,59,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,4,-1,1,0
52,tank4_scout_89,0,2,166,0,0,15,0,0,0,395,31,59,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,4,-1,1,0
53,tank4_scout_89,0,2,171,0,0,15,0,0,0,420,32,60,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,4,-1,1,0
54,tank4_scout_89,0,2,175,0,0,15,0,0,0,445,33,60,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,4,-1,1,0
55,tank4_scout_89,0,2,179,0,0,15,0,0,0,470,34,60,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,4,-1,1,0
56,tank4_scout_89,0,2,183,0,0,15,0,0,0,495,35,60,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,4,-1,1,0
57,tank4_scout_89,0,2,187,0,0,15,0,0,0,520,36,60,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,4,-1,1,0
58,tank4_scout_89,0,2,192,0,0,15,0,0,0,545,37,61,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,4,-1,1,0
59,tank4_scout_89,0,2,196,0,0,15,0,0,0,570,38,61,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,4,-1,1,0
60,tank4_scout_89,0,2,200,0,0,15,0,0,0,595,39,61,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,4,-1,1,0
61,tank4_scout_89,0,2,205,0,0,16,0,0,0,625,40,61,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,4,-1,1,0
62,tank4_scout_89,0,2,209,0,0,16,0,0,0,655,41,61,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,4,-1,1,0
63,tank4_scout_89,0,2,213,0,0,16,0,0,0,685,42,62,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,4,-1,1,0
64,tank4_scout_89,0,2,217,0,0,16,0,0,0,715,43,62,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,4,-1,1,0
65,tank4_scout_89,0,2,222,0,0,16,0,0,0,745,44,62,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,4,-1,1,0
66,tank4_scout_89,0,2,226,0,0,16,0,0,0,775,45,62,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,4,-1,1,0
67,tank4_scout_89,0,2,230,0,0,16,0,0,0,805,46,62,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,4,-1,1,0
68,tank4_scout_89,0,2,235,0,0,16,0,0,0,835,47,62,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,4,-1,1,0
69,tank4_scout_89,0,2,239,0,0,16,0,0,0,870,48,63,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,0,0,0,0,0,4,-1,1,0
70,tank4_scout_89,0,2,243,0,0,16,0,0,2,905,49,63,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,3,1,0,130,0,21,4,-1,1,1
71,tank4_scout_89,0,2,247,0,0,16,0,0,0,940,50,63,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-2,3,0,0,130,0,21,4,-1,1,1
72,tank4_scout_89,0,2,252,0,0,16,0,0,0,975,51,63,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
73,tank4_scout_89,0,2,256,0,0,16,0,0,0,1010,52,63,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
74,tank4_scout_89,0,2,260,0,0,16,0,0,0,1045,53,64,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
75,tank4_scout_89,0,2,265,0,0,16,0,0,0,1080,54,64,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
76,tank4_scout_89,0,2,269,0,0,16,0,0,0,1115,55,64,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
77,tank4_scout_89,0,2,273,0,0,16,0,0,0,1155,56,64,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
78,tank4_scout_89,0,2,277,0,0,16,0,0,0,1195,57,64,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
79,tank4_scout_89,0,2,282,0,0,16,0,0,0,1235,58,65,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
80,tank4_scout_89,0,2,286,0,0,16,0,0,0,1275,59,65,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
81,tank4_scout_89,0,2,290,0,0,16,0,0,0,1315,60,65,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
82,tank4_scout_89,0,2,295,0,0,16,0,0,0,1355,61,65,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
83,tank4_scout_89,0,2,299,0,0,16,0,0,0,1395,62,65,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
84,tank4_scout_89,0,2,303,0,0,16,0,0,0,1435,63,65,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
85,tank4_scout_89,0,2,308,0,0,16,0,0,0,1475,64,66,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
86,tank4_scout_89,0,2,312,0,0,16,0,0,0,1515,65,66,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
87,tank4_scout_89,0,2,316,0,0,16,0,0,0,1555,66,66,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
88,tank4_scout_89,0,2,321,0,0,16,0,0,0,1595,67,66,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
89,tank4_scout_89,0,2,325,0,0,16,0,0,0,1635,68,66,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
90,tank4_scout_89,0,2,329,0,0,16,0,0,0,1675,69,67,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
91,tank4_scout_89,0,2,334,0,0,16,0,0,0,1715,70,67,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
92,tank4_scout_89,0,2,338,0,0,16,0,0,0,1755,71,67,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
93,tank4_scout_89,0,2,342,0,0,16,0,0,0,1795,72,67,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
94,tank4_scout_89,0,2,347,0,0,16,0,0,0,1835,73,67,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
95,tank4_scout_89,0,2,351,0,0,16,0,0,0,1875,74,68,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
96,tank4_scout_89,0,2,355,0,0,16,0,0,0,1915,75,68,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
97,tank4_scout_89,0,2,360,0,0,16,0,0,0,1955,76,68,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
98,tank4_scout_89,0,2,364,0,0,16,0,0,0,1995,77,68,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
99,tank4_scout_89,0,2,368,0,0,16,0,0,0,2035,78,68,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
100,tank4_scout_89,0,2,373,0,0,16,0,0,0,2075,79,68,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
101,tank4_scout_89,0,2,377,0,0,16,0,0,0,2115,80,69,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
102,tank4_scout_89,0,2,381,0,0,16,0,0,0,2155,81,69,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
103,tank4_scout_89,0,2,386,0,0,16,0,0,0,2195,82,69,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
104,tank4_scout_89,0,2,390,0,0,16,0,0,0,2235,83,69,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
105,tank4_scout_89,0,2,394,0,0,16,0,0,0,2275,84,69,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
106,tank4_scout_89,0,2,399,0,0,16,0,0,0,2315,85,70,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
107,tank4_scout_89,0,2,403,0,0,16,0,0,0,2355,86,70,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
108,tank4_scout_89,0,2,407,0,0,16,0,0,0,2395,87,70,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
109,tank4_scout_89,0,2,412,0,0,16,0,0,0,2435,88,70,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
110,tank4_scout_89,0,2,416,0,0,16,0,0,0,2475,89,70,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
111,tank4_scout_89,0,2,420,0,0,16,0,0,0,2515,90,71,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
112,tank4_scout_89,0,2,425,0,0,16,0,0,0,2555,91,71,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
113,tank4_scout_89,0,2,429,0,0,16,0,0,0,2595,92,71,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
114,tank4_scout_89,0,2,433,0,0,16,0,0,0,2635,93,71,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
115,tank4_scout_89,0,2,438,0,0,16,0,0,0,2675,94,71,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
116,tank4_scout_89,0,2,442,0,0,16,0,0,0,2715,95,71,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
117,tank4_scout_89,0,2,447,0,0,16,0,0,0,2755,96,72,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
118,tank4_scout_89,0,2,451,0,0,16,0,0,0,2795,97,72,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
119,tank4_scout_89,0,2,455,0,0,16,0,0,0,2835,98,72,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
120,tank4_scout_89,0,2,460,0,0,16,0,0,0,2875,99,72,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,-3,3,0,0,130,0,21,4,-1,1,1
