tick,name,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,yaw,grounded,fx_count,kudos,combo,nitro,riskboost,takedowns,skill_driver,crashbreaker,airspeed,air_lift,rotor_rpm,rotor_lift,fuel,cannon,missiles,lock,cargo
24,strike_chopper89,0,-11,3,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,9199,99,295,32,0,0
25,strike_chopper89,0,-11,3,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,9195,98,295,32,0,0
26,strike_chopper89,0,-11,4,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,9188,98,295,32,0,0
27,strike_chopper89,0,-11,4,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,9180,98,295,32,0,0
28,strike_chopper89,0,-10,4,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,9170,98,295,32,0,0
29,strike_chopper89,0,-10,4,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,9160,98,295,32,0,0
30,strike_chopper89,0,-10,5,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,9152,98,295,32,0,0
31,strike_chopper89,0,-10,5,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,9146,98,295,32,0,0
32,strike_chopper89,0,-10,5,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,9144,98,295,32,0,0
33,strike_chopper89,0,-10,5,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,9145,98,295,32,0,0
34,strike_chopper89,0,-10,6,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,9151,98,295,32,0,0
35,strike_chopper89,0,-10,6,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,9159,98,295,32,0,0
36,strike_chopper89,0,-11,6,0,-1,0,0,0,0,0,0,56,0,0,0,0,0,0,0,9169,98,295,32,0,0
37,strike_chopper89,0,-11,6,0,-1,0,0,0,0,0,0,57,0,0,0,0,0,0,0,9181,98,295,32,0,0
38,strike_chopper89,0,-11,7,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,9192,98,295,32,0,0
39,strike_chopper89,0,-11,7,0,0,1,0,0,0,0,0,57,0,0,0,0,0,0,0,9202,98,295,32,0,0
40,strike_chopper89,0,-11,7,0,0,1,0,0,0,0,0,57,0,0,0,0,0,0,0,9207,98,295,32,0,0
41,strike_chopper89,0,-11,7,0,0,1,0,0,0,0,0,57,0,0,0,0,0,0,0,9207,98,295,32,0,0
42,strike_chopper89,0,-11,8,0,0,1,0,0,0,0,0,58,0,0,0,0,0,0,0,9203,98,295,32,0,0
43,strike_chopper89,0,-11,8,0,0,1,0,0,0,0,0,58,0,0,0,0,0,0,0,9197,98,295,32,0,0
44,strike_chopper89,0,-11,8,0,0,1,0,0,0,0,0,58,0,0,0,0,0,0,0,9189,98,295,32,0,0
45,strike_chopper89,0,-11,9,0,0,1,0,0,0,0,0,58,0,0,0,0,0,0,0,9181,98,295,32,0,0
46,strike_chopper89,0,-10,9,0,0,1,0,0,0,0,0,58,0,0,0,0,0,0,0,9173,98,295,32,0,0
47,strike_chopper89,0,-10,9,0,0,1,0,0,0,0,0,59,0,0,0,0,0,0,0,9168,98,295,32,0,0
48,strike_chopper89,0,-10,9,0,0,1,0,0,0,0,0,59,0,0,0,0,0,0,0,9166,98,295,32,0,0
49,strike_chopper89,0,-10,10,0,0,1,0,0,0,0,0,59,0,0,0,0,0,0,0,9167,98,295,32,0,0
50,strike_chopper89,0,-11,10,0,0,1,0,0,0,0,0,59,0,0,0,0,0,0,0,9171,98,295,32,0,0
51,strike_chopper89,0,-11,10,0,0,1,0,0,0,0,0,59,0,0,0,0,0,0,0,9175,97,295,32,0,0
52,strike_chopper89,0,-11,11,0,0,1,0,0,0,0,0,59,0,0,0,0,0,0,0,9180,97,295,32,0,0
53,strike_chopper89,0,-11,11,0,0,1,0,0,0,0,0,60,0,0,0,0,0,0,0,9184,97,295,32,0,0
54,strike_chopper89,0,-11,11,0,0,1,0,0,0,0,0,60,0,0,0,0,0,0,0,9189,97,295,32,0,0
55,strike_chopper89,0,-11,11,0,0,1,0,0,0,0,0,60,0,0,0,0,0,0,0,9193,97,295,32,0,0
56,strike_chopper89,0,-11,12,0,0,1,0,0,0,0,0,60,0,0,0,0,0,0,0,9196,97,295,32,0,0
57,strike_chopper89,0,-11,12,0,0,1,0,0,0,0,0,60,0,0,0,0,0,0,0,9198,97,295,32,0,0
58,strike_chopper89,0,-11,12,0,0,1,0,0,0,0,0,61,0,0,0,0,0,0,0,9198,97,295,32,0,0
59,strike_chopper89,0,-11,12,0,0,1,0,0,0,0,0,61,0,0,0,0,0,0,0,9198,97,295,32,0,0
60,strike_chopper89,0,-11,13,0,0,1,0,0,0,0,0,61,0,0,0,0,0,0,0,9197,97,295,32,0,0
61,strike_chopper89,0,-11,13,0,0,1,0,0,0,0,0,61,0,0,0,0,0,0,0,9195,97,295,32,0,0
62,strike_chopper89,0,-11,13,0,0,1,0,0,0,0,0,61,0,0,0,0,0,0,0,9191,97,295,32,0,0
63,strike_chopper89,0,-11,14,0,0,1,0,0,0,0,0,62,0,0,0,0,0,0,0,9186,97,295,32,0,0
64,strike_chopper89,0,-11,14,0,0,1,0,0,0,0,0,62,0,0,0,0,0,0,0,9180,97,295,32,0,0
65,strike_chopper89,0,-10,14,0,0,1,0,0,0,0,0,62,0,0,0,0,0,0,0,9176,97,295,32,0,0
66,strike_chopper89,0,-10,14,0,0,1,0,0,0,0,0,62,0,0,0,0,0,0,0,9174,97,295,32,0,0
67,strike_chopper89,0,-11,15,0,0,1,0,0,0,0,0,62,0,0,0,0,0,0,0,9173,97,295,32,0,0
68,strike_chopper89,0,-11,15,0,0,1,0,0,0,0,0,62,0,0,0,0,0,0,0,9175,97,295,32,0,0
69,strike_chopper89,0,-11,15,0,0,1,0,0,0,0,0,63,0,0,0,0,0,0,0,9178,97,295,32,0,0
70,strike_chopper89,0,-11,16,0,0,1,0,0,0,0,0,63,0,0,0,0,0,0,0,9184,97,295,32,0,0
71,strike_chopper89,0,-11,16,0,0,1,0,0,0,0,0,63,0,0,0,0,0,0,0,9191,97,295,32,0,0
72,strike_chopper89,0,-11,16,0,0,1,0,0,0,0,0,63,0,0,0,0,0,0,0,9197,97,295,32,0,0
73,strike_chopper89,0,-11,16,0,0,1,0,0,0,0,0,63,0,0,0,0,0,0,0,9201,97,295,32,0,0
74,strike_chopper89,0,-11,17,0,0,1,0,0,0,0,0,64,0,0,0,0,0,0,0,9202,97,295,32,0,0
75,strike_chopper89,0,-11,17,0,0,1,0,0,1,0,0,64,0,0,0,0,0,0,0,9201,97,294,32,0,0
76,strike_chopper89,0,-11,17,0,0,1,0,0,0,0,0,64,0,0,0,0,0,0,0,9198,96,294,32,0,0
77,strike_chopper89,0,-11,18,0,0,1,0,0,0,0,0,64,0,0,0,0,0,0,0,9194,96,294,32,0,0
78,strike_chopper89,0,-11,18,0,0,1,0,0,0,0,0,64,0,0,0,0,0,0,0,9191,96,294,32,0,0
79,strike_chopper89,0,-11,18,0,0,1,0,0,0,0,0,65,0,0,0,0,0,0,0,9185,96,294,32,0,0
80,strike_chopper89,0,-10,18,0,0,1,0,0,1,0,0,65,0,0,0,0,0,0,0,9180,96,293,32,0,0
81,strike_chopper89,0,-10,19,0,0,1,0,0,0,0,0,65,0,0,0,0,0,0,0,9175,96,293,32,0,0
82,strike_chopper89,0,-10,19,0,0,1,0,0,0,0,0,65,0,0,0,0,0,0,0,9170,96,293,32,0,0
83,strike_chopper89,0,-10,19,0,0,1,0,0,0,0,0,65,0,0,0,0,0,0,0,9167,96,293,32,0,0
84,strike_chopper89,0,-10,20,0,0,1,0,0,0,0,0,65,0,0,0,0,0,0,0,9166,96,293,32,0,0
85,strike_chopper89,0,-10,20,0,0,1,0,0,1,0,0,66,0,0,0,0,0,0,0,9168,96,292,32,0,0
86,strike_chopper89,0,-11,20,0,0,1,0,0,0,0,0,66,0,0,0,0,0,0,0,9171,96,292,32,0,0
87,strike_chopper89,0,-11,20,0,0,1,0,0,0,0,0,66,0,0,0,0,0,0,0,9175,96,292,32,0,0
88,strike_chopper89,0,-11,21,0,0,1,0,0,0,0,0,66,0,0,0,0,0,0,0,9180,96,292,32,0,0
89,strike_chopper89,0,-11,21,0,0,1,0,0,0,0,0,66,0,0,0,0,0,0,0,9184,96,292,32,0,0
90,strike_chopper89,1,-11,21,0,0,1,0,0,1,0,0,67,0,0,0,0,0,0,0,9188,96,291,32,0,0
91,strike_chopper89,1,-11,21,0,0,1,0,0,0,0,0,67,0,0,0,0,0,0,0,9192,96,291,32,0,0
92,strike_chopper89,1,-11,22,0,0,1,0,0,0,0,0,67,0,0,0,0,0,0,0,9195,96,291,32,0,0
93,strike_chopper89,1,-11,22,0,0,1,0,0,0,0,0,67,0,0,0,0,0,0,0,9195,96,291,32,0,0
94,strike_chopper89,1,-11,22,0,0,1,0,0,0,0,0,67,0,0,0,0,0,0,0,9193,96,291,32,0,0
95,strike_chopper89,2,-11,23,0,0,1,0,0,1,0,0,68,0,0,0,0,0,0,0,9190,96,290,32,0,0
96,strike_chopper89,2,-11,23,0,0,1,0,0,0,0,0,68,0,0,0,0,0,0,0,9185,96,290,32,0,0
97,strike_chopper89,2,-11,23,0,0,1,0,0,0,0,0,68,0,0,0,0,0,0,0,9182,96,290,32,0,0
98,strike_chopper89,2,-11,23,0,0,1,0,0,0,0,0,68,0,0,0,0,0,0,0,9180,96,290,32,0,0
99,strike_chopper89,3,-11,24,1,0,1,0,0,0,0,0,68,0,0,0,0,0,0,0,9180,96,290,32,0,0
100,strike_chopper89,3,-11,24,1,0,1,0,0,0,0,0,68,0,0,0,0,0,0,0,9181,96,290,32,0,0
101,strike_chopper89,3,-11,24,1,0,1,0,0,0,0,0,69,0,0,0,0,0,0,0,9182,96,290,32,0,0
102,strike_chopper89,4,-11,25,1,0,1,0,0,0,0,0,69,0,0,0,0,0,0,0,9183,95,290,32,0,0
103,strike_chopper89,4,-11,25,1,0,1,0,0,0,0,0,69,0,0,0,0,0,0,0,9183,95,290,32,0,0
104,strike_chopper89,4,-11,25,1,0,1,0,0,0,0,0,69,0,0,0,0,0,0,0,9184,95,290,32,0,0
105,strike_chopper89,4,-11,25,1,0,1,0,0,0,0,0,69,0,0,0,0,0,0,0,9187,95,290,32,0,0
106,strike_chopper89,5,-11,26,1,0,1,0,0,0,0,0,70,0,0,0,0,0,0,0,9189,95,290,32,0,0
107,strike_chopper89,5,-11,26,1,0,1,0,0,0,0,0,70,0,0,0,0,0,0,0,9192,95,290,32,0,0
108,strike_chopper89,5,-11,26,1,0,1,0,0,0,0,0,70,0,0,0,0,0,0,0,9193,95,290,32,0,0
109,strike_chopper89,6,-11,27,1,0,1,0,0,0,0,0,70,0,0,0,0,0,0,0,9192,95,290,32,0,0
110,strike_chopper89,6,-11,27,1,0,1,0,0,0,0,0,70,0,0,0,0,0,0,0,9190,95,290,32,0,0
111,strike_chopper89,6,-11,27,1,0,1,0,0,0,0,0,71,0,0,0,0,0,0,0,9188,95,290,32,0,0
112,strike_chopper89,7,-11,27,1,0,1,0,0,0,0,0,71,0,0,0,0,0,0,0,9187,95,290,32,0,0
113,strike_chopper89,7,-11,28,1,0,1,0,0,0,0,0,71,0,0,0,0,0,0,0,9186,95,290,32,0,0
114,strike_chopper89,7,-11,28,1,0,1,0,0,0,0,0,71,0,0,0,0,0,0,0,9185,95,290,32,0,0
115,strike_chopper89,8,-11,28,1,0,1,0,0,0,0,0,71,0,0,0,0,0,0,0,9183,95,290,32,0,0
116,strike_chopper89,8,-11,29,1,0,1,0,0,0,0,0,71,0,0,0,0,0,0,0,9182,95,290,32,0,0
117,strike_chopper89,8,-11,29,1,0,1,0,0,0,0,0,72,0,0,0,0,0,0,0,9180,95,290,32,0,0
118,strike_chopper89,9,-11,29,1,0,1,0,0,0,0,0,72,0,0,0,0,0,0,0,9179,95,290,32,0,0
119,strike_chopper89,9,-11,29,1,0,1,0,0,0,0,0,72,0,0,0,0,0,0,0,9180,95,290,32,0,0
120,strike_chopper89,9,-11,30,1,0,1,0,0,0,0,0,72,0,0,0,0,0,0,0,9181,95,290,32,0,0
121,strike_chopper89,10,-11,30,1,0,1,0,0,0,0,0,72,0,0,0,0,0,0,0,9182,95,290,32,0,0
122,strike_chopper89,10,-11,30,1,0,1,0,0,0,0,0,73,0,0,0,0,0,0,0,9182,95,290,32,0,0
123,strike_chopper89,11,-11,30,1,0,1,0,0,0,0,0,73,0,0,0,0,0,0,0,9182,95,290,32,0,0
124,strike_chopper89,11,-11,31,1,0,1,0,0,0,0,0,73,0,0,0,0,0,0,0,9183,95,290,32,0,0
125,strike_chopper89,11,-11,31,1,0,1,0,0,0,0,0,73,0,0,0,0,0,0,0,9183,95,290,32,0,0
126,strike_chopper89,12,-11,31,1,0,1,0,0,0,0,0,73,0,0,0,0,0,0,0,9183,95,290,32,0,0
127,strike_chopper89,12,-11,32,1,0,1,0,0,0,0,0,74,0,0,0,0,0,0,0,9183,95,290,32,0,0
128,strike_chopper89,12,-11,32,1,0,1,0,0,0,0,0,74,0,0,0,0,0,0,0,9183,94,290,32,0,0
129,strike_chopper89,13,-11,32,1,0,1,0,0,0,0,0,74,0,0,0,0,0,0,0,9183,94,290,32,0,0
130,strike_chopper89,13,-11,32,1,0,1,0,0,0,0,0,74,0,0,0,0,0,0,0,9184,94,290,32,0,0
131,strike_chopper89,13,-11,33,1,0,1,0,0,0,0,0,74,0,0,0,0,0,0,0,9183,94,290,32,0,0
132,strike_chopper89,14,-11,33,1,0,1,0,0,0,0,0,74,0,0,0,0,0,0,0,9182,94,290,32,0,0
133,strike_chopper89,14,-11,33,1,0,1,0,0,0,0,0,75,0,0,0,0,0,0,0,9181,94,290,32,0,0
134,strike_chopper89,15,-11,34,1,0,1,0,0,0,0,0,75,0,0,0,0,0,0,0,9180,94,290,32,0,0
135,strike_chopper89,15,-11,34,1,0,1,0,0,0,0,0,75,0,0,0,0,0,0,0,9181,94,290,32,0,0
136,strike_chopper89,15,-11,34,1,0,1,0,0,0,0,0,75,0,0,0,0,0,0,0,9181,94,290,32,0,0
137,strike_chopper89,16,-11,34,1,0,1,0,0,0,0,0,75,0,0,0,0,0,0,0,9180,94,290,32,0,0
138,strike_chopper89,16,-11,35,1,0,1,0,0,0,0,0,76,0,0,0,0,0,0,0,9179,94,290,32,0,0
139,strike_chopper89,16,-11,35,1,0,1,0,0,0,0,0,76,0,0,0,0,0,0,0,9180,94,290,32,0,0
140,strike_chopper89,17,-11,35,1,0,1,0,0,0,0,0,76,0,0,0,0,0,0,0,9181,94,290,32,0,0
141,strike_chopper89,17,-11,36,1,0,1,0,0,0,0,0,76,0,0,0,0,0,0,0,9183,94,290,32,0,0
142,strike_chopper89,18,-11,36,1,0,1,0,0,0,0,0,76,0,0,0,0,0,0,0,9186,94,290,32,0,0
143,strike_chopper89,18,-11,36,1,0,1,0,0,0,0,0,77,0,0,0,0,0,0,0,9187,94,290,32,0,0
144,strike_chopper89,18,-11,36,1,0,1,0,0,0,0,0,77,0,0,0,0,0,0,0,9188,94,290,32,0,0
145,strike_chopper89,19,-11,37,1,0,1,0,0,0,0,0,77,0,0,0,0,0,0,0,9190,94,290,32,0,0
146,strike_chopper89,19,-11,37,1,0,1,0,0,0,0,0,77,0,0,0,0,0,0,0,9191,94,290,32,0,0
147,strike_chopper89,19,-11,37,1,0,1,0,0,0,0,0,77,0,0,0,0,0,0,0,9191,94,290,32,0,0
148,strike_chopper89,20,-11,38,1,0,1,0,0,0,0,0,77,0,0,0,0,0,0,0,9191,94,290,32,0,0
149,strike_chopper89,20,-11,38,1,0,1,0,0,0,0,0,78,0,0,0,0,0,0,0,9190,94,290,32,0,0
150,strike_chopper89,21,-11,38,1,0,1,0,0,1,0,0,78,0,0,0,0,0,0,0,9189,94,289,32,0,0
151,strike_chopper89,21,-11,38,1,0,1,0,0,0,0,0,78,0,0,0,0,0,0,0,9188,94,289,32,0,0
152,strike_chopper89,21,-11,39,1,0,1,0,0,0,0,0,78,0,0,0,0,0,0,0,9186,94,289,32,0,0
153,strike_chopper89,22,-11,39,1,0,1,0,0,0,0,0,78,0,0,0,0,0,0,0,9184,93,289,32,0,0
154,strike_chopper89,22,-11,39,1,0,1,0,0,0,0,0,79,0,0,0,0,0,0,0,9182,93,289,32,0,0
155,strike_chopper89,22,-11,39,1,0,1,0,0,1,0,0,79,0,0,0,0,0,0,0,9181,93,288,32,0,0
156,strike_chopper89,23,-11,40,1,0,1,0,0,0,0,0,79,0,0,0,0,0,0,0,9179,93,288,32,0,0
157,strike_chopper89,23,-11,40,1,0,1,0,0,0,0,0,79,0,0,0,0,0,0,0,9179,93,288,32,0,0
158,strike_chopper89,24,-11,40,1,0,1,0,0,0,0,0,79,0,0,0,0,0,0,0,9178,93,288,32,0,0
159,strike_chopper89,24,-11,41,1,0,1,0,0,0,0,0,80,0,0,0,0,0,0,0,9178,93,288,32,0,0
160,strike_chopper89,24,-11,41,1,0,1,0,0,1,0,0,80,0,0,0,0,0,0,0,9179,93,287,32,0,0
161,strike_chopper89,25,-11,41,1,0,1,0,0,0,0,0,80,0,0,0,0,0,0,0,9180,93,287,32,0,0
162,strike_chopper89,25,-11,41,1,0,1,0,0,0,0,0,80,0,0,0,0,0,0,0,9180,93,287,32,0,0
163,strike_chopper89,25,-11,42,1,0,1,0,0,0,0,0,80,0,0,0,0,0,0,0,9183,93,287,32,0,0
164,strike_chopper89,26,-11,42,1,0,1,0,0,0,0,0,80,0,0,0,0,0,0,0,9186,93,287,32,0,0
165,strike_chopper89,26,-11,42,1,0,1,0,0,1,0,0,81,0,0,0,0,0,0,0,9189,93,286,32,0,0
166,strike_chopper89,27,-11,43,1,0,1,0,0,0,0,0,81,0,0,0,0,0,0,0,9191,93,286,32,0,0
167,strike_chopper89,27,-11,43,1,0,1,0,0,0,0,0,81,0,0,0,0,0,0,0,9192,93,286,32,0,0
168,strike_chopper89,27,-11,43,1,0,1,0,0,0,0,0,81,0,0,0,0,0,0,0,9193,93,286,32,0,0
169,strike_chopper89,28,-11,43,1,0,1,0,0,0,0,0,81,0,0,0,0,0,0,0,9194,93,286,32,0,0
170,strike_chopper89,28,-11,44,1,0,1,0,0,1,0,0,82,0,0,0,0,0,0,0,9195,93,285,32,0,0
171,strike_chopper89,28,-11,44,1,0,1,0,0,0,0,0,82,0,0,0,0,0,0,0,9195,93,285,32,0,0
172,strike_chopper89,29,-11,44,1,0,1,0,0,0,0,0,82,0,0,0,0,0,0,0,9193,93,285,32,0,0
173,strike_chopper89,29,-11,45,1,0,1,0,0,0,0,0,82,0,0,0,0,0,0,0,9190,93,285,32,0,0
174,strike_chopper89,30,-11,45,1,0,1,0,0,0,0,0,82,0,0,0,0,0,0,0,9187,93,285,32,0,0
175,strike_chopper89,30,-11,45,1,0,1,0,0,0,0,0,83,0,0,0,0,0,0,0,9185,93,285,32,0,0
176,strike_chopper89,30,-11,45,1,0,1,0,0,0,0,0,83,0,0,0,0,0,0,0,9183,93,285,32,0,0
177,strike_chopper89,31,-11,46,1,0,1,0,0,0,0,0,83,0,0,0,0,0,0,0,9182,93,285,32,0,0
178,strike_chopper89,31,-11,46,1,0,1,0,0,0,0,0,83,0,0,0,0,0,0,0,9181,93,285,32,0,0
179,strike_chopper89,31,-11,46,1,0,1,0,0,0,0,0,83,0,0,0,0,0,0,0,9181,92,285,32,0,0
180,strike_chopper89,32,-11,47,1,0,1,0,0,0,0,0,83,0,0,0,0,0,0,0,9181,92,285,32,0,0
181,strike_chopper89,32,-11,47,1,0,1,0,0,0,0,0,84,0,0,0,0,0,0,0,9182,92,285,32,0,0
182,strike_chopper89,33,-11,47,1,0,1,0,0,0,0,0,84,0,0,0,0,0,0,0,9183,92,285,32,0,0
183,strike_chopper89,33,-11,47,1,0,1,0,0,0,0,0,84,0,0,0,0,0,0,0,9184,92,285,32,0,0
184,strike_chopper89,33,-11,48,1,0,1,0,0,0,0,0,84,0,0,0,0,0,0,0,9186,92,285,32,0,0
185,strike_chopper89,34,-11,48,1,0,1,0,0,0,0,0,84,0,0,0,0,0,0,0,9188,92,285,32,0,0
186,strike_chopper89,34,-11,48,1,0,1,0,0,0,0,0,85,0,0,0,0,0,0,0,9189,92,285,32,0,0
187,strike_chopper89,34,-11,48,1,0,1,0,0,0,0,0,85,0,0,0,0,0,0,0,9189,92,285,32,0,0
188,strike_chopper89,35,-11,49,1,0,1,0,0,0,0,0,85,0,0,0,0,0,0,0,9188,92,285,32,0,0
189,strike_chopper89,35,-11,49,1,0,1,0,0,0,0,0,85,0,0,0,0,0,0,0,9186,92,285,32,0,0
190,strike_chopper89,36,-11,49,1,0,1,0,0,0,0,0,85,0,0,0,0,0,0,0,9185,92,285,32,0,0
191,strike_chopper89,36,-11,50,1,0,1,0,0,0,0,0,86,0,0,0,0,0,0,0,9184,92,285,32,0,0
192,strike_chopper89,36,-11,50,1,0,1,0,0,0,0,0,86,0,0,0,0,0,0,0,9182,92,285,32,0,0
193,strike_chopper89,37,-11,50,1,0,1,0,0,0,0,0,86,0,0,0,0,0,0,0,9180,92,285,32,0,0
194,strike_chopper89,37,-11,50,1,0,1,0,0,0,0,0,86,0,0,0,0,0,0,0,9178,92,285,32,0,0
195,strike_chopper89,37,-11,51,1,0,1,0,0,0,0,0,86,0,0,0,0,0,0,0,9177,92,285,32,0,0
196,strike_chopper89,38,-11,51,1,0,1,0,0,0,0,0,86,0,0,0,0,0,0,0,9178,92,285,32,0,0
197,strike_chopper89,38,-11,51,1,0,1,0,0,0,0,0,87,0,0,0,0,0,0,0,9180,92,285,32,0,0
198,strike_chopper89,39,-11,52,1,0,1,0,0,0,0,0,87,0,0,0,0,0,0,0,9182,92,285,32,0,0
199,strike_chopper89,39,-11,52,1,0,1,0,0,0,0,0,87,0,0,0,0,0,0,0,9184,92,285,32,0,0
200,strike_chopper89,39,-11,52,1,0,1,0,0,0,0,0,87,0,0,0,0,0,0,0,9186,92,285,32,0,0
201,strike_chopper89,40,-11,52,1,0,1,0,0,0,0,0,87,0,0,0,0,0,0,0,9189,92,285,32,0,0
202,strike_chopper89,40,-11,53,1,0,1,0,0,0,0,0,88,0,0,0,0,0,0,0,9192,92,285,32,0,0
203,strike_chopper89,40,-11,53,1,0,1,0,0,0,0,0,88,0,0,0,0,0,0,0,9193,92,285,32,0,0
204,strike_chopper89,41,-11,53,1,0,1,0,0,0,0,0,88,0,0,0,0,0,0,0,9193,91,285,32,0,0
205,strike_chopper89,41,-11,54,1,0,1,0,0,0,0,0,88,0,0,0,0,0,0,0,9191,91,285,32,0,0
206,strike_chopper89,42,-11,54,1,0,1,0,0,0,0,0,88,0,0,0,0,0,0,0,9188,91,285,32,0,0
207,strike_chopper89,42,-11,54,1,0,1,0,0,0,0,0,89,0,0,0,0,0,0,0,9185,91,285,32,0,0
208,strike_chopper89,42,-11,54,1,0,1,0,0,0,0,0,89,0,0,0,0,0,0,0,9182,91,285,32,0,0
209,strike_chopper89,43,-11,55,1,0,1,0,0,0,0,0,89,0,0,0,0,0,0,0,9180,91,285,32,0,0
210,strike_chopper89,43,-11,55,1,0,1,0,0,0,0,0,89,0,0,0,0,0,0,0,9178,91,285,32,0,0
211,strike_chopper89,43,-11,55,1,0,1,0,0,0,0,0,89,0,0,0,0,0,0,0,9177,91,285,32,0,0
212,strike_chopper89,44,-11,56,1,0,1,0,0,0,0,0,89,0,0,0,0,0,0,0,9176,91,285,32,0,0
213,strike_chopper89,44,-11,56,1,0,1,0,0,0,0,0,90,0,0,0,0,0,0,0,9177,91,285,32,0,0
214,strike_chopper89,45,-11,56,1,0,1,0,0,0,0,0,90,0,0,0,0,0,0,0,9178,91,285,32,0,0
215,strike_chopper89,45,-11,56,1,0,1,0,0,0,0,0,90,0,0,0,0,0,0,0,9179,91,285,32,0,0
216,strike_chopper89,45,-11,57,1,0,1,0,0,0,0,0,90,0,0,0,0,0,0,0,9182,91,285,32,0,0
217,strike_chopper89,46,-11,57,1,0,1,0,0,0,0,0,90,0,0,0,0,0,0,0,9185,91,285,32,0,0
218,strike_chopper89,46,-11,57,1,0,1,0,0,0,0,0,91,0,0,0,0,0,0,0,9187,91,285,32,0,0
219,strike_chopper89,46,-11,57,1,0,1,0,0,0,0,0,91,0,0,0,0,0,0,0,9187,91,285,32,0,0
220,strike_chopper89,47,-11,58,1,0,1,0,0,0,0,0,91,0,0,0,0,0,0,0,9186,91,285,32,0,0
