tick,name,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,yaw,grounded,fx_count,kudos,combo,nitro,riskboost,takedowns,skill_driver,crashbreaker
239,gt_sport89,2,0,36,0,0,0,0,4,0,80,0,94,0,0,0,100
240,gt_sport89,2,0,37,0,0,0,0,4,0,80,0,94,0,0,0,100
241,gt_sport89,2,0,37,0,0,0,0,4,0,80,0,94,0,0,0,100
242,gt_sport89,2,0,37,0,0,0,0,3,0,80,0,94,0,0,0,100
243,gt_sport89,2,0,37,0,-1,0,0,3,0,81,0,94,0,0,0,100
244,gt_sport89,2,0,37,0,-1,0,0,4,0,82,0,94,0,0,0,100
245,gt_sport89,2,-1,37,0,0,0,0,4,0,82,0,95,0,0,0,100
246,gt_sport89,2,-1,38,0,0,0,0,4,0,82,0,95,0,0,0,100
247,gt_sport89,2,-1,38,0,0,0,0,4,0,82,0,95,0,0,0,100
248,gt_sport89,2,0,38,0,0,0,0,4,0,82,0,95,0,0,0,100
249,gt_sport89,3,0,38,0,0,0,0,4,0,82,0,95,0,0,0,100
250,gt_sport89,3,0,38,0,1,0,0,4,0,83,0,96,0,0,0,100
251,gt_sport89,3,0,38,0,1,0,0,4,0,84,0,96,0,0,0,100
252,gt_sport89,3,0,39,0,0,0,0,3,0,84,0,96,0,0,0,100
253,gt_sport89,3,0,39,0,-1,0,0,3,0,85,0,96,0,0,0,100
254,gt_sport89,3,0,39,0,-2,0,0,3,0,86,0,96,0,0,0,100
255,gt_sport89,3,-1,39,0,-1,0,0,4,0,87,0,97,0,0,0,100
256,gt_sport89,3,-1,39,0,0,0,0,4,0,88,0,97,0,0,0,100
257,gt_sport89,3,-1,39,0,0,0,0,4,0,88,0,97,0,0,0,100
258,gt_sport89,3,-1,40,0,0,0,0,4,0,88,0,97,0,0,0,100
259,gt_sport89,3,-1,40,0,0,0,0,4,0,88,0,97,0,0,0,100
260,gt_sport89,3,-1,40,0,0,0,0,4,0,88,0,97,0,0,0,100
261,gt_sport89,3,0,40,0,1,0,0,4,0,89,0,98,0,0,0,100
262,gt_sport89,3,0,40,0,1,0,0,4,0,90,0,98,0,0,0,100
263,gt_sport89,3,0,40,0,1,0,0,4,0,91,0,98,0,0,0,100
264,gt_sport89,3,0,41,0,0,0,0,3,0,91,0,98,0,0,0,100
265,gt_sport89,3,0,41,0,0,0,0,3,0,91,0,98,0,0,0,100
266,gt_sport89,3,0,41,0,-1,0,0,3,0,92,0,99,0,0,0,100
267,gt_sport89,3,-1,41,0,-2,0,0,3,0,93,0,99,0,0,0,100
268,gt_sport89,3,-1,41,0,-2,0,0,4,0,94,0,99,0,0,0,100
269,gt_sport89,3,-2,41,0,-1,0,0,4,0,95,0,99,0,0,0,100
270,gt_sport89,3,-2,42,0,0,0,0,4,0,96,0,99,0,0,0,100
271,gt_sport89,3,-2,42,0,0,0,0,4,0,96,0,100,0,0,0,100
272,gt_sport89,3,-2,42,0,0,0,0,4,0,96,0,100,0,0,0,100
273,gt_sport89,3,-2,42,0,0,0,0,4,0,96,0,100,0,0,0,100
274,gt_sport89,3,-1,42,0,0,0,0,4,0,96,0,100,0,0,0,100
275,gt_sport89,3,-1,42,0,1,0,0,4,0,97,0,100,0,0,0,100
276,gt_sport89,3,-1,43,0,1,0,0,4,0,98,0,100,0,0,0,100
277,gt_sport89,3,0,43,0,2,0,0,4,0,99,0,101,0,0,0,100
278,gt_sport89,3,0,43,0,2,0,0,4,0,100,0,101,0,0,0,100
279,gt_sport89,3,0,43,0,1,0,0,3,0,100,0,101,0,0,0,100
280,gt_sport89,3,0,43,0,-1,0,0,2,0,100,0,101,0,0,0,100
281,gt_sport89,3,0,43,0,-2,0,0,3,0,101,0,101,0,0,0,100
282,gt_sport89,3,-1,43,0,-2,0,0,4,0,102,0,102,0,0,0,100
283,gt_sport89,3,-1,44,0,-1,0,0,4,0,103,0,102,0,0,0,100
284,gt_sport89,3,-1,44,0,0,0,0,4,0,104,0,102,0,0,0,100
285,gt_sport89,3,-2,44,0,0,0,0,4,0,104,0,102,0,0,0,100
286,gt_sport89,3,-2,44,0,0,0,0,4,0,104,0,102,0,0,0,100
287,gt_sport89,3,-1,44,0,0,0,0,4,0,104,0,103,0,0,0,100
288,gt_sport89,3,-1,44,0,1,0,0,4,0,104,0,103,0,0,0,100
289,gt_sport89,3,-1,45,0,1,0,0,4,0,105,0,103,0,0,0,100
290,gt_sport89,3,0,45,0,1,0,0,4,0,106,0,103,0,0,0,100
291,gt_sport89,3,0,45,0,1,0,0,4,0,107,0,103,0,0,0,100
292,gt_sport89,3,0,45,0,2,0,0,4,0,108,0,103,0,0,0,100
293,gt_sport89,3,0,45,0,0,0,0,2,0,108,0,104,0,0,0,100
294,gt_sport89,3,0,45,0,-1,0,0,3,0,109,0,104,0,0,0,100
295,gt_sport89,3,0,46,0,-1,0,0,4,0,110,0,104,0,0,0,100
296,gt_sport89,3,0,46,0,0,0,0,4,0,110,0,104,0,0,0,100
297,gt_sport89,3,0,46,0,0,0,0,4,0,110,0,104,0,0,0,100
298,gt_sport89,3,0,46,0,0,0,0,4,0,110,0,105,0,0,0,100
299,gt_sport89,3,0,46,0,0,0,0,4,0,110,0,105,0,0,0,100
300,gt_sport89,3,0,46,0,0,0,0,4,0,110,0,105,0,0,0,100
301,gt_sport89,3,0,47,0,0,0,0,4,0,120,1,105,0,0,0,100
302,gt_sport89,3,0,47,0,0,0,0,3,0,130,2,105,1,0,0,100
303,gt_sport89,4,0,47,0,0,0,0,4,0,140,3,106,2,0,0,100
304,gt_sport89,4,0,47,0,0,0,0,4,0,150,4,106,3,0,0,100
305,gt_sport89,4,0,47,0,0,0,0,3,0,160,5,106,3,0,0,100
306,gt_sport89,4,0,47,0,0,0,0,4,0,170,6,106,4,0,0,100
307,gt_sport89,4,0,48,0,0,0,0,4,0,180,7,106,5,0,0,100
308,gt_sport89,4,0,48,0,0,0,0,4,0,200,8,106,6,0,0,100
309,gt_sport89,4,0,48,0,0,0,0,4,0,220,9,107,7,0,0,100
310,gt_sport89,4,0,48,0,0,0,0,4,0,240,10,107,7,0,0,100
311,gt_sport89,4,0,48,0,1,0,0,4,0,260,11,107,8,0,0,100
312,gt_sport89,4,0,48,0,0,0,0,3,0,280,12,107,9,0,0,100
313,gt_sport89,4,0,49,0,-1,0,0,3,0,300,13,107,10,0,0,100
314,gt_sport89,4,0,49,0,0,0,0,4,0,320,14,108,10,0,0,100
315,gt_sport89,4,0,49,0,0,0,0,4,0,340,15,108,11,0,0,100
316,gt_sport89,4,0,49,0,0,0,0,4,0,370,16,108,12,0,0,100
317,gt_sport89,4,0,49,0,0,0,0,4,0,400,17,108,13,0,0,100
318,gt_sport89,4,0,49,0,0,0,0,4,0,430,18,108,14,0,0,100
319,gt_sport89,4,0,50,0,0,0,0,4,0,460,19,109,14,0,0,100
320,gt_sport89,4,0,50,0,0,0,0,3,0,490,20,109,15,0,0,100
321,gt_sport89,4,0,50,0,-1,0,0,3,0,520,21,109,16,0,0,100
322,gt_sport89,4,0,50,0,-1,0,0,4,0,550,22,109,17,0,0,100
323,gt_sport89,4,-1,50,0,0,0,0,4,0,580,23,109,17,0,0,100
324,gt_sport89,4,-1,51,0,0,0,0,4,0,620,24,109,18,0,0,100
325,gt_sport89,4,-1,51,0,0,0,0,4,0,660,25,110,19,0,0,100
326,gt_sport89,4,0,51,0,0,0,0,4,0,700,26,110,20,0,0,100
327,gt_sport89,4,0,51,0,0,0,0,4,0,740,27,110,21,0,0,100
328,gt_sport89,4,0,51,0,1,0,0,4,0,780,28,110,21,0,0,100
329,gt_sport89,4,0,51,0,1,0,0,4,0,820,29,110,22,0,0,100
330,gt_sport89,4,0,52,0,0,0,0,3,0,860,30,111,23,0,0,100
331,gt_sport89,4,0,52,0,0,0,0,3,0,900,31,111,24,0,0,100
332,gt_sport89,4,0,52,0,0,0,0,4,0,950,32,111,25,0,0,100
