tick,name,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,yaw,grounded,fx_count,kudos,combo,nitro,riskboost,takedowns,skill_driver,crashbreaker
192,rally89,7,0,85,0,-1,2,0,2,0,101,0,71,0,0,0,100
193,rally89,7,0,86,0,-4,2,0,2,0,101,0,71,0,0,0,100
194,rally89,7,-1,87,0,-3,2,0,4,1,102,0,70,0,0,0,100
195,rally89,7,-2,87,0,-2,2,0,4,1,103,0,69,0,0,0,100
196,rally89,7,-2,88,0,-1,2,0,4,0,103,0,69,0,0,0,100
197,rally89,7,-2,89,0,-1,2,0,4,0,103,0,70,0,0,0,100
198,rally89,7,-3,89,0,0,2,0,4,0,103,0,70,0,0,0,100
199,rally89,7,-3,90,0,0,2,0,4,0,103,0,70,0,0,0,100
200,rally89,7,-3,90,0,0,2,0,4,0,103,0,70,0,0,0,100
201,rally89,7,-3,91,0,0,2,0,4,0,104,0,70,0,0,0,100
202,rally89,8,-3,92,0,0,2,0,4,0,105,0,71,0,0,0,100
203,rally89,8,-2,92,0,0,2,0,4,0,106,0,71,0,0,0,100
204,rally89,8,-2,93,0,1,2,0,4,0,107,0,71,0,0,0,100
205,rally89,8,-2,93,0,1,2,0,4,0,108,0,71,0,0,0,100
206,rally89,8,-1,94,0,2,2,0,4,1,109,0,70,0,0,0,100
207,rally89,8,0,95,0,3,2,0,4,1,110,0,70,0,0,0,100
208,rally89,8,0,95,0,3,2,0,4,1,111,0,69,0,0,0,100
209,rally89,8,1,96,0,2,2,0,3,1,112,0,68,0,0,0,100
210,rally89,8,1,97,0,0,2,0,2,0,112,0,68,0,0,0,100
211,rally89,8,0,97,0,-2,2,0,2,0,112,0,68,0,0,0,100
212,rally89,8,0,98,0,-3,2,0,3,0,113,0,68,0,0,0,100
213,rally89,8,-1,99,0,-3,2,0,4,0,114,0,69,0,0,0,100
214,rally89,8,-1,99,0,-2,2,0,4,0,115,0,69,0,0,0,100
215,rally89,9,-2,100,0,-2,2,0,4,0,116,0,69,0,0,0,100
216,rally89,9,-2,100,0,-1,2,0,4,0,116,0,69,0,0,0,100
217,rally89,9,-3,101,0,-1,2,0,4,0,116,0,69,0,0,0,100
218,rally89,9,-3,102,0,0,2,0,4,0,116,0,70,0,0,0,100
219,rally89,9,-3,102,0,0,2,0,4,0,116,0,70,0,0,0,100
220,rally89,9,-3,103,0,0,2,0,4,0,116,0,70,0,0,0,100
221,rally89,9,-3,103,0,0,2,0,4,0,117,0,70,0,0,0,100
222,rally89,9,-3,104,0,0,2,0,4,0,118,0,70,0,0,0,100
223,rally89,9,-2,104,0,1,2,0,4,0,119,0,71,0,0,0,100
224,rally89,9,-2,105,0,1,2,0,4,0,120,0,71,0,0,0,100
225,rally89,9,-2,105,0,1,1,0,4,0,121,0,71,0,0,0,100
226,rally89,9,-1,106,0,1,1,0,4,0,122,0,71,0,0,0,100
227,rally89,9,-1,106,0,2,1,0,4,0,123,0,71,0,0,0,100
228,rally89,10,0,107,0,2,1,0,4,0,124,0,71,0,0,0,100
229,rally89,10,0,107,0,2,1,0,4,0,125,0,72,0,0,0,100
230,rally89,10,0,108,0,2,1,0,4,0,126,0,72,0,0,0,100
231,rally89,10,0,108,0,0,1,0,2,0,126,0,72,0,0,0,100
232,rally89,10,0,109,0,-2,1,0,2,0,126,0,72,0,0,0,100
233,rally89,10,-1,109,0,-4,1,0,3,0,127,0,72,0,0,0,100
234,rally89,10,-2,110,0,-3,1,0,4,0,128,0,73,0,0,0,100
235,rally89,10,-2,110,0,-2,1,0,4,0,129,0,73,0,0,0,100
236,rally89,10,-3,111,0,-2,1,0,4,0,130,0,73,0,0,0,100
237,rally89,10,-3,111,0,-1,1,0,4,0,131,0,73,0,0,0,100
238,rally89,10,-4,112,0,-1,1,0,4,0,131,0,73,0,0,0,100
239,rally89,10,-4,112,0,0,1,0,4,0,131,0,74,0,0,0,100
240,rally89,10,-4,113,0,0,1,0,4,0,131,0,74,0,0,0,100
241,rally89,10,-4,113,0,0,1,0,4,0,131,0,74,0,0,0,100
242,rally89,10,-4,114,0,0,1,0,4,0,131,0,74,0,0,0,100
243,rally89,11,-4,114,0,0,1,0,4,0,132,0,74,0,0,0,100
244,rally89,11,-4,114,0,0,1,0,4,0,133,0,74,0,0,0,100
245,rally89,11,-3,115,0,1,1,0,4,0,134,0,75,0,0,0,100
246,rally89,11,-3,115,0,1,1,0,4,0,135,0,75,0,0,0,100
247,rally89,11,-3,116,0,1,1,0,4,0,136,0,75,0,0,0,100
248,rally89,11,-2,116,0,1,1,0,4,0,137,0,75,0,0,0,100
249,rally89,11,-2,117,0,2,1,0,4,0,138,0,75,0,0,0,100
250,rally89,11,-1,117,0,2,1,0,4,0,139,0,76,0,0,0,100
251,rally89,11,0,118,0,2,1,0,4,0,140,0,76,0,0,0,100
252,rally89,11,0,118,0,2,1,0,4,0,141,0,76,0,0,0,100
253,rally89,11,0,119,0,1,1,0,3,0,142,0,76,0,0,0,100
254,rally89,11,0,119,0,-1,1,0,2,0,142,0,76,0,0,0,100
255,rally89,11,0,120,0,-1,1,0,4,0,142,0,77,0,0,0,100
256,rally89,11,0,120,0,0,1,0,4,0,142,0,77,0,0,0,100
257,rally89,12,0,120,0,0,1,0,4,0,142,0,77,0,0,0,100
258,rally89,12,0,121,0,0,1,0,4,0,142,0,77,0,0,0,100
259,rally89,12,0,121,0,0,1,0,4,0,142,0,77,0,0,0,100
260,rally89,12,0,122,0,0,1,0,4,0,142,0,77,0,0,0,100
261,rally89,12,0,122,0,0,1,0,4,0,143,0,78,0,0,0,100
262,rally89,12,0,123,0,0,1,0,4,0,144,0,78,0,0,0,100
263,rally89,12,0,123,0,1,1,0,4,0,145,0,78,0,0,0,100
264,rally89,12,0,123,0,0,1,0,3,0,145,0,78,0,0,0,100
265,rally89,12,0,124,0,-1,1,0,3,0,145,0,78,0,0,0,100
266,rally89,12,0,124,0,-1,1,0,4,0,145,0,79,0,0,0,100
267,rally89,12,0,125,0,0,1,0,4,0,145,0,79,0,0,0,100
268,rally89,12,0,125,0,0,1,0,4,0,145,0,79,0,0,0,100
269,rally89,12,0,126,0,0,1,0,4,0,145,0,79,0,0,0,100
270,rally89,12,0,126,0,0,1,0,4,0,145,0,79,0,0,0,100
271,rally89,12,0,127,0,0,1,0,4,0,146,0,80,0,0,0,100
272,rally89,13,0,127,0,0,1,0,4,0,147,0,80,0,0,0,100
273,rally89,13,0,127,0,0,1,0,4,0,148,0,80,0,0,0,100
274,rally89,13,0,128,0,1,1,0,4,0,149,0,80,0,0,0,100
275,rally89,13,0,128,0,1,1,0,4,0,150,0,80,0,0,0,100
276,rally89,13,0,129,0,0,1,0,3,0,150,0,80,0,0,0,100
277,rally89,13,0,129,0,-1,1,0,3,0,150,0,81,0,0,0,100
278,rally89,13,0,130,0,-2,1,0,3,0,151,0,81,0,0,0,100
279,rally89,13,0,130,0,-1,1,0,4,0,152,0,81,0,0,0,100
280,rally89,13,-1,131,0,-1,1,0,4,0,152,0,81,0,0,0,100
281,rally89,13,-1,131,0,-1,1,0,4,0,152,0,81,0,0,0,100
282,rally89,13,-1,131,0,0,1,0,4,0,152,0,82,0,0,0,100
283,rally89,13,-1,132,0,0,1,0,4,0,152,0,82,0,0,0,100
284,rally89,13,-1,132,0,0,1,0,4,0,152,0,82,0,0,0,100
285,rally89,13,-1,133,0,0,1,0,4,0,152,0,82,0,0,0,100
286,rally89,13,-1,133,0,0,1,0,4,0,153,0,82,0,0,0,100
287,rally89,13,-1,134,0,1,1,0,4,0,154,0,83,0,0,0,100
288,rally89,14,0,134,0,1,1,0,4,0,155,0,83,0,0,0,100
289,rally89,14,0,134,0,1,1,0,4,0,156,0,83,0,0,0,100
290,rally89,14,0,135,0,1,1,0,4,0,157,0,83,0,0,0,100
291,rally89,14,0,135,0,1,1,0,4,0,158,0,83,0,0,0,100
292,rally89,14,0,136,0,0,1,0,3,0,158,0,83,0,0,0,100
293,rally89,14,0,136,0,0,1,0,3,0,158,0,84,0,0,0,100
294,rally89,14,0,137,0,-1,1,0,3,0,159,0,84,0,0,0,100
295,rally89,14,0,137,0,-1,1,0,4,0,160,0,84,0,0,0,100
296,rally89,14,0,137,0,-1,1,0,4,0,160,0,84,0,0,0,100
297,rally89,14,-1,138,0,0,1,0,4,0,160,0,84,0,0,0,100
298,rally89,14,-1,138,0,0,1,0,4,0,160,0,85,0,0,0,100
299,rally89,14,-1,139,0,0,1,0,4,0,160,0,85,0,0,0,100
300,rally89,14,-1,139,0,0,1,0,4,0,160,0,85,0,0,0,100
301,rally89,14,-1,140,0,0,1,0,4,0,170,1,85,0,0,0,100
302,rally89,14,0,140,0,0,1,0,4,0,180,2,85,1,0,0,100
303,rally89,15,0,141,0,1,1,0,4,0,190,3,86,2,0,0,100
304,rally89,15,0,141,0,1,1,0,4,0,200,4,86,3,0,0,100
305,rally89,15,0,141,0,0,1,0,3,0,210,5,86,3,0,0,100
306,rally89,15,0,142,0,-1,1,0,3,0,220,6,86,4,0,0,100
307,rally89,15,0,142,0,0,1,0,4,0,230,7,86,5,0,0,100
308,rally89,15,0,143,0,0,1,0,4,0,250,8,86,6,0,0,100
309,rally89,15,0,143,0,0,1,0,4,0,270,9,87,7,0,0,100
310,rally89,15,0,144,0,0,1,0,4,0,290,10,87,7,0,0,100
311,rally89,15,0,144,0,0,1,0,4,0,310,11,87,8,0,0,100
312,rally89,15,0,144,0,0,1,0,4,0,330,12,87,9,0,0,100
313,rally89,15,0,145,0,0,1,0,4,0,350,13,87,10,0,0,100
314,rally89,15,0,145,0,1,1,0,4,0,370,14,88,10,0,0,100
315,rally89,15,0,146,0,1,1,0,4,0,390,15,88,11,0,0,100
316,rally89,15,0,146,0,0,1,0,3,0,420,16,88,12,0,0,100
317,rally89,15,0,147,0,0,1,0,4,0,450,17,88,13,0,0,100
318,rally89,15,0,147,0,0,1,0,4,0,480,18,88,14,0,0,100
319,rally89,16,0,148,0,0,1,0,3,0,510,19,89,14,0,0,100
320,rally89,16,0,148,0,-2,1,0,3,0,540,20,89,15,0,0,100
321,rally89,16,0,148,0,-1,1,0,4,0,570,21,89,16,0,0,100
322,rally89,16,-1,149,0,-1,1,0,4,0,600,22,89,17,0,0,100
323,rally89,16,-1,149,0,0,1,0,4,0,630,23,89,17,0,0,100
324,rally89,16,-1,150,0,0,1,0,4,0,670,24,89,18,0,0,100
325,rally89,16,-1,150,0,0,1,0,4,0,710,25,90,19,0,0,100
326,rally89,16,-1,151,0,0,1,0,4,0,750,26,90,20,0,0,100
327,rally89,16,-1,151,0,0,1,0,4,0,790,27,90,21,0,0,100
328,rally89,16,-1,151,0,0,1,0,4,0,830,28,90,21,0,0,100
329,rally89,16,0,152,0,1,1,0,4,0,870,29,90,22,0,0,100
330,rally89,16,0,152,0,1,1,0,4,0,910,30,91,23,0,0,100
331,rally89,16,0,153,0,1,1,0,4,0,950,31,91,24,0,0,100
332,rally89,16,0,153,0,0,1,0,3,0,1000,32,91,25,0,0,100
333,rally89,16,0,154,0,0,1,0,4,0,1050,33,91,25,0,0,100
334,rally89,16,0,154,0,0,1,0,3,0,1100,34,91,26,0,0,100
335,rally89,15,0,154,0,0,1,0,4,0,1150,35,92,27,0,0,100
336,rally89,15,0,155,0,0,1,0,4,0,1200,36,92,28,0,0,100
337,rally89,15,0,155,0,0,1,0,4,0,1250,37,92,28,0,0,100
338,rally89,15,0,156,0,0,1,0,4,0,1300,38,92,29,0,0,100
339,rally89,15,0,156,0,0,1,0,4,0,1350,39,92,30,0,0,100
340,rally89,15,0,157,0,0,1,0,3,0,1410,40,92,31,0,0,100
341,rally89,15,0,157,0,0,1,0,4,0,1470,41,93,32,0,0,100
342,rally89,15,0,158,0,0,1,0,4,0,1530,42,93,32,0,0,100
343,rally89,15,0,158,0,0,1,0,4,0,1590,43,93,33,0,0,100
344,rally89,15,0,158,0,0,1,0,4,0,1650,44,93,34,0,0,100
345,rally89,15,0,159,0,0,1,0,4,0,1710,45,93,35,0,0,100
346,rally89,15,0,159,0,0,1,0,4,0,1770,46,94,35,0,0,100
347,rally89,15,0,160,0,0,1,0,3,0,1830,47,94,36,0,0,100
348,rally89,15,0,160,0,0,1,0,4,0,1900,48,94,37,0,0,100
349,rally89,15,0,161,0,0,1,0,4,0,1970,49,94,38,0,0,100
350,rally89,15,0,161,0,0,1,0,4,0,2040,50,94,39,0,0,100
351,rally89,15,0,162,0,0,1,0,4,0,2110,51,95,39,0,0,100
352,rally89,15,0,162,0,0,1,0,4,0,2180,52,95,40,0,0,100
353,rally89,15,0,162,0,0,1,0,4,0,2250,53,95,41,0,0,100
354,rally89,15,0,163,0,0,1,0,4,0,2320,54,95,42,0,0,100
355,rally89,15,0,163,0,0,1,0,3,0,2390,55,95,42,0,0,100
