tick,name,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,yaw,grounded,fx_count,kudos,combo,nitro,riskboost,takedowns,skill_driver,crashbreaker,airspeed,air_lift,rotor_rpm,rotor_lift,fuel,cannon,missiles,lock,cargo,av_lock,threat,engine_dead,ctrl_loss,mission_score,medal,wing_score,shield,laser,heat
16,comanche_voxel89,0,-134,3,0,-52,1,0,0,1,0,0,53,0,0,0,0,0,0,0,7675,999,994,10,0,0,0,0,0,0,0,0,0,100,100,0
17,comanche_voxel89,0,-148,3,0,-53,1,0,0,0,0,0,53,0,0,0,0,0,0,0,7677,999,994,10,0,0,0,0,0,0,0,0,0,100,100,0
18,comanche_voxel89,0,-163,3,0,-55,1,0,0,0,0,0,53,0,0,0,0,0,0,0,7679,999,994,10,0,0,0,0,0,0,0,0,0,100,100,0
19,comanche_voxel89,0,-178,4,0,-56,1,0,0,0,0,0,53,0,0,0,0,0,0,0,7681,999,994,10,0,0,0,0,0,0,0,0,0,100,100,0
20,comanche_voxel89,0,-194,4,0,-58,1,0,0,1,0,0,53,0,0,0,0,0,0,0,7683,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
21,comanche_voxel89,0,-210,4,0,-59,1,0,0,0,0,0,54,0,0,0,0,0,0,0,7685,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
22,comanche_voxel89,0,-226,5,0,-60,1,0,0,0,0,0,54,0,0,0,0,0,0,0,7686,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
23,comanche_voxel89,0,-242,5,0,-61,1,0,0,0,0,0,54,0,0,0,0,0,0,0,7687,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
24,comanche_voxel89,0,-259,5,0,-62,1,0,0,0,0,0,54,0,0,0,0,0,0,0,7689,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
25,comanche_voxel89,0,-276,6,0,-63,1,0,0,0,0,0,54,0,0,0,0,0,0,0,7690,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
26,comanche_voxel89,0,-293,6,0,-64,1,0,0,0,0,0,55,0,0,0,0,0,0,0,7691,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
27,comanche_voxel89,0,-311,7,0,-65,1,0,0,0,0,0,55,0,0,0,0,0,0,0,7692,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
28,comanche_voxel89,0,-328,7,0,-66,1,0,0,0,0,0,55,0,0,0,0,0,0,0,7693,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
29,comanche_voxel89,0,-346,7,0,-66,1,0,0,0,0,0,55,0,0,0,0,0,0,0,7694,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
30,comanche_voxel89,0,-364,8,0,-67,1,0,0,0,0,0,55,0,0,0,0,0,0,0,7695,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
31,comanche_voxel89,0,-382,8,0,-68,1,0,0,0,0,0,56,0,0,0,0,0,0,0,7696,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
32,comanche_voxel89,0,-401,9,0,-68,1,0,0,0,0,0,56,0,0,0,0,0,0,0,7696,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
33,comanche_voxel89,0,-419,9,0,-69,1,0,0,0,0,0,56,0,0,0,0,0,0,0,7697,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
34,comanche_voxel89,0,-438,9,0,-70,1,0,0,0,0,0,56,0,0,0,0,0,0,0,7698,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
35,comanche_voxel89,0,-457,10,0,-70,1,0,0,0,0,0,56,0,0,0,0,0,0,0,7698,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
36,comanche_voxel89,0,-476,10,0,-71,1,0,0,0,0,0,56,0,0,0,0,0,0,0,7699,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
37,comanche_voxel89,0,-495,11,0,-71,1,0,0,0,0,0,57,0,0,0,0,0,0,0,7700,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
38,comanche_voxel89,0,-514,11,0,-71,1,0,0,0,0,0,57,0,0,0,0,0,0,0,7700,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
39,comanche_voxel89,0,-533,11,0,-72,1,0,0,0,0,0,57,0,0,0,0,0,0,0,7701,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
40,comanche_voxel89,0,-553,12,0,-72,1,0,0,0,0,0,57,0,0,0,0,0,0,0,7701,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
41,comanche_voxel89,0,-572,12,0,-73,1,0,0,0,0,0,57,0,0,0,0,0,0,0,7701,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
42,comanche_voxel89,0,-592,13,0,-73,1,0,0,0,0,0,58,0,0,0,0,0,0,0,7702,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
43,comanche_voxel89,0,-611,13,0,-73,1,0,0,0,0,0,58,0,0,0,0,0,0,0,7702,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
44,comanche_voxel89,0,-631,14,0,-73,1,0,0,0,0,0,58,0,0,0,0,0,0,0,7703,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
45,comanche_voxel89,0,-651,14,0,-74,1,0,0,0,0,0,58,0,0,0,0,0,0,0,7703,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
46,comanche_voxel89,0,-671,15,0,-74,1,0,0,0,0,0,58,0,0,0,0,0,0,0,7703,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
47,comanche_voxel89,0,-690,15,0,-74,1,0,0,0,0,0,59,0,0,0,0,0,0,0,7703,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
48,comanche_voxel89,0,-710,15,0,-74,1,0,0,0,0,0,59,0,0,0,0,0,0,0,7704,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
49,comanche_voxel89,0,-730,16,0,-75,1,0,0,0,0,0,59,0,0,0,0,0,0,0,7704,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
50,comanche_voxel89,0,-751,16,0,-75,1,0,0,0,0,0,59,0,0,0,0,0,0,0,7704,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
51,comanche_voxel89,0,-771,17,0,-75,1,0,0,0,0,0,59,0,0,0,0,0,0,0,7704,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
52,comanche_voxel89,0,-791,17,0,-75,1,0,0,0,0,0,59,0,0,0,0,0,0,0,7705,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
53,comanche_voxel89,0,-811,18,0,-75,1,0,0,0,0,0,60,0,0,0,0,0,0,0,7705,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
54,comanche_voxel89,0,-831,18,0,-75,1,0,0,0,0,0,60,0,0,0,0,0,0,0,7705,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
55,comanche_voxel89,0,-852,19,0,-76,1,0,0,0,0,0,60,0,0,0,0,0,0,0,7705,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
56,comanche_voxel89,0,-872,19,0,-76,1,0,0,0,0,0,60,0,0,0,0,0,0,0,7705,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
57,comanche_voxel89,0,-892,19,0,-76,1,0,0,0,0,0,60,0,0,0,0,0,0,0,7706,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
58,comanche_voxel89,0,-913,20,0,-76,1,0,0,0,0,0,61,0,0,0,0,0,0,0,7706,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
59,comanche_voxel89,0,-933,20,0,-76,1,0,0,0,0,0,61,0,0,0,0,0,0,0,7706,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
60,comanche_voxel89,0,-953,21,0,-76,1,0,0,0,0,0,61,0,0,0,0,0,0,0,7706,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
61,comanche_voxel89,0,-974,21,0,-76,1,0,0,0,0,0,61,0,0,0,0,0,0,0,7706,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
62,comanche_voxel89,0,-994,22,0,-76,1,0,0,0,0,0,61,0,0,0,0,0,0,0,7706,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
63,comanche_voxel89,0,-1015,22,0,-76,1,0,0,0,0,0,62,0,0,0,0,0,0,0,7706,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
64,comanche_voxel89,0,-1035,23,0,-76,1,0,0,0,0,0,62,0,0,0,0,0,0,0,7706,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
65,comanche_voxel89,0,-1056,23,0,-77,1,0,0,0,0,0,62,0,0,0,0,0,0,0,7706,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
66,comanche_voxel89,0,-1077,23,0,-77,1,0,0,0,0,0,62,0,0,0,0,0,0,0,7706,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
67,comanche_voxel89,0,-1097,24,0,-77,1,0,0,0,0,0,62,0,0,0,0,0,0,0,7706,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
68,comanche_voxel89,0,-1118,24,0,-77,1,0,0,0,0,0,62,0,0,0,0,0,0,0,7706,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
69,comanche_voxel89,0,-1138,25,0,-77,1,0,0,0,0,0,63,0,0,0,0,0,0,0,7706,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
70,comanche_voxel89,0,-1159,25,0,-77,1,0,0,0,0,0,63,0,0,0,0,0,0,0,7706,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
71,comanche_voxel89,0,-1180,26,0,-77,1,0,0,0,0,0,63,0,0,0,0,0,0,0,7706,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
72,comanche_voxel89,0,-1200,26,0,-77,1,0,0,0,0,0,63,0,0,0,0,0,0,0,7706,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
73,comanche_voxel89,0,-1221,27,0,-77,1,0,0,0,0,0,63,0,0,0,0,0,0,0,7706,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
74,comanche_voxel89,0,-1242,27,0,-77,1,0,0,0,0,0,64,0,0,0,0,0,0,0,7706,999,993,10,0,0,0,0,0,0,0,0,0,100,100,0
75,comanche_voxel89,0,-1262,28,0,-77,1,0,0,1,0,0,64,0,0,0,0,0,0,0,7706,999,992,10,0,0,0,0,0,0,0,0,0,100,100,0
76,comanche_voxel89,0,-1283,28,0,-77,1,0,0,0,0,0,64,0,0,0,0,0,0,0,7706,999,992,10,0,0,0,0,0,0,0,0,0,100,100,0
77,comanche_voxel89,0,-1304,28,0,-77,1,0,0,0,0,0,64,0,0,0,0,0,0,0,7706,999,992,10,0,0,0,0,0,0,0,0,0,100,100,0
78,comanche_voxel89,0,-1324,29,0,-77,1,0,0,0,0,0,64,0,0,0,0,0,0,0,7706,999,992,10,0,0,0,0,0,0,0,0,0,100,100,0
79,comanche_voxel89,0,-1345,29,0,-77,1,0,0,1,0,0,65,0,0,0,0,0,0,0,7706,999,991,10,0,0,0,0,0,0,0,0,0,100,100,0
80,comanche_voxel89,0,-1366,30,0,-77,1,0,0,0,0,0,65,0,0,0,0,0,0,0,7706,999,991,10,0,0,0,0,0,0,0,0,0,100,100,0
81,comanche_voxel89,0,-1387,30,0,-77,1,0,0,0,0,0,65,0,0,0,0,0,0,0,7706,999,991,10,0,0,0,0,0,0,0,0,0,100,100,0
82,comanche_voxel89,0,-1407,31,0,-77,1,0,0,0,0,0,65,0,0,0,0,0,0,0,7706,999,991,10,0,0,0,0,0,0,0,0,0,100,100,0
83,comanche_voxel89,0,-1428,31,0,-77,1,0,0,1,0,0,65,0,0,0,0,0,0,0,7706,999,990,10,0,0,0,0,0,0,0,0,0,100,100,0
84,comanche_voxel89,0,-1449,32,0,-77,1,0,0,0,0,0,65,0,0,0,0,0,0,0,7706,999,990,10,0,0,0,0,0,0,0,0,0,100,100,0
85,comanche_voxel89,0,-1470,32,0,-77,1,0,0,0,0,0,66,0,0,0,0,0,0,0,7706,999,990,10,0,0,0,0,0,0,0,0,0,100,100,0
86,comanche_voxel89,0,-1490,33,0,-77,1,0,0,0,0,0,66,0,0,0,0,0,0,0,7706,999,990,10,0,0,0,0,0,0,0,0,0,100,100,0
87,comanche_voxel89,0,-1511,33,0,-77,1,0,0,1,0,0,66,0,0,0,0,0,0,0,7706,999,989,10,0,0,0,0,0,0,0,0,0,100,100,0
88,comanche_voxel89,1,-1532,33,0,-77,1,0,0,0,0,0,66,0,0,0,0,0,0,0,7706,999,989,10,0,0,0,0,0,0,0,0,0,100,100,0
89,comanche_voxel89,1,-1553,34,1,-77,1,0,0,0,0,0,66,0,0,0,0,0,0,0,7706,999,989,10,0,0,0,0,0,0,0,0,0,100,100,0
90,comanche_voxel89,1,-1573,34,1,-77,1,0,0,0,0,0,67,0,0,0,0,0,0,0,7706,999,989,10,0,0,0,40,0,0,0,0,0,100,100,0
91,comanche_voxel89,2,-1594,35,1,-77,1,0,0,1,0,0,67,0,0,0,0,0,0,0,7706,999,988,10,0,0,0,40,0,0,0,0,0,100,100,0
92,comanche_voxel89,2,-1615,35,1,-77,1,0,0,0,0,0,67,0,0,0,0,0,0,0,7706,999,988,10,0,0,0,40,0,0,0,0,0,100,100,0
93,comanche_voxel89,2,-1636,36,1,-77,1,0,0,0,0,0,67,0,0,0,0,0,0,0,7706,999,988,10,0,0,0,40,0,0,0,0,0,100,100,0
94,comanche_voxel89,3,-1657,36,1,-77,1,0,0,0,0,0,67,0,0,0,0,0,0,0,7706,999,988,10,0,0,0,40,0,0,0,0,0,100,100,0
95,comanche_voxel89,3,-1677,37,1,-77,1,0,0,1,0,0,68,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
96,comanche_voxel89,3,-1698,37,1,-77,1,0,0,1,0,0,68,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
97,comanche_voxel89,4,-1719,38,1,-77,1,0,0,0,0,0,68,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
98,comanche_voxel89,4,-1740,38,1,-78,1,0,0,0,0,0,68,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
99,comanche_voxel89,5,-1761,38,1,-78,1,0,0,0,0,0,68,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
100,comanche_voxel89,5,-1781,39,1,-78,1,0,0,0,0,0,68,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
101,comanche_voxel89,6,-1802,39,1,-78,1,0,0,0,0,0,69,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
102,comanche_voxel89,6,-1823,40,1,-78,1,0,0,0,0,0,69,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
103,comanche_voxel89,7,-1844,40,1,-78,1,0,0,0,0,0,69,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
104,comanche_voxel89,7,-1865,41,1,-78,1,0,0,0,0,0,69,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
105,comanche_voxel89,8,-1885,41,1,-78,1,0,0,0,0,0,69,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
106,comanche_voxel89,8,-1906,42,1,-78,1,0,0,0,0,0,70,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
107,comanche_voxel89,9,-1927,42,1,-78,1,0,0,0,0,0,70,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
108,comanche_voxel89,9,-1948,43,1,-78,1,0,0,0,0,0,70,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
109,comanche_voxel89,10,-1969,43,2,-78,1,0,0,0,0,0,70,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
110,comanche_voxel89,10,-1989,43,2,-78,1,0,0,0,0,0,70,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
111,comanche_voxel89,11,-2010,44,2,-78,1,0,0,0,0,0,71,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
112,comanche_voxel89,11,-2031,44,2,-78,1,0,0,1,0,0,71,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
113,comanche_voxel89,12,-2052,45,2,-78,1,0,0,0,0,0,71,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
114,comanche_voxel89,13,-2073,45,2,-78,1,0,0,0,0,0,71,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
115,comanche_voxel89,13,-2094,46,2,-78,1,0,0,0,0,0,71,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
116,comanche_voxel89,14,-2114,46,2,-78,1,0,0,0,0,0,71,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
117,comanche_voxel89,14,-2135,47,2,-78,1,0,0,0,0,0,72,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
118,comanche_voxel89,15,-2156,47,2,-78,1,0,0,0,0,0,72,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
119,comanche_voxel89,15,-2177,47,2,-78,1,0,0,0,0,0,72,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
120,comanche_voxel89,16,-2198,48,2,-78,1,0,0,0,0,0,72,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
121,comanche_voxel89,17,-2218,48,2,-78,1,0,0,0,0,0,72,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
122,comanche_voxel89,17,-2239,49,2,-78,1,0,0,0,0,0,73,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
123,comanche_voxel89,18,-2260,49,2,-78,1,0,0,0,0,0,73,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
124,comanche_voxel89,18,-2281,50,2,-78,1,0,0,0,0,0,73,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
125,comanche_voxel89,19,-2302,50,2,-78,1,0,0,0,0,0,73,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
126,comanche_voxel89,20,-2323,51,2,-78,1,0,0,0,0,0,73,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
127,comanche_voxel89,20,-2343,51,2,-78,1,0,0,0,0,0,74,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
128,comanche_voxel89,21,-2364,52,2,-78,1,0,0,1,0,0,74,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
129,comanche_voxel89,21,-2385,52,2,-78,1,0,0,0,0,0,74,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
130,comanche_voxel89,22,-2406,52,2,-78,1,0,0,0,0,0,74,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
131,comanche_voxel89,23,-2427,53,2,-78,1,0,0,0,0,0,74,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
132,comanche_voxel89,23,-2448,53,2,-78,1,0,0,0,0,0,74,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
133,comanche_voxel89,24,-2468,54,2,-78,1,0,0,0,0,0,75,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
134,comanche_voxel89,24,-2489,54,2,-78,1,0,0,0,0,0,75,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
135,comanche_voxel89,25,-2510,55,2,-78,1,0,0,0,0,0,75,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
136,comanche_voxel89,26,-2531,55,2,-78,1,0,0,0,0,0,75,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
137,comanche_voxel89,26,-2552,56,2,-78,1,0,0,0,0,0,75,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
138,comanche_voxel89,27,-2573,56,2,-78,1,0,0,0,0,0,76,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
139,comanche_voxel89,27,-2593,57,2,-78,1,0,0,0,0,0,76,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
140,comanche_voxel89,28,-2614,57,2,-78,1,0,0,0,0,0,76,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
141,comanche_voxel89,29,-2635,57,2,-78,1,0,0,0,0,0,76,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
142,comanche_voxel89,29,-2656,58,2,-78,1,0,0,0,0,0,76,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
143,comanche_voxel89,30,-2677,58,2,-78,1,0,0,0,0,0,77,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
144,comanche_voxel89,30,-2698,59,2,-78,1,0,0,1,0,0,77,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
145,comanche_voxel89,31,-2718,59,2,-78,1,0,0,0,0,0,77,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
146,comanche_voxel89,32,-2739,60,2,-78,1,0,0,0,0,0,77,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
147,comanche_voxel89,32,-2760,60,2,-78,1,0,0,0,0,0,77,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
148,comanche_voxel89,33,-2781,61,2,-78,1,0,0,0,0,0,77,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
149,comanche_voxel89,34,-2802,61,2,-78,1,0,0,0,0,0,78,0,0,0,0,0,0,0,7706,999,987,10,0,0,0,40,0,0,0,0,0,100,100,0
150,comanche_voxel89,34,-2823,62,2,-78,1,0,0,1,0,0,78,0,0,0,0,0,0,0,7706,999,986,10,0,0,0,40,0,0,0,0,0,100,100,0
151,comanche_voxel89,35,-2843,62,2,-78,1,0,0,0,0,0,78,0,0,0,0,0,0,0,7706,999,986,10,0,0,0,40,0,0,0,0,0,100,100,0
152,comanche_voxel89,35,-2864,62,2,-78,1,0,0,0,0,0,78,0,0,0,0,0,0,0,7706,999,986,10,0,0,0,40,0,0,0,0,0,100,100,0
153,comanche_voxel89,36,-2885,63,2,-78,1,0,0,0,0,0,78,0,0,0,0,0,0,0,7706,999,986,10,0,0,0,40,0,0,0,0,0,100,100,0
154,comanche_voxel89,37,-2906,63,2,-78,1,0,0,1,0,0,79,0,0,0,0,0,0,0,7706,999,985,10,0,0,0,40,0,0,0,0,0,100,100,0
155,comanche_voxel89,37,-2927,64,2,-78,1,0,0,0,0,0,79,0,0,0,0,0,0,0,7706,999,985,10,0,0,0,40,0,0,0,0,0,100,100,0
156,comanche_voxel89,38,-2947,64,2,-78,1,0,0,0,0,0,79,0,0,0,0,0,0,0,7706,999,985,10,0,0,0,40,0,0,0,0,0,100,100,0
157,comanche_voxel89,38,-2968,65,2,-78,1,0,0,0,0,0,79,0,0,0,0,0,0,0,7706,999,985,10,0,0,0,40,0,0,0,0,0,100,100,0
158,comanche_voxel89,39,-2989,65,2,-78,1,0,0,1,0,0,79,0,0,0,0,0,0,0,7706,999,984,10,0,0,0,40,0,0,0,0,0,100,100,0
159,comanche_voxel89,40,-3010,66,2,-78,1,0,0,0,0,0,80,0,0,0,0,0,0,0,7706,999,984,10,0,0,0,40,0,0,0,0,0,100,100,0
160,comanche_voxel89,40,-3031,66,2,-78,1,0,0,1,0,0,80,0,0,0,0,0,0,0,7706,999,984,10,0,0,0,40,0,0,0,0,0,100,100,0
