tick,name,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,yaw,grounded,fx_count,kudos,combo,nitro,riskboost,takedowns,skill_driver,crashbreaker,airspeed,air_lift,rotor_rpm,rotor_lift,fuel,cannon,missiles,lock,cargo,av_lock,threat,engine_dead,ctrl_loss,mission_score,medal,wing_score,shield,laser,heat
62,tie_interceptor89,0,18,283,0,0,4,0,0,0,335,28,61,10,0,0,100,0,0,0,0,9999,991,80,0,0,0,0,0,0,0,0,0,0,6,71
63,tie_interceptor89,0,18,284,0,0,4,0,0,0,335,28,62,10,0,0,100,0,0,0,0,9999,991,80,0,0,0,0,0,0,0,0,0,0,6,71
64,tie_interceptor89,0,18,285,0,0,4,0,0,0,335,28,62,10,0,0,100,0,0,0,0,9999,991,80,0,0,0,0,0,0,0,0,0,0,6,71
65,tie_interceptor89,0,18,287,0,0,4,0,0,0,335,28,62,10,0,0,100,0,0,0,0,9999,991,80,0,0,0,0,0,0,0,0,0,0,6,71
66,tie_interceptor89,0,18,288,0,0,4,0,0,0,335,28,62,10,0,0,100,0,0,0,0,9999,991,80,0,0,0,0,0,0,0,0,0,0,6,71
67,tie_interceptor89,0,18,289,0,0,4,0,0,0,335,28,62,10,0,0,100,0,0,0,0,9999,991,80,0,0,0,0,0,0,0,0,0,0,6,71
68,tie_interceptor89,0,18,290,0,0,4,0,0,1,335,28,62,10,0,0,100,0,0,0,0,9999,990,80,0,0,0,0,0,0,0,0,0,0,6,71
69,tie_interceptor89,0,18,291,0,0,4,0,0,0,335,28,63,10,0,0,100,0,0,0,0,9999,990,80,0,0,0,0,0,0,0,0,0,0,6,71
70,tie_interceptor89,0,18,292,0,0,4,0,0,0,335,28,63,10,0,0,100,0,0,0,0,9999,990,80,0,0,0,0,0,0,0,0,0,0,6,71
71,tie_interceptor89,0,18,294,0,0,4,0,0,0,335,28,63,10,0,0,100,0,0,0,0,9999,990,80,0,0,0,0,0,0,0,0,0,0,6,71
72,tie_interceptor89,0,18,295,0,0,4,0,0,1,335,28,63,10,0,0,100,0,0,0,0,9999,989,80,0,0,0,0,0,0,0,0,0,0,6,71
73,tie_interceptor89,0,18,296,0,0,4,0,0,0,335,28,63,10,0,0,100,0,0,0,0,9999,989,80,0,0,0,0,0,0,0,0,0,0,6,71
74,tie_interceptor89,0,18,297,0,0,4,0,0,0,335,28,64,10,0,0,100,0,0,0,0,9999,989,80,0,0,0,0,0,0,0,0,0,0,6,71
75,tie_interceptor89,0,18,298,0,0,4,0,0,0,335,28,64,10,0,0,100,0,0,0,0,9999,989,80,0,0,0,0,0,0,0,0,0,0,6,71
76,tie_interceptor89,0,18,299,0,0,4,0,0,1,335,28,64,10,0,0,100,0,0,0,0,9999,988,80,0,0,0,0,0,0,0,0,0,0,6,71
77,tie_interceptor89,0,18,300,0,0,4,0,0,0,335,28,64,10,0,0,100,0,0,0,0,9999,988,80,0,0,0,0,0,0,0,0,0,0,6,71
78,tie_interceptor89,0,18,301,0,0,4,0,0,0,335,28,64,10,0,0,100,0,0,0,0,9999,988,80,0,0,0,0,0,0,0,0,0,0,6,71
79,tie_interceptor89,0,18,302,0,0,4,0,0,0,335,28,65,10,0,0,100,0,0,0,0,9999,988,80,0,0,0,0,0,0,0,0,0,0,6,71
80,tie_interceptor89,0,18,303,0,0,4,0,0,1,335,28,65,10,0,0,100,0,0,0,0,9999,987,80,0,0,0,0,0,0,0,0,0,0,6,71
81,tie_interceptor89,0,18,304,0,0,4,0,0,0,335,28,65,10,0,0,100,0,0,0,0,9999,987,80,0,0,0,0,0,0,0,0,0,0,6,71
82,tie_interceptor89,0,18,306,0,0,3,0,0,0,335,28,65,10,0,0,100,0,0,0,0,9999,987,80,0,0,0,0,0,0,0,0,0,0,6,71
83,tie_interceptor89,0,18,307,0,0,3,0,0,0,335,28,65,10,0,0,100,0,0,0,0,9999,987,80,0,0,0,0,0,0,0,0,0,0,6,71
84,tie_interceptor89,0,18,308,0,0,3,0,0,0,335,28,65,10,0,0,100,0,0,0,0,9999,987,80,0,0,0,0,0,0,0,0,0,0,6,71
85,tie_interceptor89,0,18,309,0,0,3,0,0,0,335,28,66,10,0,0,100,0,0,0,0,9999,987,80,0,0,0,0,0,0,0,0,0,0,7,71
86,tie_interceptor89,0,18,310,0,0,3,0,0,0,335,28,66,10,0,0,100,0,0,0,0,9999,987,80,0,0,0,0,0,0,0,0,0,0,7,71
87,tie_interceptor89,0,18,311,0,0,3,0,0,0,335,28,66,10,0,0,100,0,0,0,0,9999,987,80,0,0,0,0,0,0,0,0,0,0,7,71
88,tie_interceptor89,0,18,312,0,0,3,0,0,0,335,28,66,10,0,0,100,0,0,0,0,9999,987,80,0,0,0,0,0,0,0,0,0,0,7,71
89,tie_interceptor89,0,18,313,0,0,3,0,0,0,335,28,66,10,0,0,100,0,0,0,0,9999,987,80,0,0,0,0,0,0,0,0,0,0,7,71
90,tie_interceptor89,0,18,314,0,0,3,0,0,0,335,28,67,10,0,0,100,0,0,0,0,9999,987,80,0,0,0,40,0,0,0,0,0,0,7,71
91,tie_interceptor89,0,18,315,0,0,4,0,0,1,335,0,66,9,0,0,100,0,0,0,0,9999,987,80,0,0,0,40,0,0,0,0,0,0,7,71
92,tie_interceptor89,0,18,316,0,0,4,0,0,1,335,0,65,8,0,0,100,0,0,0,0,9999,987,80,0,0,0,40,0,0,0,0,0,0,7,71
93,tie_interceptor89,0,18,317,0,0,4,0,0,1,335,0,65,7,0,0,100,0,0,0,0,9999,987,80,0,0,0,40,0,0,0,0,0,0,7,71
94,tie_interceptor89,0,18,319,0,0,4,0,0,1,335,0,64,6,0,0,100,0,0,0,0,9999,987,80,0,0,0,40,0,0,0,0,0,0,7,71
95,tie_interceptor89,0,18,320,0,0,5,0,0,1,335,0,63,5,0,0,100,0,0,0,0,9999,987,80,0,0,0,40,0,0,0,0,0,0,7,71
96,tie_interceptor89,0,18,322,0,0,5,0,0,2,335,0,62,4,0,0,100,0,0,0,0,9999,987,80,0,0,0,40,0,0,0,0,0,0,7,71
97,tie_interceptor89,0,18,323,0,0,5,0,0,1,335,0,62,3,0,0,100,0,0,0,0,9999,987,80,0,0,0,40,0,0,0,0,0,0,7,71
98,tie_interceptor89,0,18,325,0,0,5,0,0,1,335,0,61,2,0,0,100,0,0,0,0,9999,987,80,0,0,0,40,0,0,0,0,0,0,7,71
99,tie_interceptor89,0,18,326,0,0,5,0,0,1,335,0,60,1,0,0,100,0,0,0,0,9999,987,80,0,0,0,40,0,0,0,0,0,0,7,71
100,tie_interceptor89,0,18,328,0,0,6,0,0,1,335,0,60,0,0,0,100,0,0,0,0,9999,987,80,0,0,0,40,0,0,0,0,0,0,7,71
101,tie_interceptor89,0,18,330,0,0,6,0,0,1,335,0,59,0,0,0,100,0,0,0,0,9999,987,80,0,0,0,40,0,0,0,0,0,0,7,71
102,tie_interceptor89,0,18,331,0,0,6,0,0,2,335,0,58,0,0,0,100,0,0,0,0,9999,986,80,0,0,0,40,0,0,0,0,0,0,7,71
103,tie_interceptor89,0,18,333,0,0,6,0,0,1,335,0,58,0,0,0,100,0,0,0,0,9999,986,80,0,0,0,40,0,0,0,0,0,0,7,71
104,tie_interceptor89,0,18,335,0,0,6,0,0,1,335,0,57,0,0,0,100,0,0,0,0,9999,986,80,0,0,0,40,0,0,0,0,0,0,7,71
105,tie_interceptor89,0,18,337,0,0,6,0,0,1,335,0,56,0,0,0,100,0,0,0,0,9999,986,80,0,0,0,40,0,0,0,0,0,0,7,71
106,tie_interceptor89,0,18,338,0,0,6,0,0,2,335,0,56,0,0,0,100,0,0,0,0,9999,985,80,0,0,0,40,0,0,0,0,0,0,7,71
107,tie_interceptor89,0,18,340,0,0,6,0,0,1,335,0,55,0,0,0,100,0,0,0,0,9999,985,80,0,0,0,40,0,0,0,0,0,0,7,71
108,tie_interceptor89,0,18,342,0,0,6,0,0,1,335,0,54,0,0,0,100,0,0,0,0,9999,985,80,0,0,0,40,0,0,0,0,0,0,7,71
109,tie_interceptor89,0,18,344,0,0,6,0,0,1,335,0,54,0,0,0,100,0,0,0,0,9999,985,80,0,0,0,40,0,0,0,0,0,0,7,71
110,tie_interceptor89,0,18,346,0,0,7,0,0,2,335,0,53,0,0,0,100,0,0,0,0,9999,984,80,0,0,0,40,0,0,0,0,0,0,7,71
111,tie_interceptor89,0,18,348,0,0,7,0,0,1,335,0,52,0,0,0,100,0,0,0,0,9999,984,80,0,0,0,40,0,0,0,0,0,0,7,71
112,tie_interceptor89,0,18,350,0,0,7,0,0,2,335,0,51,0,0,0,100,0,0,0,0,9999,984,80,0,0,0,40,0,0,0,0,0,0,7,71
113,tie_interceptor89,0,18,351,0,0,7,0,0,1,335,0,51,0,0,0,100,0,0,0,0,9999,984,80,0,0,0,40,0,0,0,0,0,0,7,71
114,tie_interceptor89,0,18,353,0,0,7,0,0,2,335,0,50,0,0,0,100,0,0,0,0,9999,983,80,0,0,0,40,0,0,0,0,0,0,7,71
115,tie_interceptor89,0,18,355,0,0,7,0,0,1,335,0,49,0,0,0,100,0,0,0,0,9999,983,80,0,0,0,40,0,0,0,0,0,0,7,71
116,tie_interceptor89,0,18,357,0,0,7,0,0,1,335,0,49,0,0,0,100,0,0,0,0,9999,983,80,0,0,0,40,0,0,0,0,0,0,7,71
117,tie_interceptor89,0,18,359,0,0,7,0,0,1,335,0,48,0,0,0,100,0,0,0,0,9999,983,80,0,0,0,40,0,0,0,0,0,0,7,71
118,tie_interceptor89,0,18,361,0,0,7,0,0,1,335,0,47,0,0,0,100,0,0,0,0,9999,983,80,0,0,0,40,0,0,0,0,0,0,7,71
119,tie_interceptor89,0,18,363,0,0,7,0,0,1,335,0,47,0,0,0,100,0,0,0,0,9999,983,80,0,0,0,40,0,0,0,0,0,0,7,71
120,tie_interceptor89,0,18,365,0,0,7,0,0,1,335,0,46,0,0,0,100,0,0,0,0,9999,983,80,0,0,0,40,0,0,0,0,0,0,8,71
121,tie_interceptor89,0,18,367,0,0,7,0,0,1,335,0,45,0,0,0,100,0,0,0,0,9999,983,80,0,0,0,40,0,0,0,0,0,0,8,71
122,tie_interceptor89,0,18,369,0,0,7,0,0,1,335,0,45,0,0,0,100,0,0,0,0,9999,983,80,0,0,0,40,0,0,0,0,0,0,8,71
123,tie_interceptor89,0,18,371,0,0,7,0,0,1,335,0,44,0,0,0,100,0,0,0,0,9999,983,80,0,0,0,40,0,0,0,0,0,0,8,71
124,tie_interceptor89,0,18,373,0,0,7,0,0,1,335,0,43,0,0,0,100,0,0,0,0,9999,983,80,0,0,0,40,0,0,0,0,0,0,8,71
125,tie_interceptor89,0,18,375,0,0,7,0,0,1,335,0,43,0,0,0,100,0,0,0,0,9999,983,80,0,0,0,40,0,0,0,0,0,0,8,71
126,tie_interceptor89,0,18,377,0,0,7,0,0,1,335,0,42,0,0,0,100,0,0,0,0,9999,983,80,0,0,0,40,0,0,0,0,0,0,8,71
127,tie_interceptor89,0,18,379,0,0,7,0,0,1,335,0,41,0,0,0,100,0,0,0,0,9999,983,80,0,0,0,40,0,0,0,0,0,0,8,71
128,tie_interceptor89,0,18,381,0,0,7,0,0,2,335,0,40,0,0,0,100,0,0,0,0,9999,983,80,0,0,0,40,0,0,0,0,0,0,8,71
129,tie_interceptor89,0,18,383,0,0,7,0,0,1,335,0,40,0,0,0,100,0,0,0,0,9999,983,80,0,0,0,40,0,0,0,0,0,0,8,70
130,tie_interceptor89,0,18,385,0,0,7,0,0,1,335,0,39,0,0,0,100,0,0,0,0,9999,983,80,0,0,0,40,0,0,0,0,0,0,8,70
131,tie_interceptor89,0,18,387,0,0,7,0,0,1,335,0,38,0,0,0,100,0,0,0,0,9999,983,80,0,0,0,40,0,0,0,0,0,0,8,70
132,tie_interceptor89,0,18,390,0,0,7,0,0,1,335,0,38,0,0,0,100,0,0,0,0,9999,983,80,0,0,0,40,0,0,0,0,0,0,8,70
133,tie_interceptor89,0,18,392,0,0,7,0,0,1,335,0,37,0,0,0,100,0,0,0,0,9999,983,80,0,0,0,40,0,0,0,0,0,0,8,70
134,tie_interceptor89,0,18,394,0,0,7,0,0,1,335,0,36,0,0,0,100,0,0,0,0,9999,983,80,0,0,0,40,0,0,0,0,0,0,8,70
135,tie_interceptor89,0,18,396,0,0,7,0,0,1,335,0,36,0,0,0,100,0,0,0,0,9999,983,80,0,0,0,40,0,0,0,0,0,0,8,70
136,tie_interceptor89,0,18,398,0,0,7,0,0,3,335,0,35,0,0,0,100,0,0,0,0,9999,982,80,0,0,0,40,0,0,0,0,0,0,0,76
137,tie_interceptor89,0,18,400,0,0,7,0,0,1,335,0,34,0,0,0,100,0,0,0,0,9999,982,80,0,0,0,40,0,0,0,0,0,0,0,76
138,tie_interceptor89,0,18,402,0,0,7,0,0,1,335,0,34,0,0,0,100,0,0,0,0,9999,982,80,0,0,0,40,0,0,0,0,0,0,0,76
139,tie_interceptor89,0,18,404,0,0,7,0,0,1,335,0,33,0,0,0,100,0,0,0,0,9999,982,80,0,0,0,40,0,0,0,0,0,0,0,76
140,tie_interceptor89,0,18,406,0,0,7,0,0,2,335,0,32,0,0,0,100,0,0,0,0,9999,981,80,0,0,0,40,0,0,0,0,0,0,0,76
141,tie_interceptor89,0,18,408,0,0,7,0,0,1,335,0,32,0,0,0,100,0,0,0,0,9999,981,80,0,0,0,40,0,0,0,0,0,0,0,76
142,tie_interceptor89,0,18,410,0,0,7,0,0,1,335,0,31,0,0,0,100,0,0,0,0,9999,981,80,0,0,0,40,0,0,0,0,0,0,0,76
143,tie_interceptor89,0,18,412,0,0,7,0,0,1,335,0,30,0,0,0,100,0,0,0,0,9999,981,80,0,0,0,40,0,0,0,0,0,0,0,76
144,tie_interceptor89,0,18,414,0,0,7,0,0,3,335,0,29,0,0,0,100,0,0,0,0,9999,980,80,0,0,0,40,0,0,0,0,0,0,0,76
145,tie_interceptor89,0,18,417,0,0,7,0,0,1,335,0,29,0,0,0,100,0,0,0,0,9999,980,80,0,0,0,40,0,0,0,0,0,0,0,76
146,tie_interceptor89,0,18,419,0,0,7,0,0,1,335,0,28,0,0,0,100,0,0,0,0,9999,980,80,0,0,0,40,0,0,0,0,0,0,0,76
147,tie_interceptor89,0,18,421,0,0,7,0,0,1,335,0,27,0,0,0,100,0,0,0,0,9999,980,80,0,0,0,40,0,0,0,0,0,0,0,76
148,tie_interceptor89,0,18,423,0,0,7,0,0,2,335,0,27,0,0,0,100,0,0,0,0,9999,979,80,0,0,0,40,0,0,0,0,0,0,0,76
149,tie_interceptor89,0,18,425,0,0,7,0,0,1,335,0,26,0,0,0,100,0,0,0,0,9999,979,80,0,0,0,40,0,0,0,0,0,0,0,76
150,tie_interceptor89,0,18,427,0,0,7,0,0,1,335,0,25,0,0,0,100,0,0,0,0,9999,979,80,0,0,0,40,0,0,0,0,0,0,0,76
151,tie_interceptor89,0,18,429,0,0,7,0,0,1,335,0,25,0,0,0,100,0,0,0,0,9999,979,80,0,0,0,40,0,0,0,0,0,0,0,76
152,tie_interceptor89,0,18,431,0,0,7,0,0,1,335,0,24,0,0,0,100,0,0,0,0,9999,979,80,0,0,0,40,0,0,0,0,0,0,0,76
153,tie_interceptor89,0,18,433,0,0,7,0,0,1,335,0,23,0,0,0,100,0,0,0,0,9999,979,80,0,0,0,40,0,0,0,0,0,0,0,76
154,tie_interceptor89,0,18,435,0,0,7,0,0,1,335,0,23,0,0,0,100,0,0,0,0,9999,979,80,0,0,0,40,0,0,0,0,0,0,0,76
155,tie_interceptor89,0,18,438,0,0,7,0,0,1,335,0,22,0,0,0,100,0,0,0,0,9999,979,80,0,0,0,40,0,0,0,0,0,0,0,76
156,tie_interceptor89,0,18,440,0,0,7,0,0,1,335,0,21,0,0,0,100,0,0,0,0,9999,979,80,0,0,0,40,0,0,0,0,0,0,0,76
157,tie_interceptor89,0,18,442,0,0,7,0,0,1,335,0,21,0,0,0,100,0,0,0,0,9999,979,80,0,0,0,40,0,0,0,0,0,0,1,76
158,tie_interceptor89,0,18,444,0,0,7,0,0,1,335,0,20,0,0,0,100,0,0,0,0,9999,979,80,0,0,0,40,0,0,0,0,0,0,1,76
159,tie_interceptor89,0,18,446,0,0,7,0,0,1,335,0,19,0,0,0,100,0,0,0,0,9999,979,80,0,0,0,40,0,0,0,0,0,0,1,76
160,tie_interceptor89,0,18,448,0,0,7,0,0,2,335,0,18,0,0,0,100,0,0,0,0,9999,979,80,0,0,0,40,0,0,0,0,0,0,1,76
161,tie_interceptor89,0,18,450,0,0,7,0,0,1,335,0,18,0,0,0,100,0,0,0,0,9999,979,80,0,0,0,40,0,0,0,0,0,0,1,76
162,tie_interceptor89,0,18,452,0,0,7,0,0,1,335,0,17,0,0,0,100,0,0,0,0,9999,979,80,0,0,0,40,0,0,0,0,0,0,1,76
163,tie_interceptor89,0,18,454,0,0,7,0,0,1,335,0,16,0,0,0,100,0,0,0,0,9999,979,80,0,0,0,40,0,0,0,0,0,0,1,76
164,tie_interceptor89,0,18,456,0,0,7,0,0,1,335,0,16,0,0,0,100,0,0,0,0,9999,979,80,0,0,0,40,0,0,0,0,0,0,1,76
165,tie_interceptor89,0,18,459,0,0,7,0,0,1,335,0,15,0,0,0,100,0,0,0,0,9999,979,80,0,0,0,40,0,0,0,0,0,0,1,76
