tick,name,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,yaw,grounded,fx_count,kudos,combo,nitro,riskboost,takedowns,skill_driver,crashbreaker,airspeed,air_lift,rotor_rpm,rotor_lift,fuel,cannon,missiles,lock,cargo,av_lock,threat,engine_dead,ctrl_loss,mission_score,medal,wing_score,shield,laser,heat
29,rogue_xwing89,0,18,219,0,0,11,0,0,0,335,28,55,10,0,0,100,0,0,0,0,9999,995,80,0,0,0,0,0,0,0,0,0,100,5,71
30,rogue_xwing89,0,18,222,0,0,10,0,0,0,335,28,55,10,0,0,100,0,0,0,0,9999,995,80,0,0,0,0,0,0,0,0,0,100,5,71
31,rogue_xwing89,0,18,225,0,0,10,0,0,0,335,28,56,10,0,0,100,0,0,0,0,9999,995,80,0,0,0,0,0,0,0,0,0,100,5,71
32,rogue_xwing89,0,18,228,0,0,9,0,0,0,335,28,56,10,0,0,100,0,0,0,0,9999,995,80,0,0,0,0,0,0,0,0,0,100,5,71
33,rogue_xwing89,0,18,230,0,0,9,0,0,0,335,28,56,10,0,0,100,0,0,0,0,9999,995,80,0,0,0,0,0,0,0,0,0,100,5,71
34,rogue_xwing89,0,18,233,0,0,9,0,0,1,335,28,56,10,0,0,100,0,0,0,0,9999,994,80,0,0,0,0,0,0,0,0,0,100,5,71
35,rogue_xwing89,0,18,235,0,0,8,0,0,0,335,28,56,10,0,0,100,0,0,0,0,9999,994,80,0,0,0,0,0,0,0,0,0,100,5,71
36,rogue_xwing89,0,18,237,0,0,8,0,0,0,335,28,56,10,0,0,100,0,0,0,0,9999,994,80,0,0,0,0,0,0,0,0,0,100,5,71
37,rogue_xwing89,0,18,239,0,0,8,0,0,0,335,28,57,10,0,0,100,0,0,0,0,9999,994,80,0,0,0,0,0,0,0,0,0,100,5,71
38,rogue_xwing89,0,18,241,0,0,7,0,0,1,335,28,57,10,0,0,100,0,0,0,0,9999,993,80,0,0,0,0,0,0,0,0,0,100,5,71
39,rogue_xwing89,0,18,243,0,0,7,0,0,0,335,28,57,10,0,0,100,0,0,0,0,9999,993,80,0,0,0,0,0,0,0,0,0,100,5,71
40,rogue_xwing89,0,18,245,0,0,7,0,0,0,335,28,57,10,0,0,100,0,0,0,0,9999,993,80,0,0,0,0,0,0,0,0,0,100,5,71
41,rogue_xwing89,0,18,247,0,0,7,0,0,0,335,28,57,10,0,0,100,0,0,0,0,9999,993,80,0,0,0,0,0,0,0,0,0,100,5,71
42,rogue_xwing89,0,18,249,0,0,6,0,0,1,335,28,58,10,0,0,100,0,0,0,0,9999,992,80,0,0,0,0,0,0,0,0,0,100,5,71
43,rogue_xwing89,0,18,251,0,0,6,0,0,0,335,28,58,10,0,0,100,0,0,0,0,9999,992,80,0,0,0,0,0,0,0,0,0,100,5,71
44,rogue_xwing89,0,18,253,0,0,6,0,0,0,335,28,58,10,0,0,100,0,0,0,0,9999,992,80,0,0,0,0,0,0,0,0,0,100,5,71
45,rogue_xwing89,0,18,254,0,0,6,0,0,0,335,28,58,10,0,0,100,0,0,0,0,9999,992,80,0,0,0,0,0,0,0,0,0,100,5,71
46,rogue_xwing89,0,18,256,0,0,5,0,0,1,335,28,58,10,0,0,100,0,0,0,0,9999,991,80,0,0,0,0,0,0,0,0,0,100,5,71
47,rogue_xwing89,0,18,257,0,0,5,0,0,0,335,28,59,10,0,0,100,0,0,0,0,9999,991,80,0,0,0,0,0,0,0,0,0,100,5,71
48,rogue_xwing89,0,18,259,0,0,5,0,0,0,335,28,59,10,0,0,100,0,0,0,0,9999,991,80,0,0,0,0,0,0,0,0,0,100,5,71
49,rogue_xwing89,0,18,260,0,0,5,0,0,0,335,28,59,10,0,0,100,0,0,0,0,9999,991,80,0,0,0,0,0,0,0,0,0,100,5,71
50,rogue_xwing89,0,18,262,0,0,5,0,0,0,335,28,59,10,0,0,100,0,0,0,0,9999,991,80,0,0,0,0,0,0,0,0,0,100,5,71
51,rogue_xwing89,0,18,263,0,0,5,0,0,0,335,28,59,10,0,0,100,0,0,0,0,9999,991,80,0,0,0,0,0,0,0,0,0,100,5,71
52,rogue_xwing89,0,18,264,0,0,5,0,0,0,335,28,59,10,0,0,100,0,0,0,0,9999,991,80,0,0,0,0,0,0,0,0,0,100,5,71
53,rogue_xwing89,0,18,266,0,0,4,0,0,0,335,28,60,10,0,0,100,0,0,0,0,9999,991,80,0,0,0,0,0,0,0,0,0,100,5,71
54,rogue_xwing89,0,18,267,0,0,4,0,0,0,335,28,60,10,0,0,100,0,0,0,0,9999,991,80,0,0,0,0,0,0,0,0,0,100,5,71
55,rogue_xwing89,0,18,268,0,0,4,0,0,0,335,28,60,10,0,0,100,0,0,0,0,9999,991,80,0,0,0,0,0,0,0,0,0,100,5,71
56,rogue_xwing89,0,18,270,0,0,4,0,0,0,335,28,60,10,0,0,100,0,0,0,0,9999,991,80,0,0,0,0,0,0,0,0,0,100,5,71
57,rogue_xwing89,0,18,271,0,0,4,0,0,0,335,28,60,10,0,0,100,0,0,0,0,9999,991,80,0,0,0,0,0,0,0,0,0,100,6,71
58,rogue_xwing89,0,18,272,0,0,4,0,0,0,335,28,61,10,0,0,100,0,0,0,0,9999,991,80,0,0,0,0,0,0,0,0,0,100,6,71
59,rogue_xwing89,0,18,273,0,0,4,0,0,0,335,28,61,10,0,0,100,0,0,0,0,9999,991,80,0,0,0,0,0,0,0,0,0,100,6,71
60,rogue_xwing89,0,18,274,0,0,4,0,0,0,335,28,61,10,0,0,100,0,0,0,0,9999,991,80,0,0,0,0,0,0,0,0,0,100,6,71
61,rogue_xwing89,0,18,275,0,0,4,0,0,0,335,28,61,10,0,0,100,0,0,0,0,9999,991,80,0,0,0,0,0,0,0,0,0,100,6,71
62,rogue_xwing89,0,18,277,0,0,4,0,0,0,335,28,61,10,0,0,100,0,0,0,0,9999,991,80,0,0,0,0,0,0,0,0,0,100,6,71
63,rogue_xwing89,0,18,278,0,0,4,0,0,0,335,28,62,10,0,0,100,0,0,0,0,9999,991,80,0,0,0,0,0,0,0,0,0,100,6,71
64,rogue_xwing89,0,18,279,0,0,4,0,0,0,335,28,62,10,0,0,100,0,0,0,0,9999,991,80,0,0,0,0,0,0,0,0,0,100,6,71
65,rogue_xwing89,0,18,280,0,0,4,0,0,0,335,28,62,10,0,0,100,0,0,0,0,9999,991,80,0,0,0,0,0,0,0,0,0,100,6,71
66,rogue_xwing89,0,18,281,0,0,3,0,0,0,335,28,62,10,0,0,100,0,0,0,0,9999,991,80,0,0,0,0,0,0,0,0,0,100,6,71
67,rogue_xwing89,0,18,282,0,0,3,0,0,0,335,28,62,10,0,0,100,0,0,0,0,9999,991,80,0,0,0,0,0,0,0,0,0,100,6,71
68,rogue_xwing89,0,18,283,0,0,3,0,0,1,335,28,62,10,0,0,100,0,0,0,0,9999,990,80,0,0,0,0,0,0,0,0,0,100,6,71
69,rogue_xwing89,0,18,284,0,0,3,0,0,0,335,28,63,10,0,0,100,0,0,0,0,9999,990,80,0,0,0,0,0,0,0,0,0,100,6,71
70,rogue_xwing89,0,18,285,0,0,3,0,0,0,335,28,63,10,0,0,100,0,0,0,0,9999,990,80,0,0,0,0,0,0,0,0,0,100,6,71
71,rogue_xwing89,0,18,286,0,0,3,0,0,0,335,28,63,10,0,0,100,0,0,0,0,9999,990,80,0,0,0,0,0,0,0,0,0,100,6,71
72,rogue_xwing89,0,18,287,0,0,3,0,0,1,335,28,63,10,0,0,100,0,0,0,0,9999,989,80,0,0,0,0,0,0,0,0,0,100,6,71
73,rogue_xwing89,0,18,288,0,0,3,0,0,0,335,28,63,10,0,0,100,0,0,0,0,9999,989,80,0,0,0,0,0,0,0,0,0,100,6,71
74,rogue_xwing89,0,18,289,0,0,3,0,0,0,335,28,64,10,0,0,100,0,0,0,0,9999,989,80,0,0,0,0,0,0,0,0,0,100,6,71
75,rogue_xwing89,0,18,290,0,0,3,0,0,0,335,28,64,10,0,0,100,0,0,0,0,9999,989,80,0,0,0,0,0,0,0,0,0,100,6,71
76,rogue_xwing89,0,18,291,0,0,3,0,0,1,335,28,64,10,0,0,100,0,0,0,0,9999,988,80,0,0,0,0,0,0,0,0,0,100,6,71
77,rogue_xwing89,0,18,292,0,0,3,0,0,0,335,28,64,10,0,0,100,0,0,0,0,9999,988,80,0,0,0,0,0,0,0,0,0,100,6,71
78,rogue_xwing89,0,18,293,0,0,3,0,0,0,335,28,64,10,0,0,100,0,0,0,0,9999,988,80,0,0,0,0,0,0,0,0,0,100,6,71
79,rogue_xwing89,0,18,294,0,0,3,0,0,0,335,28,65,10,0,0,100,0,0,0,0,9999,988,80,0,0,0,0,0,0,0,0,0,100,6,71
80,rogue_xwing89,0,18,295,0,0,3,0,0,1,335,28,65,10,0,0,100,0,0,0,0,9999,987,80,0,0,0,0,0,0,0,0,0,100,6,71
81,rogue_xwing89,0,18,296,0,0,3,0,0,0,335,28,65,10,0,0,100,0,0,0,0,9999,987,80,0,0,0,0,0,0,0,0,0,100,6,71
82,rogue_xwing89,0,18,297,0,0,3,0,0,0,335,28,65,10,0,0,100,0,0,0,0,9999,987,80,0,0,0,0,0,0,0,0,0,100,6,71
83,rogue_xwing89,0,18,298,0,0,3,0,0,0,335,28,65,10,0,0,100,0,0,0,0,9999,987,80,0,0,0,0,0,0,0,0,0,100,6,71
84,rogue_xwing89,0,18,299,0,0,3,0,0,0,335,28,65,10,0,0,100,0,0,0,0,9999,987,80,0,0,0,0,0,0,0,0,0,100,6,71
85,rogue_xwing89,0,18,300,0,0,3,0,0,0,335,28,66,10,0,0,100,0,0,0,0,9999,987,80,0,0,0,0,0,0,0,0,0,100,7,71
86,rogue_xwing89,0,18,300,0,0,3,0,0,0,335,28,66,10,0,0,100,0,0,0,0,9999,987,80,0,0,0,0,0,0,0,0,0,100,7,71
87,rogue_xwing89,0,18,301,0,0,3,0,0,0,335,28,66,10,0,0,100,0,0,0,0,9999,987,80,0,0,0,0,0,0,0,0,0,100,7,71
88,rogue_xwing89,0,18,302,0,0,3,0,0,0,335,28,66,10,0,0,100,0,0,0,0,9999,987,80,0,0,0,0,0,0,0,0,0,100,7,71
89,rogue_xwing89,0,18,303,0,0,3,0,0,0,335,28,66,10,0,0,100,0,0,0,0,9999,987,80,0,0,0,0,0,0,0,0,0,100,7,71
90,rogue_xwing89,0,18,304,0,0,3,0,0,0,335,28,67,10,0,0,100,0,0,0,0,9999,987,80,0,0,0,40,0,0,0,0,0,100,7,71
91,rogue_xwing89,0,18,305,0,0,3,0,0,1,335,0,66,9,0,0,100,0,0,0,0,9999,987,80,0,0,0,40,0,0,0,0,0,100,7,71
92,rogue_xwing89,0,18,306,0,0,3,0,0,1,335,0,65,8,0,0,100,0,0,0,0,9999,987,80,0,0,0,40,0,0,0,0,0,100,7,71
93,rogue_xwing89,0,18,307,0,0,4,0,0,1,335,0,65,7,0,0,100,0,0,0,0,9999,987,80,0,0,0,40,0,0,0,0,0,100,7,71
94,rogue_xwing89,0,18,308,0,0,4,0,0,1,335,0,64,6,0,0,100,0,0,0,0,9999,987,80,0,0,0,40,0,0,0,0,0,100,7,71
95,rogue_xwing89,0,18,310,0,0,4,0,0,1,335,0,63,5,0,0,100,0,0,0,0,9999,987,80,0,0,0,40,0,0,0,0,0,100,7,71
96,rogue_xwing89,0,18,311,0,0,4,0,0,2,335,0,62,4,0,0,100,0,0,0,0,9999,987,80,0,0,0,40,0,0,0,0,0,100,7,71
97,rogue_xwing89,0,18,312,0,0,4,0,0,1,335,0,62,3,0,0,100,0,0,0,0,9999,987,80,0,0,0,40,0,0,0,0,0,100,7,71
98,rogue_xwing89,0,18,314,0,0,5,0,0,1,335,0,61,2,0,0,100,0,0,0,0,9999,987,80,0,0,0,40,0,0,0,0,0,100,7,71
99,rogue_xwing89,0,18,315,0,0,5,0,0,1,335,0,60,1,0,0,100,0,0,0,0,9999,987,80,0,0,0,40,0,0,0,0,0,100,7,71
100,rogue_xwing89,0,18,316,0,0,5,0,0,1,335,0,60,0,0,0,100,0,0,0,0,9999,987,80,0,0,0,40,0,0,0,0,0,100,7,71
101,rogue_xwing89,0,18,318,0,0,5,0,0,1,335,0,59,0,0,0,100,0,0,0,0,9999,987,80,0,0,0,40,0,0,0,0,0,100,7,71
102,rogue_xwing89,0,18,319,0,0,5,0,0,2,335,0,58,0,0,0,100,0,0,0,0,9999,986,80,0,0,0,40,0,0,0,0,0,100,7,71
103,rogue_xwing89,0,18,321,0,0,5,0,0,1,335,0,58,0,0,0,100,0,0,0,0,9999,986,80,0,0,0,40,0,0,0,0,0,100,7,71
104,rogue_xwing89,0,18,323,0,0,5,0,0,1,335,0,57,0,0,0,100,0,0,0,0,9999,986,80,0,0,0,40,0,0,0,0,0,100,7,71
105,rogue_xwing89,0,18,324,0,0,5,0,0,1,335,0,56,0,0,0,100,0,0,0,0,9999,986,80,0,0,0,40,0,0,0,0,0,100,7,71
106,rogue_xwing89,0,18,326,0,0,5,0,0,2,335,0,56,0,0,0,100,0,0,0,0,9999,985,80,0,0,0,40,0,0,0,0,0,100,7,71
107,rogue_xwing89,0,18,327,0,0,6,0,0,1,335,0,55,0,0,0,100,0,0,0,0,9999,985,80,0,0,0,40,0,0,0,0,0,100,7,71
108,rogue_xwing89,0,18,329,0,0,6,0,0,1,335,0,54,0,0,0,100,0,0,0,0,9999,985,80,0,0,0,40,0,0,0,0,0,100,7,71
109,rogue_xwing89,0,18,331,0,0,6,0,0,1,335,0,54,0,0,0,100,0,0,0,0,9999,985,80,0,0,0,40,0,0,0,0,0,100,7,71
110,rogue_xwing89,0,18,332,0,0,6,0,0,2,335,0,53,0,0,0,100,0,0,0,0,9999,984,80,0,0,0,40,0,0,0,0,0,100,7,71
111,rogue_xwing89,0,18,334,0,0,6,0,0,1,335,0,52,0,0,0,100,0,0,0,0,9999,984,80,0,0,0,40,0,0,0,0,0,100,7,71
112,rogue_xwing89,0,18,335,0,0,6,0,0,2,335,0,51,0,0,0,100,0,0,0,0,9999,984,80,0,0,0,40,0,0,0,0,0,100,7,71
113,rogue_xwing89,0,18,337,0,0,6,0,0,1,335,0,51,0,0,0,100,0,0,0,0,9999,984,80,0,0,0,40,0,0,0,0,0,100,7,71
114,rogue_xwing89,0,18,339,0,0,6,0,0,2,335,0,50,0,0,0,100,0,0,0,0,9999,983,80,0,0,0,40,0,0,0,0,0,100,7,71
115,rogue_xwing89,0,18,341,0,0,6,0,0,1,335,0,49,0,0,0,100,0,0,0,0,9999,983,80,0,0,0,40,0,0,0,0,0,100,7,71
116,rogue_xwing89,0,18,342,0,0,6,0,0,1,335,0,49,0,0,0,100,0,0,0,0,9999,983,80,0,0,0,40,0,0,0,0,0,100,7,71
117,rogue_xwing89,0,18,344,0,0,6,0,0,1,335,0,48,0,0,0,100,0,0,0,0,9999,983,80,0,0,0,40,0,0,0,0,0,100,7,71
118,rogue_xwing89,0,18,346,0,0,6,0,0,1,335,0,47,0,0,0,100,0,0,0,0,9999,983,80,0,0,0,40,0,0,0,0,0,100,7,71
119,rogue_xwing89,0,18,347,0,0,6,0,0,1,335,0,47,0,0,0,100,0,0,0,0,9999,983,80,0,0,0,40,0,0,0,0,0,100,7,71
120,rogue_xwing89,0,18,349,0,0,6,0,0,1,335,0,46,0,0,0,100,0,0,0,0,9999,983,80,0,0,0,40,0,0,0,0,0,100,8,71
121,rogue_xwing89,0,18,351,0,0,6,0,0,1,335,0,45,0,0,0,100,0,0,0,0,9999,983,80,0,0,0,40,0,0,0,0,0,100,8,71
122,rogue_xwing89,0,18,353,0,0,6,0,0,1,335,0,45,0,0,0,100,0,0,0,0,9999,983,80,0,0,0,40,0,0,0,0,0,100,8,71
123,rogue_xwing89,0,18,354,0,0,6,0,0,1,335,0,44,0,0,0,100,0,0,0,0,9999,983,80,0,0,0,40,0,0,0,0,0,100,8,71
124,rogue_xwing89,0,18,356,0,0,6,0,0,1,335,0,43,0,0,0,100,0,0,0,0,9999,983,80,0,0,0,40,0,0,0,0,0,100,8,71
125,rogue_xwing89,0,18,358,0,0,6,0,0,1,335,0,43,0,0,0,100,0,0,0,0,9999,983,80,0,0,0,40,0,0,0,0,0,100,8,71
126,rogue_xwing89,0,18,360,0,0,6,0,0,1,335,0,42,0,0,0,100,0,0,0,0,9999,983,80,0,0,0,40,0,0,0,0,0,100,8,71
127,rogue_xwing89,0,18,362,0,0,6,0,0,1,335,0,41,0,0,0,100,0,0,0,0,9999,983,80,0,0,0,40,0,0,0,0,0,100,8,71
128,rogue_xwing89,0,18,363,0,0,6,0,0,2,335,0,40,0,0,0,100,0,0,0,0,9999,983,80,0,0,0,40,0,0,0,0,0,100,8,71
129,rogue_xwing89,0,18,365,0,0,6,0,0,1,335,0,40,0,0,0,100,0,0,0,0,9999,983,80,0,0,0,40,0,0,0,0,0,100,8,70
130,rogue_xwing89,0,18,367,0,0,6,0,0,1,335,0,39,0,0,0,100,0,0,0,0,9999,983,80,0,0,0,40,0,0,0,0,0,100,8,70
131,rogue_xwing89,0,18,369,0,0,6,0,0,1,335,0,38,0,0,0,100,0,0,0,0,9999,983,80,0,0,0,40,0,0,0,0,0,100,8,70
132,rogue_xwing89,0,18,371,0,0,6,0,0,1,335,0,38,0,0,0,100,0,0,0,0,9999,983,80,0,0,0,40,0,0,0,0,0,100,8,70
133,rogue_xwing89,0,18,372,0,0,6,0,0,1,335,0,37,0,0,0,100,0,0,0,0,9999,983,80,0,0,0,40,0,0,0,0,0,100,8,70
134,rogue_xwing89,0,18,374,0,0,6,0,0,1,335,0,36,0,0,0,100,0,0,0,0,9999,983,80,0,0,0,40,0,0,0,0,0,100,8,70
135,rogue_xwing89,0,18,376,0,0,6,0,0,1,335,0,36,0,0,0,100,0,0,0,0,9999,983,80,0,0,0,40,0,0,0,0,0,100,8,70
136,rogue_xwing89,0,18,378,0,0,6,0,0,3,335,0,35,0,0,0,100,0,0,0,0,9999,982,80,0,0,0,40,0,0,0,0,0,100,0,76
137,rogue_xwing89,0,18,380,0,0,6,0,0,1,335,0,34,0,0,0,100,0,0,0,0,9999,982,80,0,0,0,40,0,0,0,0,0,100,0,76
138,rogue_xwing89,0,18,381,0,0,6,0,0,1,335,0,34,0,0,0,100,0,0,0,0,9999,982,80,0,0,0,40,0,0,0,0,0,100,0,76
139,rogue_xwing89,0,18,383,0,0,6,0,0,1,335,0,33,0,0,0,100,0,0,0,0,9999,982,80,0,0,0,40,0,0,0,0,0,100,0,76
140,rogue_xwing89,0,18,385,0,0,6,0,0,2,335,0,32,0,0,0,100,0,0,0,0,9999,981,80,0,0,0,40,0,0,0,0,0,100,0,76
141,rogue_xwing89,0,18,387,0,0,6,0,0,1,335,0,32,0,0,0,100,0,0,0,0,9999,981,80,0,0,0,40,0,0,0,0,0,100,0,76
142,rogue_xwing89,0,18,389,0,0,6,0,0,1,335,0,31,0,0,0,100,0,0,0,0,9999,981,80,0,0,0,40,0,0,0,0,0,100,0,76
143,rogue_xwing89,0,18,390,0,0,6,0,0,1,335,0,30,0,0,0,100,0,0,0,0,9999,981,80,0,0,0,40,0,0,0,0,0,100,0,76
144,rogue_xwing89,0,18,392,0,0,6,0,0,3,335,0,29,0,0,0,100,0,0,0,0,9999,980,80,0,0,0,40,0,0,0,0,0,100,0,76
145,rogue_xwing89,0,18,394,0,0,6,0,0,1,335,0,29,0,0,0,100,0,0,0,0,9999,980,80,0,0,0,40,0,0,0,0,0,100,0,76
146,rogue_xwing89,0,18,396,0,0,6,0,0,1,335,0,28,0,0,0,100,0,0,0,0,9999,980,80,0,0,0,40,0,0,0,0,0,100,0,76
147,rogue_xwing89,0,18,398,0,0,6,0,0,1,335,0,27,0,0,0,100,0,0,0,0,9999,980,80,0,0,0,40,0,0,0,0,0,100,0,76
148,rogue_xwing89,0,18,400,0,0,6,0,0,2,335,0,27,0,0,0,100,0,0,0,0,9999,979,80,0,0,0,40,0,0,0,0,0,100,0,76
149,rogue_xwing89,0,18,401,0,0,6,0,0,1,335,0,26,0,0,0,100,0,0,0,0,9999,979,80,0,0,0,40,0,0,0,0,0,100,0,76
150,rogue_xwing89,0,18,403,0,0,6,0,0,1,335,0,25,0,0,0,100,0,0,0,0,9999,979,80,0,0,0,40,0,0,0,0,0,100,0,76
151,rogue_xwing89,0,18,405,0,0,6,0,0,1,335,0,25,0,0,0,100,0,0,0,0,9999,979,80,0,0,0,40,0,0,0,0,0,100,0,76
152,rogue_xwing89,0,18,407,0,0,6,0,0,1,335,0,24,0,0,0,100,0,0,0,0,9999,979,80,0,0,0,40,0,0,0,0,0,100,0,76
153,rogue_xwing89,0,18,409,0,0,6,0,0,1,335,0,23,0,0,0,100,0,0,0,0,9999,979,80,0,0,0,40,0,0,0,0,0,100,0,76
154,rogue_xwing89,0,18,411,0,0,6,0,0,1,335,0,23,0,0,0,100,0,0,0,0,9999,979,80,0,0,0,40,0,0,0,0,0,100,0,76
155,rogue_xwing89,0,18,412,0,0,6,0,0,1,335,0,22,0,0,0,100,0,0,0,0,9999,979,80,0,0,0,40,0,0,0,0,0,100,0,76
156,rogue_xwing89,0,18,414,0,0,6,0,0,1,335,0,21,0,0,0,100,0,0,0,0,9999,979,80,0,0,0,40,0,0,0,0,0,100,0,76
157,rogue_xwing89,0,18,416,0,0,6,0,0,1,335,0,21,0,0,0,100,0,0,0,0,9999,979,80,0,0,0,40,0,0,0,0,0,100,1,76
158,rogue_xwing89,0,18,418,0,0,6,0,0,1,335,0,20,0,0,0,100,0,0,0,0,9999,979,80,0,0,0,40,0,0,0,0,0,100,1,76
159,rogue_xwing89,0,18,420,0,0,6,0,0,1,335,0,19,0,0,0,100,0,0,0,0,9999,979,80,0,0,0,40,0,0,0,0,0,100,1,76
160,rogue_xwing89,0,18,422,0,0,6,0,0,2,335,0,18,0,0,0,100,0,0,0,0,9999,979,80,0,0,0,40,0,0,0,0,0,100,1,76
161,rogue_xwing89,0,18,424,0,0,6,0,0,1,335,0,18,0,0,0,100,0,0,0,0,9999,979,80,0,0,0,40,0,0,0,0,0,100,1,76
162,rogue_xwing89,0,18,425,0,0,6,0,0,1,335,0,17,0,0,0,100,0,0,0,0,9999,979,80,0,0,0,40,0,0,0,0,0,100,1,76
163,rogue_xwing89,0,18,427,0,0,6,0,0,1,335,0,16,0,0,0,100,0,0,0,0,9999,979,80,0,0,0,40,0,0,0,0,0,100,1,76
164,rogue_xwing89,0,18,429,0,0,6,0,0,1,335,0,16,0,0,0,100,0,0,0,0,9999,979,80,0,0,0,40,0,0,0,0,0,100,1,76
165,rogue_xwing89,0,18,431,0,0,6,0,0,1,335,0,15,0,0,0,100,0,0,0,0,9999,979,80,0,0,0,40,0,0,0,0,0,100,1,76
